PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 363 012', 'Int', 'CI H 04 b 9/00', 'P.ans. nr', '2431/69', 'Inkom den', '21', 'II 1969', 'Giltighetsdag den', '21 II 1969', 'PATENT- - OCH', 'Ans. allmänt tillgänglig den', '22 VIII 1969', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '27 XII 1973', 'Prioritet begärd fran den 21 II 1968', '(USA, 707 091)', 'GENERAL ELECTRIC COMPANY, SCHENECTADY, N.Y. USA', 'Uppfinnare: B D Leete, Newtown Square, Penn.', 'Ombud: I Bergensträhle', 'Fiberoptiskt signalöverföringssystem', 'Föreliggande uppfinning hänför sig allmänt till en signalöverföringsanordning', 'med användning av fiberoptiska ljusledare. Uppfinningen hänför sig närmare bestämt', 'till ett fiberoptiskt ljusledarsystem för överföring av styrpulser, avsedda att an-', 'vändas vid styrning av högspänningssystem.', 'En enkel utföringsform av ett signalöverföringssystem är en elektrisk ledare,', 'som är ansluten mellan est intag och ett uttag. Ett dylikt system är emellertid icke', 'tillfredsstellande för alla tillämoningar. Det är ofta önskvärt, att en god isola-', 'tion finnes mellan intaget och uttaget hos ett signalöverföringssystem sã att änd-', 'ringar vid uttaget icke reflekteras tillbaka till intaget (âterkoppling) och sã', 'att höga spänningsskillnader mellan uttaget och intaget kan tillitas uppträda. Trans-', 'formatorer användas ofta för detta ändamal, men magnetisk koppling, sãsom astadkom-', 'mes medelst en transformator, är icke tillfredsställande för alla tillämpningar.', 'Läckinduktans i förbindelse med en transformator tenderar exempelvis att öka dess', 'tidsfördröjning och en viss äterkoppling frân uttaget till intaget hos en transfor-', 'mator är i det närmaste oundviklig. Kostnaden för högspänningstransformatorer är', 'även hög.', 'Ett sätt att övervinna nackdelarna med elektrisk eller magnetisk koppling', 'i', 'ett signalöverföringssystem är att använda en optisk länk i systemet. Den isola-', 'tion mellan intag och uttag, som astadkommes medelst en optisk länk i ett signalöver-']"
2,"['2', 'föringssystem är fullständig, emedan intaget och uttaget äro elektriskt âtskilda.', 'Vidare ger en optisk länk principiellt ingen begränsning av svarshastigheten, vilket', 'däremot är fallet med läckinduktansen hos en transformator. Koppling mellan intag och', 'uttag vid vitt âtskilda elektriska potentialer och inom ett stort frekvensomrade är', 'därför möjlig med användning av en optisk länk.', 'Ett ändamal med föreliggande uppfinning är sãlunda att, med användning av en', 'effektiv optisk länk, astadkomma en optisk ljusledarlänk med flera parallellkopplade', 'fibrer, vid vilken ett antal ljuskällor belysa var och en av ett antal optiska motta-', 'gare.', 'Ett annat ändamal med uppfinningen är att àstadkomma en fiberoptisk ljusledar-', 'länk i ett signalöverföringssystem, i vilket en övervakningsanordning finnes för att', 'övervaka ett flertal optiska källor i ändamal att upptäcka fel i dessa.', 'Ett fiberoptiskt signalöverföringssystem enligt föreliggande uppfinning har de', 'i krav 1 angivna kännetecknen.', 'Pã bifogade ritning är fig. 1 en schematisk bild av ett lignalöverföringssystem', 'enligt en utföringsform av uppfinningen, fig. 2 en likartad bild av en annan utförings-', 'form av systemet, fig. 3 en alternativ ljusledaranordning, innefattande anordningar', 'för att övervaka den optiska banans funktion, fig. 4 ett förenklat kopplingsschema för', 'parallella ljussändare samt en ljusmottagare, som kan användas i en praktisk utförings-', 'form av uppfinningen, samt fig. 5 en detaljbild av en ände av det optiska signalöver-', 'föringssystemet.', 'Sãsom visas i fig. 1 matas diskreta, elektriska insignaler genom kontakten 1', 'till en ljuskälla, som innefattar tva onvandlare 2 och 3 frân elektricitet till ljus.', 'Omvandlarna 2 och 3 utsända samtidigt stralningsenergi (ljus) vid mottagning av en in-', 'signal, varvid strälningen eller ljuset infaller pa ljusledarspetsar 4 och 5, vilka', 'äro sammansatta av ett flertal optiska fibrer. Knippen av parallella optiska fibrer', 'bilda avlanga ljusledare (rör) 6, 7 och 8, vilka överföra ljus fran den gemensamma käl-', ""lan till separata omvandlare (mottagare) 9', 10 och 11 för ljus till elektricitet, vilka"", 'i sin tur omvandla ljusimpulserna till elektriska signaler, som därefter äro tillgäng-', 'liga sãsom utsignaler vid de bortre kontakterna 12, 13 och 14. Aven om detta system', 'har allmän användbarhet, är det särskilt väl lämpat för samtidig överföring av ljus-', 'signaler frän den gemensamma källan 1, 2 och 3 till olika nivier hos en elektrisk ven-', 'til, som bygger pa det fasta tillständets elektronik.', 'De ljuskällor 2 och 3, som visas i fig. 1, kunna vara anordningar av godtyckligt', 'slag, vilka utsända strälning, när de paverkas elektriskt. Medan stralningsenergi av', 'andra slag, sásom mikrovagor, kan förekomma, är det f.n. att föredraga att använda ljus,', 'som kan vara antingen i de synliga eller osynliga partierna av spektrum. Ljusemitte-', 'rande dioder, framställda av galliumarsenid eller galliumarsenidfosfid, ha visat sig', 'vara användbara för detta ändamäl. När galliumarsenid-dioder användas, är det ljus, som']"
3,"['363012', 'utsändes av ljuskällan, osynlig strálning i ett smalt band nära den infraröda regio-', 'nen. I allmänhet väljes en ljuskälla, som utsänder stralning, vilken effektivt över-', 'föres genom det särskilda överföringsmedium för strälningsenergi som användes, och en', 'motsvarande omvandlare för ljus till elektricitet (sãsom en fototransistor) väljes,', 'vilken är känslig för samma strälning. Med fördel äro strälningsenergibanor mellan', 'de motsvarande sändarna och mottagarna uppbyggda av elektromagnetiska vâgledare, sãsom', 'ljusrören 6, 7 och 8 i fig. 1.', 'Vart och ett av de visade ljusrören innefattar en grupp av atminstone tvá paral-', 'lella optiska fibrer 28. Uttrycket ""optisk"", som användes i det följande, är icke av-', 'sett att hänföras enbart till synligt ljus. Optiska fibrer för antingen synligt eller', 'osynligt ljus äro i och för sig kända och kunna vara framställda av glas eller lämp-', 'ligt plastmaterial. Varje fiber är mantlad med ett transparent material, med lägre', 'brytningsindex än fiberns kärnmaterial, sã att ljuset passerar i en sick-sackformad', 'bana genom den transparenta kärnan i varje fiber medelst invändiga reflektioner frân', 'manteln. Ett flertal av dessa optiska fibrer äro slumpvis sammanknippade i en gemensam', 'skärm eller kapsel till bildande av vart och ett av ljusrören 6, 7 och 8. Den mängd', 'ljus som överföres genom var och en av ljusledarna är en funktion av antalet och kärn-', 'arean av de inglende fibrerna, ljuskällans intensitet samt ljusledarens förlustegen-', 'skaper.', 'Med hänsyn till tillförlitligheten är parallellkoppling önskvärd. Denna uppnas,', 'sãsom visas i fig. 1, genom att ljusledarnas intagsände är uppdelad i individuella', 'optiska fibrer 28, vilka korsas och kombineras i nya grupperingar till bildande av', 'ljusledarspetsar 4 och 5, av vilka var och en belyses av en separat källa. Det som', 'är avsett att visas medelst ramen 15 i fig. 1, är att ljussändaren 2 är kopplad till', 'ingängsändarna av approximativt halva antalet av de optiska fibrerna 28 fran vart', 'och ett av ljusrören 6, 7 och 8, medan ljussändaren 3 är kopplad till ingängsändarna', 'av de aterstäende optiska fibrerna. Därigenom kan en ljuskälla âstadkomma hälften av', 'belysningen vid varje omvandlare frân ljus till elektricitet och den andra källan', 'astadkomma den andra hälften. Givetvis kunna flera än tvà källor och tva ljusledar-', 'spetsar utnyttjas och fler eller färre än tre ljusrör kunna användas, beroende pa', 'det antal separata utsignaler som önskas. I allmänhet äro ljusledarnas optiska fibrer', 'uppdelade och kombinerade pã nytt pa sadant sätt, att var och en av ljusledarspetsar-', 'na innehäller ett approximativt lika antal optiska fibrer frân var och en av ljusle-', 'darna. När ljuskällans belysningsarea icke är helt likformig, är det fördelaktigt', 'att grupperna av fibrer sammanknippas slumpartat för att uppna en jämnare fördelning', 'av ljus. Med en dylik parallellanordning kommer, om en ljuskälla sviker, var och en', 'av mottagarna att fortsätta att mottaga ljus, även om detta har omkring hälften av', 'den föregaende optiska effekten. Systemets mottagarparti är utformat sã, att mindre', 'än hälften av den normala optiska effekten är tillräcklig för funktion.', 'Korsning och kombination av de optiska fibrerna uppnàs inom ett omrâde 15, som']"
4,"['4', 'är invändigt belagt med ett lämpligt material för att halla fibrerna pa plats samt', 'skydda dem frân skada. Vid glasfibrer kunna lämpliga epoxyhartser användas men vid', 'ljusledare av plast, vilka tillverkas med en yttre mantel som redan är pa plats, är', 'det fördelaktigt att använda ett omgivande material med lägre brytningsindex än fi-', 'berkärnan. Genomlysbart silikongummi har sã lagt brytningsindex att det är allmänt', 'lämpligt för detta ändamál men även andra material kunna användas. En möjlighet', 'finnes att vid avlägsnande av den yttre manteln frän ljusledarna, före särskiljning', 'av individuella optiska fibrer, kapslingen pa nágra av fibrerna kan skadas sã att', 'omräden med ljusläckage eller absorption uppsta. Användningen av transparent eller', 'genomlysbart silikongummi sãsom en omgivande blandning med lägre brytningsindex än', 'den optiska fiberns kärnmaterial har en tendens att reparera eventuell skada, som', 'âstadkommits pa fiberkapslingen genom att ersätta funktionen av eventuell kapsling,', 'som kan ha avlägsnats.', 'En utvecklad form av optisk parallellkoppling visas i fig. 2, enligt vilken', 'elektriska signaler alstras vid tvà separata uttagskontakter 12 och 13 i beroende av', 'ljus, som tillföres av endera av tvâ ljussändare 2 och 3 vid mottagning av en elekt-', 'risk insignal vid den gemensamma ingängskontakten 1. Varje mottagningsstation i fig.2', 'visas sãsom innehallande parallellkopplade omvandlare för ljus till elektricitet,', 'vilka äro förbundna med motsvarande uttagsändar av ljusbanor, som äro kopplade till', 'de tvà sändarna. Utsignalen vid 12 kan sãlunda alstras antingen av en omvandlare', '9', 'i', 'beroenderav ljus, som tillföres frän sändaren 2 via en första bana 6a, innefattande', ""atminstone en optisk fiber, eller av en parallell omvandlare 9' i beroende av ljus,"", 'som tillföres fran den samverkande sändaren 3 via en parallellkopplad bana 7a med at-', 'minstone en optisk fiber. Pã likartat sätt kan utsignalen vid 13 alstras antingen av', 'en omvandlare 10 vid mottagning av ljus frän sändaren 2 via en tredje bana 6b eller', ""av en parallellkopplad omvandlare 10', som är paverkbar av ljus, vilket tillföres frän"", 'sändaren 3 via en fjärde bana 7b. Den grupp av fibrer som innefattar de första och', 'tredje banorna 6a och 6b kunna ha en gemensam mantel i närheten av deras intags-', 'eller ingängsändar sã att ett förgrenat ljusrör bildas, vilket utgar fran sändaren 2,', 'och de andra och fjärde banorna 7a och 7b kunna pa likartat sätt innefatta ett för-', 'grenat ljusrör, som utgar frân sändaren 3.', 'Med ett parallellkopplat fiberoptiskt ljusledarsystem kan ett parti av systemet', 'svika utan förlust av hela funktionen. Om exempelvis en av ljussändarna 2 eller 3', 'skulle upphöra att fungera pa rätt sätt, kan systemet fortsätta att avgiva ljus', 'frän den gemensamma källan till alla mottagarstationerna. Om icke ett dylikt fel', 'lätt detekteras och korrigeras, förvränges ändamalet med ett parallellkopplat system.', 'För att detektera onormala tillständ av ifragavarande slag är en övervakningsanord-', 'ning önskvärd. En anordning för att övervaka funktionen hos ljuskällan visas i fig. 1.']"
5,"['363012', 'I denna anordning är ett ljusavkänningsdon 16 anbragt nära ljussändaren 2 för att', 'övervaka dennas funktion. Detta avkänningsdon är anbragt sã, att det upptager spritt', 'ljus frân den tillhörande sändaren, utan att störa den huvudstrale av ljus, som in-', 'ledes i ljusledarspetsen 4, vilken är anbragt i närheten. Ett prisma kan vara an-', 'bragt invid var och en av ljussändarna för att rikta läckljus till ljusavkänningsdo-', 'net. Avkänningsdonet 16 alstrar vid paverkan av ljus frän sändaren 2 en utsignal,', 'som förstärkes av en förstärkare 17, vilken i sin tur driver en indikatorlampa 18.', 'Det är idealiskt att förstärkarens känslighet är inställd sã, att indikatorlampan', 'normalt är tänd och släckes, när intensiteten hos ljus, som utsändas av källan 2,', 'minskas till en niva, omedelbart över den som erfordras för att förstärkarna skola', 'fungera pa rätt sätt, när de matas frän endast denna sändare. Övervakningsanord-', 'ningen kan sãlunda detektera gradvis försämring ävensom katastroffel hos en ljuskäl-', 'la. När en indikatorlampa släckes, indikerar detta att den motsvarande ljuskällan', 'kan sakna förmaga att bibehâlla systemets funktion i händelse av svikning av den and-', 'ra ljussändaren och att därför en korrektion är erforderlig. Alternativt kan indika-', 'torlampan 18 vara anordnad att släckas för att indikera ett fel. I detta fall kan', 'emellertid en svikning av indikatorn själv eller dess tillhörande förstärkare 17 el-', '1er detektor 16 medföra oförmaga att indikera svikning av ljuskällan 2. Vid den ti-', 'digare beskrivna anordningen indikerar släckningen av indikatorlampan behovet av kor-', 'rigering. Det kan da bestämmas huruvida reparationer erfordras för ljuskällan eller', 'övervakningssystemet.', 'I praktiken kommer ljussändaren 3 att övervakas pa samma sätt som sändaren', '2.', 'För att illustrera en annan anordning för övervakning av ljuskällans funktion visas', 'emellertid ett annat schema i förbindelse med den andra sändaren 3 i fig. 1. Enligt', 'detta schema förutses användning av synligt ljus och den innefattar en hjälpljusleda-', 're 19 med ett intag, som är anbragt i närheten av ljusledarspetsen 5 samt ett uttag,', 'som avslutas i en lins 20 vid ett pa avstand beläget ställe, där förlusten av ljus', 'pa grund av svikning av sändaren 3 kan observeras pa lämpligt sätt. Sãsom framgar av', 'fig. 2, kan endera av de ovan beskrivna ljusövervakningsanordningarna kopplas till', 'systemet i närheten av ljusrörens 6, 7 etc. utgang eller uttagsändar, istället för', 'invid de motsvarande ingängs- eller intagsändarna hos dessa rör sã att det oföränd-', 'rade tillständet hos de primära ljusbanorna ävensom ljussändarna 2 och 3 övervakas.', 'I fig. 3 visas ett par hjälpljusledare 19a och 19b, vilka innefatta optiska', ""fibrer 22 och 23, vilkas intag äro anbragta i ljusledarspetsarna 4' respektive 5'"", 'tillsammans med intagsändarna av de olika optiska fibrer 28, vilka bilda vart och ett', ""av de signalöverförande ljusrören 6', 71 och 8'. Uttaget frân var och en av hjälp-"", 'ledarna 19a och 19b är förbundet med ett pa avstànd anbragt, övervakande avkännings-', 'don, vilket, sãsom ovan beskrivits, kan innefatta antingen en kombination av avkän-', 'ningsdonförstärkare - indikator eller helt enkelt en lins. Om kommersiellt tillgäng-']"
6,"['6', 'liga ljusledare av standardtyp användas, innehaller samma övervakningsgren 19a, 19b', ""samma antal fibrer som vart och ett av huvudrören 6', 71 och 81, men det är idea-"", 'liskt att endast använda halva antalet av fibrerna och den andra hälften av fibrerna', 'är avskuren eller innesluten i mörker vid källänden för att simulera det antal ljus-', 'banor i varje huvudrör som belyses av varje ljussändare. Längden av övervaknings-', 'grenen kan även inställas för att simulera funktion av ett huvudljusrör, när detta', 'paverkas av endast halva ljuskällan. Detta gör övervakningsfunktionen mera meningsfull', 'och möjliggör detektering av vissa slag av optiska överföringsförsämringar ävensom', 'försätring av den optiska källan.', 'I en praktisk utföringsform av uppfinningen patryckas styrsignalerna intags-', 'kontakten 1 till det visade överföringssystemet i form av snabba (60 Hz) elektriska', 'pulser, av vilka var och en har kort varaktighet, och omvandlarna för elektricitet', 'till ljus äro anordnade att alstra intensiva toppar av synligt ljus i beroende av', 'dessa pulser. Icke desto mindre var medelintensiteten hos de resulterande ljuspul-', 'ser som tillfördes av sändarna 2 och 3 otillräcklig för att tillförlitligt detekteras', 'av den övervakningsanordning, som visas vid 19, 20 i fig. 1. För att lösa detta prob-', 'lem finnas förspänningsanordningar med relativt lâg effekt för att kontinuerligt ström-', 'sätta ljussändarna sã att var och en av dessa normalt tillför ljus, även om relativt', 'svagt, vilket ljus är visuellt uppfattbart för övervakningsändamäl. Vid mottagning av', 'varje insignal utsändes en kort ljuspuls med väsentligt större intensitet (exempelvis', '100 ganger ljusare) och ljusmottagarna 9, 10 och 11, vilka normalt äro i vila, alstra', 'sina motsvarande utsignaler till svar pa dessa pulser. En anordning enligt denna', 'aspekt av uppfinningen visas i fig. 4.', 'I fig. 4 visas ljussändaranordningen vid signalöverföringssystemets ingangs-', 'ände sãsom- tvá ljusemitterande dioder 31 och 32, vilka motsvara ljuskällorna 2 och', '3', 'i fig. 1 och 2. Bada äro kontinuerligt strömsatta medelst relativt svag förspännings-', 'ström fran en lämplig likströmskälla, sãsom det batteri som visas vid 33, vilket i', 'serie med en diod 34 och ett motstand 35 shuntar varje diod. Medan var och en av dio-', 'derna 31 och 32 endast är strömsatt medelst denna förspänningsström, tillför den svagt', 'ljus till de tillhörande ljusbanorna och övervakar systemet (se fig. 1 och 2). Varje', 'diod har emellertid förmaga att snabbt öka sin ljusintensitet, när den kort över-', 'styres medelst ström, som härledes fran urladdningen av en kondensator 36, till vil-', 'ken bada dioderna äro anslutna. Kondensatorn 36 laddas medelst en lämplig källa för', 'styreffekt (ej visad) och dess urladdning genom dioderna 31 och 32 styres medelst', 'tillslag (slutning) av en mellanliggande omkopplare 37. Med fördel innefattar omkopp-', 'laren 37 en tyristor eller styrbar kisellikriktare, vilken periodiskt slas till me-', 'delst det tàg av elektriska styrpulser, som pätryckes intagskontakten 1. Pã grund av', 'den korta varaktigheten hos kondensatorns repeterade urladdningsström överhettas icke', 'dioderna 31 och 32. Denna anordnings funktion för att överstyra de ljusemitterande']"
7,"['363012', 'dioderna kan övervakas medelst ett neonrör 38, eller liknande, som är seriekopplat', 'med ett motstand 39 över kondensatorn 36. Det ovan beskrivna sättet med förspänning', 'med lâg niva ökar icke enbart synbarheten hos det ljus, som utsändes av de tvâ dio-', 'derna 31 och 32, sã att övervakningsfunktioner underlättas, utan medgiver även att', 'en operatör kan kontrollera dessa element med avseende pã funktionsberedskapen, in-', 'nan styrpulserna i verkligheten pâtryckas kontakten 1. Den sistnämnda fördelen', 'gör', 'detta förfarande användbart vid system, vilka överföra annan stralningsenergi än', 'synligt ljus, i vilket fall övervakningsfunktionen utföres av den ursprungligen be-', 'skrivna kombinationen, nämligen avkänningsdon-förstärkare-indikator.', 'Fig. 4 visar även en typisk omvandlare för ljus till elektricitet, som kan', 'användas i förbindelse med den gemensamma ljuskällan 31, 32, som beskrivits ovan.', 'Ljus frân en tillhörande ljusbana (ej visad) infaller pa ett ljuskänsligt element', '26, vilket visas sãsom exempel sãsom en ljuspäverkbar styrbar kisellikriktare, även', 'om en fototransistor eller liknande kan användas. Detta element är seriekopplat', 'med en pulstransformator 41 över en kondensator 42, vilken laddas medelst en lämp-', 'lig källa för styreffekt. Vid paverkan av en ljuspuls med hög intensitet börjar', 'elementet 26 att leda väsentlig emitterström, varefter kondensatorn 42 kan urladdas', 'genom transformatorn 41, vars uttagslindning följaktligen strömsättes. Ett motstand', '43 är anslutet mellan elementets 26 bas och emitter och en drossel 44 är parallell-', 'kopplad med detta. Drosseln shuntar bas-emitterövergängen i transistorn 26 med en', 'bana med lag impedans för fortvarighetsström, vilken alstras av omgivande ljus sã', 'att detta element normalt är i vila och fungerar endast i beroende av en abrupt', 'ökning av det mottagna ljusets intensitet. Andra anordningar, sãsom en kondensator-', 'koppling mellan det ljuspäverkade elementet 26 och ett utgängssteg, kunna alterna-', 'tivt användas för att hindra förstärkarens funktion i beroende av det svaga ljus', 'som normalt utsändes av ljuskällorna 31 och 32. Det är uppenbart att vid en motta-', ""garstation, sãsom den som visas vid 9 och 9' i fig. 2, det ljuspäverkade elementet"", '26 enligt fig. 4 kan vara elektriskt parallellkopplat med ett duplikatelement, vil-', 'ket tillföres ljus frân en separat ledare.', 'Sãsom visas i fig. 5, kan spetsen av varje ljusrör vara monterad inuti en an-', 'slutningspropp 24, sã att en ljusledare lätt kan demonteras frân omvandlaren frân', 'ljus till elektricitet vid vardera änden av denna. Denna propp är med fördel fäst', 'vid den ena änden av ljusröret, sã att den koncentriskt omgiver dess spets, varvid', 'spetsens exponerade yta maste vara optiskt ren och oskadad. En sammanpassande hylsa', '25 har en försänkt omvandlare frän ljus till elektricitet, sã att, när proppen', 'och', 'hylsan äro hopsatta, ljusledarens spets och omvandlaren stà i det rätta mekaniska', 'förhällandet till varandra. Sâsom exempel visas i fig. 5 uttagsänden frân ett ljus-', 'rör och pa grund härav är den omvandlars, som är försänkt i den samverkande hylsan 25,']"
8,"['8', 'symboliskt visad sãsom ett element 26 för att omvandla ljus fran det tillhörande', 'ljusröret till en elektrisk utsignal. Standardproppar. och hylsor av olika slag', 'kun-', 'na användas. Anslutningsproppar och hylsor av standardtyp för radiofrekvens ha vi-', 'sat sig användbara för att säkerställa att förbindelsen är lätt, tät och lufttät', 'i ändamal att halla främmande ämnen och fukt borta fran den korta sträcka av ljusba-', 'nan som sträcker sig genom atmosfären.', 'Av fig. 5 framgar att ljusröret har sin yttre skärm 27 avlägsnad fran ett par-', 'ti av ljusledaren invid dess ände sã att knippet av individuella, optiska fibrer 28', 'är i intim kontakt med metallen i anslutningsproppen 24. Vid högspänningsinstalla-', 'tioner finnes en möjlighet att den totala potentialskillnader mellan intags- och', 'uttagsändarna hos en lang ljusledare kan koncentreras vid en (eller bãda) av dess', 'ändar och medföra ett icke önskvärt stort spänningsfall över den tunna massan av', 'skärmmaterial, där detta är i kontakt med metallproppen. Denna möjlighet uppkommer,', 'emedan skärmens 27 material sannolikt har väsentligt större elektrisk resistivitet', 'än knippet av optiska fibrer 28. Den hoga elektriska pakänningen vid detta ställe', 'kan astadkomma relativt snabb förstöring av ljusledaren och/eller överslag. Avlägs-', 'nande av mantelmaterialet fran ljusledaren, innan denna monteras vid kopplingen sã', 'att direkt kontakt finnes mellan de optiska fibrerna och metallen, undviker ett', 'stort spänningsfall över mantelmaterialet och medför en väsentligen liktormig spän-', 'ningsgradient fran den ena änden av ljusledaren till den andra. Väsentligen samma', 'resultat kan uppnas, om mantelmaterialet, atminstone i närheten av proppen 24, är', 'utfört av material med en resistivitet som motsvarar fibrernas. En fördelaktig an-', 'ordning är att avlägsna manteln 27 och impregnera utrymmet mellan de optiska fib-', 'rerna och metallproppen med ett elektriskt ledande cement 29, sãsom en ledande sam-', 'mansättning av epoxihartser. Likaledes bör ljusledarens motställda ände pa likartat', 'sätt vara behandlad sãsom medelst ledande epoxiharts inuti det metalliska höljet 15.', 'Dessa metoder medföra en väsentligen likformig spänningsgradient frân den ena än-', 'den till den andra av ljusröret.', 'Aven om den ovan beskrivna anordningen med proppens och hylsans montage har', 'gjorts med särskild hänvisning till ljusledarnas uttagsändar, kan samma typ av an-', 'ordning användas vid ljusledarnas intagsändar, vilket innebär att ljusledarna 2 och', '3 kunna monteras antingen i proppar eller hylsor, med de optiska fiberbanornas ljus-', 'ledarspetsar monterade i sammanpassande hylsor eller proppar, sã att, när de tvà', 'detaljerna äro hopmonterade, omvandlarna frân elektricitet_ till ljus hâllas i rätt', 'förhällande till spetsarna.']"
9,"['363012', 'Patentkrav', '1. Fiberoptiskt signalöverföringssystem, k ä n n e to e c k n a', 't', 'av ett flertal omvandlare (2,3) frân elektricitet till ljus, avsedda', 'att utsända ljus i beroende av patryckta elektriska impulser, ett fler-', 'tal ljusledare (6,7,8) med intagsändar (4,5 och uttagsändar, var och', 'en innefattande ett flertal parallella, optiska fibrer (28), och en sepa-', 'rat omvandlare (9,10,11) frän ljus till elektricitet ; förbunden med', 'uttagsänden fran var och en av ljusledarna (6,7,8) och anordnad att', 'alstra en elektrisk utsignal vid mottagning av ljus fran de tillhörande', 'ledarna, varvid ett flertal Ljusledarspetsar (4,5) äro anbragta i när-', 'heten av motsvarande omvandlare (2,3) fran elektricitet till ljus och', 'var och en av ljusledarspetsarna (4,5) innefattar väsentligen lika manga', 'optiska fibrer (28) fran varje ljusledare (6,7,8).', '2. Signalöverföringssystem enligt patentkravet 1, k à n n e -', 't', 'e e K n a t av att ett utrymme (15) finnes, i vilket de optiska', 'fibrerna (28) vid intagsänden av varje ljusledare (6,7,8) äro âtskilda', 'och kombinerade pa nytt till bildande av ljusledarspetsarna (4,5), vilket', 'utrymme (15) innehäller en anordning för att hâlla de optiska fibrerna pa', 'plats.', '3. Signalöverföringssystem enligt patentkravet 2, K à n n e-', 't', 'e', 'c K n a t av att de optiska fibrernas platshillande anordning inne-', 'fattar transparent kapslingsmaterial med lägre brytningsindex än de', 'optiska fibremas för att fungera sãsom ersättning för eventuellt skadad', 'kapsling pa de optiska fibrerna.', '4. Signalöverföringssystem enligt nágot av patentkraven 1-3,', 'k ä n n e t e e k n a t av en ljusövervakningsanordning (16,17,18) för', 'varje omvandlare (2,3) frän elektricitet till ljus, vilken innefattar', 'ett Ljusavkänningsdon (16), som är anordnat att aktiveras av ljus,', 'vilket utsändes frân omvandlaren, en förstärkare (17) för att förstärka', 'en signal frän jusavkänningsdonet, och en indikator (18) i förbindelse', 'med varje förstärkare.', '5. Signalöverföringssystem enligt nãgot av patentkraven 1-3,', 'K', 'à n n e t e c k n a t av att en Ljusövervakningsanordning finnes för', 'varje omvandlare frân elektricitet till ljus, innefattande atminstone en', 'ytterligare optisk fiber (19a,19b), som är avsedd att leda ljus frân om-', 'vandlaren till ett pa avstand placerat övervakande avkänningsorgan.']"
10,"['363012', '6. Signalöverföringssystem enligt nãgot av föregaende patentkrav', 'K', 'ä', 'n n e t e c k n a t av att det av varje ljusledare (6,7,8) över-', 'förda ljuset är riktat pa en omvandlare fran ljus till elektricitet av', 'en anslutningspropp (24), vilken är fäst vid ljusledarens (6,7,8) ena', 'ände och omgiver spetsen (4,5) av nämnda ände, och attirent sammangassande', 'hylsac(25) för anslutningsproppen är anordnad, varvid omvandlaren (26)', 'fran ljus till elektricitet är monterad i hylsan (25) sã att, när', 'proppen och hylsan äro förbundna, omvandlaren frân ljus till elektrici-', 'tet är i ett förutbestämt förhällande med avseende pa ljusledarens spets.', '7. Signalöverföringssytem enligt patentkravet 6, k ä n n e-', 't e c K n a t av att ljusledaren innefattar ett flertal optiska fibrer /', '(28), vilka äro inneslutna i en isolerande mantel (27), som är avlägs-', 'nad fran fibrerna vid ljusledarens (6,7,8) ena ände, varjämte elektriskt', 'ledande cement är anbragt mellan de optiska fibrerna (28) och anslut-', 'ningsproppen (24), sã att den totala elektriska potentialskillnaden', 'mellan proppen och ljusledarens motställda ände icke är koncentrerad', 'vid nämnda ena ände.', '8. Signaläverföringssystem enligt patentkravet 6, K à n n e-', 't e c Ik n a t av att ljusledaren (6,7,8) innefattar ett flertal', 'optiska fibrer (28), inneslutna i en isolerande mantel (27), vilken', 'atminstone vid nämnda ena ände av ledaren innefattar ett material med', 'en elektrisk resistivitet, som är lika med eller lägre än ytresistivi-', 'teten hos de optiska fibrerna (28) i ändamäl att säkerställa en väsent-', 'ligen likformig elektrisk spänningsgradient mellan proppen och ljusleda-', 'rens motställda ände.', '9. Signalöverföringssystem enligt nágot av föregãende patentkrav,', 'K ä n n e t e c k n a t av förspänningsanordningar (33) i förbindelse', 'med omvandlarna (2,3; 31,32) fran elektricitet till ljus, avsedda att', 'tillföra relativt svag strälningsenergi, medan strälningsenergi med', 'väsentligt större intensitet tillföres vid mottagning av de elektriska', 'impulserna.', 'ANFORDA PUBLIKATIONER:']"
