PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 359 226', 'Int CI', 'A 61 k 7/00', 'P.ans. nr', '9428/69', 'Inkom den', '2 VII 1969', 'Giltighetsdag den', '2 VII 1969', 'PATENT- OCH', 'Ans. allmänt tillgänglig den', '11 I 1970', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '27 VIII 1973', 'Prioritet', 'begärd frân den 10 VII 1968', '(USA, 743 626)', 'NATIONAL PATENT DEVELOPMENT CORPORATION, NEW YORK, N.Y. USA', 'Uppfinnare: T H Shepherd, Hopewell och F E Gould, Princeton, N.J.', 'Ombud: P-U Hjärne', 'Kosmetiskt preparat innehillande tillsats av hydrofil polymer', 'Föreliggande ansökan avser nya kosmetiska preparat.', 'Ko smetiktillverkarna har redan tidigare sökt âstadkomma', 'produkter för användning pa hâr och hud, som är lätta att applicera,', 'icke medföra nagra skadliga verkningar pa huden och som bibehäller', 'sin stabilitet under lâng tid. En del framsteg har gjorts rörande', 'produkter av detta slag. Det kvarstär emellertid inneboende defekter', 'hos äldre preparat sãsom krämer, lotioner, schamponeringsmedel,', 'läppstift och liknande som pâverkar deras kosmetiska effektivitet', 'pa ett ogynnsamt sätt. Ett exempel härpa är den välkända tendensen', 'hos konventionell mascara att rinna om den utsättes för târar eller', 'vatten.', 'Som bekant har de olika krämerna pã kroppen en tendens att', 'smutsa ner kläder, lakan och liknande. Läppstift och solkrämer har', 'tendens att bli oljiga, och essenser, (t.ex. parfym) och andra flyk-', 'tiga komponenter i läppstift, krämer och lotioner ha benägenhet att', 'försvinna vid lagring. Det har tidigare föreslagits, att använda', 'lack för en temporär fixering av frisyren. Da lacker emellertid in-', 'nehâlla en vattenolöslig, filmbildande beständsdel, har det varit', 'synnerligen svärt att ta bort dem ur hâret. Vid en önskan att lägga', 'om frisyren, har det ibland varit nödvändigt att använda ett speci-']"
2,"['2', 'ellt lösningsmedel eller en stark vättmedelskomposition, av vilka', 'ingendera brukar förekomma i hushällen. Lacker har i allmänhet an-', 'setta olämpliga för applicering i hâret av detta skäl. Ett antal', 'vattenlösliga, filmbildande plastnaterial har ocksã föreslagits', 'för härfixering. Dylika vattenlösliga material har emellertid icke', 'varit helt tillfredsställande pa grund aV tendensen hos den resul-', 'terande filmen att bli klibbig och för frisyren att komma i oordning', 'vid exponering för hög fuktighet. För närvarande finns det icke', 'heller nagon tillfredsställande metod att reda ut burrigt hâr.', 'Föreliggande uppfinningsyft därför till framställing av', 'nya kosmetiska kompositioner och att underlätta appliceri ngen av', 'dem. Vidare skall tendensen för mascara att rinna under inverkan', 'a.V fuktighet, undanröjas. Ytterligare avser uppfinningen att skydda', 'kroppen mot den torkande inverkan frän kosmetika innehällande alko-', 'holiska lösningar, att fà bort oljigheten 1 olika kosmetiska krämer,', 'läppstift och lotioner, att minska benägenheten hos kosmetiska krämer', 'och lotioner att smutsa ned eller kvarlämna fläckar, att minska av-', 'dunstningen av aromatiska ämnen eller essenser frân kosmetiska kom-', 'positioner och att ästadkomma ko smetika som avger ett aromämne eller', 'essens när de blir vâta.', 'Ett viktigt ändamäl med uppfinningen är att göra det möjligt', 'att reda ut burrigt eller lockigt hâr, sã att det kan läggas enligt', 'önskan, att fixera hâr aV alla typer, att âstadkomma ett härfixe-', 'ringsmedel och en metod som ger en permanent fixering även under', 'förhällanden med hög fuktighet, och att ge hâret en permanentning,', 'som icke bidrager till att framkalla statisk elektricitet vid lâg', 'relativ fuktighet. Ett annat syfte är att palägga en film med en', 'eller flera av ovanstaede kännetecken pa hâret, som lätt kan av-', 'lägsnas. Ytterligare avses att âstadkomma nya aerosolkompositioner', 'användbara för kosmetiska ändamäl.', 'Ytterligare ändamäl och den fulla omfattningen av användbar-', 'heten av föreliggande uppfinning kommer att framga klart av nedan-', 'sta ende detaljerade beskrivning, vilken dock endast avser att angiva', 'föredragna utföring sformer enligt uppfinningen i illustrerande syfte,', 'medan olika ändringar och modifikationer inom uppfinningens ram', 'lätt kan âstadkommas av fackmannen inom omrãdet.', 'Det har nu visat sig, att dessa syften kan uppfyllas genom', 'användhing av vissa hydrofila akrylat- och metakrylatpolymerer 1', 'kosmetiska kompositioner. För flytande kosmetika bör icke den hydro-']"
3,"['3', 'fila polymeren ha nágon väsentlig tvärbinding (dvs. tvärbindningen', 'far icke vara sã stor att polymeren blir olöslig 1 lösningsmedlet)', 'medan för puder eller krämer kan användas tvärbundna sampolymerer.', 'Termen tosmetika an vändes för att omfatta alla slag a.v pro-', 'dukter, som pa nágot sätt skall anbringas direkt pa en person för', 'rengöring eller försköning, detta även innefattande förändringar aV', 'utseendet. Toalettvâlar, raktvalar och krämer innefattas i denna', 'definition, liksom deodoranter, harborttagningsmedel, sololjor och', 'solskyddsmedel.', 'Den hydrofila monomer som användes för franställning av den', 'hydrofila polymeren är företrädesvis ett hydroxialkyl-monoakrylat', 'eller -metakrylat, sãsom 2-hydroxietylakrylat, 2-hydroxietylmetakrylat,', 'dietylenglykolmonoakrylat, lietylenglykolmonometakrylat, hydroxi- -', 'propylakrylater och metakrylater, t.ex. 2-hydroxipropylakrylat, 2-', 'hydroxipropylmetakrylat, 3-hydroxipropylakrylat, 3-hydroxipropy1-', 'metakrylat, tetraetylenglykolmonometakrylat, pentaetylenglykolmono-', 'metakrylat, dipropylenglykolmonometakrylat, dipropylenglykolmono-', 'akrylat. Akrylamid, metakrylamid, diacetonakrylamid, metylolakryl-', 'amid och metylolmetakrylamid är ocksã användbara hydrofila mono-', 'merer. Den mest föredragna monomeren är 2-hydroxietyl-metakrylat', 'och därnäst 2-hydroxietyl-akrylat.', 'Vid framställning av hydroxialkylakrylater och -metakrylater,', 'bildas ocksã en liten mängd av diakrylatet eller dimetakrylatet.', 'Denna behöver icke avlägsnas, da den icke orsakar nágon nämnvärd', 'tvärbindning.', 'Om man önskar tvätta bort den hydrofila polymeren, är det', 'lämpligt att tillsätta 0,1-15% av nágon etenomättad syra för att', 'âstadkomma fria syTagrupper. Typiska exempel pã dylika syror är', 'akrylsyra, metakrylayra, itakonsyra, akonitinsyra, kanelsyra,', 'krotonsyra, citrakonsyra, mesakonsyra, maleinsyra och fumarsyra.', 'Icke fullt lika bra kan även användas partiella estrar av polybasiska', 'syror, sãsom mono-2-hydroxipopylitakonat, mono-2-hydroxietylitakonat,', 'ono-2-hydroxietylcitrakonat, mono-2-hydroxipropylaconitrat, mono-', '2-hydroxietylmaleat, mono-2-hydroxipropylfumarat monometylitakonat,', 'monoetylitakonat, monometylcellosolveestern av itakonsyra (metyl-', 'cellosolve är lietylenglykolmonometyleter), monometylcellosolveester', 'aV maleinsyra.', 'Användningen av dylika syrainnehällande grupper orsakar icke', 'nágon överdriven tvärbindning om icke polymeren upphettas under läng']"
4,"['4', 'tid över de normala arbetsbetingelserna vid kosmetika eller poly-', 'merisationstiden förlänges under användning av relativt stora mäng-', 'der katalysator.', 'När tvärbundna eller tvärbindningsbara hydrofila polymerer', 'normalt franställes, är tvärbindningsmedlet företrädesvis närvarande', 'i en mängd av 0, till 2,5%, och lämpligast 0,1 till 1,0% räknat pa', 'de totala monomererna, även om upp till 15% tvärbindning smedel kan', 'användas. Typiska exempel pa tvärbindningsmedel innefatta etylen-', 'glykoldiakrylat, etylenglykoldimetakrylat, 2-butylendimetakrylat,', '1,3-butylendimetakrylat, 1,4-butylendimetakrylat, propylenglykoldi-', 'akrylat, propylenglykoldimetakrylat, dietylenglykoldimetakrylat,', 'dipropylenglykoldiakrylat divinylbensen, divinyltoluen, diallyl-', 'tartrat, allylpyruvat, allylmaleat, divinyltartrat, triallylmelamin,', 'N,N°-metylen-bis-akrylamid, glyceroltrimetakrylat, diallylmaleat, di-', 'vinyleter, diallylmonoetylen, glykolcitrat, etylenglykolvinylallyl-', 'citrat, allylvinylmaleat, diallylitakonat, etylenglykoldiester av', 'itakonsyra, divinylsulfon, hexahydro-1,3 5-triakryltriazin, tri-', 'allylfosfitdiallylester av bensen-fosfonsyra, polyester av maleinsyre-', 'anhydrid med trietylenglykol, polyal lylsackaros, polyallylglykos,', 't. ex. diallylsackaros och triallylglykos, sackarosdiakrylat, glykos-', 'dimetakrylat, entaerytritoldiakrylat, sorbitoldimetakrylat.', 'De tvärbundna polymererna kännetecknas av, att de är olös-', 'liga i lösningsmedlen. Typiska exempel pa lämpliga tvärbundna hydro-', 'fila polymerer beskrives i de amerikanska patentskrifterna 2 976 576,', 'samt', '3 220 960, t.ex. exemplen III, V, VI, VII och IX,73 361 858, exemp-', 'len 1, 2, 3, 6, 8, 9, 10 och 11, liksom sampolymerer av 30 delar', 'etylenglykol med o, del etylenglykol-bis-metakrylat; 54,7 delar', 'etylenglykol monometakrylat, 17,2 delar dietylenglykol-monometakryla', 'och 0,6 delar dietylenglykol-dimetakrylat; 80 delar etylenglykol-', 'monometakrylat, 15 delar metakrylamid och 0,4 delar etylenglykol-', 'bis-metakrylat; 97 delar etylenglykol-monometakrylat, 0,25 delar', 'lietylenglykol-dimetakrylat och 0,25 delar etylenglykol-bis-met-', 'akrylat; 60 delar etylenglykolmonometakrylat, 19,7 delar dietylen-', 'glykol-monometakrylat, 0,3 delar etylenglykol-bis-metakrylat; 99,6', 'delar tylenglykol-monometakrylat och 0,4 delar etylenglykol-bis-', 'metakrylat; 99,5 delar etylenglykol-monometakrylat och 0,4 delar', 'etylenglykol-bis-metakrylat; 99,7 delar etylenglykol-monometakrylat', 'och etylenglykol-bis-metakrylat; 98,7 delar etylenglykolmonometakrylat', 'och 0,3 delar dietylenglykol-dimetakrylat.', 'L']"
5,"['5', 'Om icke annat angives, avser alla delar och procentsatser', 'vikt.', 'De hydrofila polymererna enligt uppfinningen har enastã-', 'ende egenskaper som kan förbättra kosmetiska produkter inom ett', 'stort antal omräden. Speciellt medför de pa dylika produkter en', 'stor mängd ovanliga och önskvärda egenskaper och effekter pã hud', 'och hâr, sãsom halhet, mjukhet, uppmjukning, beständighet och skydd', 'mot uttorkningseffekterna hos alkohollösningar, beständighet mot', 'vatten och/eller tval och tvättmedel och vatten, frihet frân märk-', 'bar oljighet eller fettkänsla pa grund av mineral- och/eller vege-', 'tabiliska oljor, god löslighet och blandbarhet med lanolin, och', 'lanolinderivat, antingen för sig eller 1 blandning med mineral- och', 'vegetabiliska oljor, och frihet frän klibbighet och oljighet i pre-', 'parationer innehällande nágot av ovannämnda material.', 'Med avseende pa specifika användningar av de hydrofila poly-', 'mererna, kan de användas i krämer, som huvudsakligen är oljebaserade,', 'antingen som tillsatser eller som âtminstone delvis ersättning av', 'olje-, fett- och/eller vaxbestandsdelar i krämerna. Polymererna kan', 'delvis ersätta mandelolja, mineralolja, lanolin, bivax, paraffin,', 'oleinsyra eller valrav och liknande, som traditionellt användes i', 'krämer, sãväl för rengöring, mjukgöring eller sminkning, och inne-', 'fattande cold cream, flytande rengöringskräm, nattkräm, massage-', 'kräm, osynlig kräm, grundkräm och olika specialkrämer. En fördel', 'med att ersätta âtminstone en del av dessa ämnen, är att krämens', 'benägenhet att smutsa ned minskas, dvs. att sedan krämen anbringats', 'pa huden har den mindre benägenhet att samla eller attrahera smuts', 'eller främmande partiklar, och pa liknande har den palagda krämen', 'mindre benägenhet att gnidas av frän huden vid beröring med kläder,', 'lakan och liknande. Denna sistnämnda fördel har speciell betydelse', 'för andra krämer, sãsom deodoranter, innefattande antitranspirations-', 'krämer som användes i armhâlorna, pa handflatorna och pa fotsulorna', 'och som kommer i beröring med klädesplagg och smutsa ner dem 1 sãdan', 'omfattning, att de ofta förstöres. Lanolin, vaselin, ceresin, bivax,', 'kakaosmör och/eller stearinsyra i uppmjukande och osynliga krämer', 'och även i rouge, kan delvis ersättas sã att nedsmutsningstendenser', 'minskas, och mera speciellt deras oljiga eller feta känsla minskas,', 'medan de ändã bibehâlla sin förmãga att fritt fördelas över huden.', 'Just medan de tvärbundna polymererna är smörjande i en krämkomposi-', 'tion utan att öka dess feta karaktär, är de lämpliga för tillsatser']"
6,"['6', 'till krämer som skall användas pa fet hud.', 'Specialkrämer sãsom skyddskrämer kan med fördel innehâlla', 'polymerer enligt uppfinningen. Krämerna kan vara av olika slag,', 'sãsom en blandning av fett och oljor, en vaselin med ett fysikaliskt', 'spärrskikt, en emulsion eller en tvâlbas. Dessa krämer är särskilt', 'värdefulla för att skydda händerna mot skador eller nedsmutsning', 'vid mânga processer i olika industrier. Dessa krämer med fysikaliska', 'spärrskikt är särskilt lämpliga för tillsatser av de hydrofila poly-', 'mererna som genom att finnas vid olika partikelstorlekar, kan bilda', 'skyddsbarriärer pa huden med olika grader av finhet och mjukhet.', 'Make-uppuder för ansiktet kan förbättras med polymererna,', 'Dessa puder besta vanligen av nágot opakt material (kaolin, titan-', 'oxid, magnesia, zinkoxid etc.), ett smörjande material (talk,', 'metallstearat etc.), ett vidhäftande material (stearat, kaolin etc)', 'och ett absorberande ämne (krita, kalciunkarbonat, kaolin etc.)', 'De', 'hydrofila polymererna kan helt eller delvis ersätta metallsalter', 'och oxider sãsom krita, kaolin, magnesiumkarbonat, talk, titanoxid,', 'magnesiumstearat, zinkoxid, zinkstearat och liknande. En fördel', 'med', 'ett dylikt utbyte är den minskade risken för icke önskvärda hudreak-', 'tioner. Det är exemplevis känt vid magnesiunkarbonat, en allmänt an-', 'vänd beständsdel, att vissa personer är känsliga för närvaron av', 'spärmängder av element sãsom selen, arsenik eller kvicksilver, vilka', 'är mycket svâra att helt avlägsna ur magnesiumkarbonatet. Det all-', 'varliga 1 problemet understrykes av, att sã smã mängder selen som', 'en ppm kan vara skadlig. Andra konventionella beständsdelar kan', 'orsaka mekanisk irritation, om de icke är tillräckligt firfördelade.', 'För beständsdelar som talk, medför ett borttagande att dess karak-', 'teristika jordlukt försvinner, i stället förlatt den annars maste', 'maskeras. Ytterligare intresse har ocksà polymerernas effektivitet', 'att absorbera dja, vilket användes för puder mot fet hud, särskilt', 'pa näsan. Med absorption avses polymerpulvrets förmäga att ta upp', 'oljiga, feta, vaxiga och vâta ämnen.', 'Förutom ovanstäende fordelar, är polymererna även värdefulla', 'för att luckra upp ansiktspudersammansättningar : genom sin utmärkta', 'vidhäftning mot olika ytor, därvid även mot huden, genom den stora', 'utsträckning i vilken partikelstorleken kan varieras och kompakt-', 'hetten eller bulktätheten kan varieras. De är därför värdefulla i', 'stället för de vanliga vidhäftningsmedlen. Genom införlivande av', 'vanliga mängder önskad färg och önskad parfym, kan ett fullständigt,']"
7,"['7', 'estetiskt tilltalande ansiktspuder tillverkas, som har en inneboende', 'matt effekt, och som kan användas enbart eller tjänstgöra som bas,', 'med eller utan färg och- parfym, till vilken endast mindre tillsätt-', 'ningar behöver göras för att fa de önskade färdiga pudersorterna', 'för olika hudtyper.', 'Vid fast puder, innefattande ansiktspuder och rouge, som', 'pressas efter tillsats av ett bindemedel sãsom gummi arabicum, dra-', 'gant, gycerin, sorbitol etc., kan användningen av de hydrofila', 'polymererna onödiggöra användning av nágot bindemedel, da de i sig', 'själv är kompressibla i önskad grad i bâde torrt och vâtt tillständ.', 'Polymererna är äten användbara för läppstift, och kan helt', 'eller delvis ersätta en eller flera oljehaltiga beständsdelar, sã-', 'som fett och vaxer, med den fördelen att flottigheten m i nskar utan', 'minskning av smörjigheten, och konistensen bibehälles bättre. De', 'fetter och vaxer som vanligen användes till läppstift är bivax,', 'carnaubavax, ceresin, lanolin, svinister, mineralolja, vaselin etc.', 'Konventionellt använda läppstiftsessenser bestâr vanligen aV en', 'flyktig, med vatten oblandbar, organisk ester, och kvarhälles bättre', 'i läppstiftet pa grund av polymerernas goda sorptionskapacitet för', 'sãdana föreningar. Polymererna bildar fririnnande, torra blandningar', 'med essenser, och kan sãlunda underlätta läppstiftstillverkning', 'genom att tjänstgöra som en bärare vid införandet av dessa flyktiga', 'komponenter i produktionssatsen, och förlusten av essens kan minskas.', 'Vid tillverkning av mascarapreparat, kan polymererna undan-', 'tränga konventionella tvâlar sãsom trietanolaminstearat, trietanol-', 'aminoleat, etc., och därvid göra preparaten mindre irriterande för', 'ögonen. De vaxer som vanligen användes för dylika preparat, utom i', 'kakformig mascara, även i roll-on-mascara och mascarakräm, kan ât-', 'minstone delvis ersättas med samma fördelar som beskrevs för vax-', 'substitutionerna. De hydrofila polymererna enligt uppfinningen har', 'ocksà förmãga att ge en renare effekt till ögonfransarna, utan det', 'täta, degiga eller smuliga utseende som nágra av de konventionlla', 'preparaten ger, eller det pafallande utseende, som fas av nágra', 'emaljliknande preparat. Användningen aV polymererna ger en bredare', 'möjlighet att välja färger, och därvid kan undvikas den konventionel-', 'la men nágot farliga användningen av silvernitrat med natriumtio-', 'sulfat. Lämpliga färger innefatta naturliga pigment, t.ex. kimrök,', 'ockra, sienna, umbra, ultramarin etc. Pã liknande sätt är polymerer-', 'na värdefulla i andra kosmetika för användning runt ögonen, sãsom']"
8,"['8', 'för ögonskugga, eye liner och ögonbrynspenna.', 'De hydrofila polymererna enligt uppfinningen kan förbättra', 'rakkräm, tválar och dylikt av det löddrande slaget, genom att för-', 'stärka och stabilisera löddret.', 'Vid solskyddsprodukter. inbegripet solskyddsmedel och ben-', 'färger, ger de hydrofila polymererna smörjighet utan flottighet,', 'och dessutom förbättras produktens vidhäftning mot huden, och den', 'blir lättare att ta bort med vatten. Da dessa preparat vanligen är', 'i dispersionsform, ligger en ytterligare fördel i den stabilitet,', 'som närvaron av polymererna ger ât dispersionerna. Intressanta i', 'detta samband är enkla 2-, 3-, eller 4-komponents-solskyddsmede]', 'gjorda genom blandning av en bas sãsom vaselin eller zinkoxid eller', 'lanolin med den hydrofila polymeren och vatten. Ett skydd mot sol-', 'bränna kan tillsättas för att bättre stänga ut den skadliga sträl-', 'ningen, innefattande sãdana medel som acetanilid, kolesterol, p-', 'aminobensoe- och salicylsyresalter, kininsalter och liknande. Dessa', 'komponenter bildar lämpliga blandingar. Solbränne-make-up, antingen', '1 puderform för ansiktet och andra kroppsdelar, eller i kakform,', 'kan göras pa samma sätt som beskrivits för nake-up-puder.', 'För manikyr kan nagellacker borttvättbara med vatten, till-', 'verkas helt enkelt av en hydrofil polymer enligt uppfinningen, ett', 'färgämne och lo Polymeren ger den önskade vidhäftningen', 'mot naglarna. Dylika kompositioner är värdefulla för ett enstaka', 'tillfälle med kort varaktighet, varefter lacken tages bort genom', 'vanlig tvättning a.V händerna i vatten.', 'Polymererna enligt uppfinningen är ocksã lämpliga för har-', 'preparat, och gör det nöjligt att undvika nackdelarna hos tidigare', 'hârpreparat. Fastän de hydrofila polymererna enligt uppfinningen är', 'olösliga i vatten, kan de lätt tvättas bort, .ex. med konventio-', 'nellt schamponeringsmedel.', 'Harsprayer enligt uppfinningen bestâr av en löslig hydrofil', 'polymer enligt ovan, och ett ogiftigt, organiskt lösningsmedel. Om', 'en aerosol skall tillverkas användes även drivmedel. Som organiskt', 'lösningsmedel kan användas alkoholer, särskilt lägre alifatiska,', 'mättade alkoholer, t. ex. etylalkohol, isopropylalkohol, propylalko-', 'hol, glykoler, . ex. etylenglykol, dietylenglykol, propylenglykol', 'och dipropylenglyko 1, glycerol, etylenglykolmetyleter, etylenglykol-', 'etyleter, n-propylenglykolmonometyleter, n-propylenglykolmonoetyl-', 'eter, isopropylenglykolmonometyleter, isopropylenglykolmonoetyleter,']"
9,"['359226', 'etylacetat. Blandningar av dessa lösningsmedel med mindre mängder', 'vatten, t.ex. upp till 30% vatten, kan även användas. Glykoler och', 'glycerol och liknande polyalkoholer verkar som plasticeringsmedel', 'för den hydrofila polymeren.', 'Vanligen är mängden hydrofil polymer omkring 0,! 5 till 10%,', 'företrädesvis 0,75 till 5 viktprocent av den totala harspraykompo-', 'sittonen.', 'Harfixering och härläggningskompositioner tillverkas även', 'enligt uppfinningen med 0,5 till 10% av den hydrofila polymer en i', 'lösningsmedlet.', 'Dylika kompositioner ger icke endast de önskade, temporära', 'fixerande egenskaperna och häller kvar hâret i den önskade frisyren', 'till de avlägsnas, utan verkar även pã samma sätt om hâret utsättes', 'för hög fuktighet utan att detta synes nämnvärt. Dessutom är sã', 'behandlat har, trots sin beständighet mot fukt, anmärkningsvärt', 'fritt frän statisk elektricitet vid kamning och borstning under', 'torra förhällanden. Vidare kan det behandlade hâret läggas om en-', 'dast med hjälp av en fuktig kam. Slutligen kan filmen pa hâret lätt', 'avlägsnas aV ett milt schamponeringsmedel trots sin beständighet', 'mot fukt.', 'De hydrofila polymererna kan icke endast användas i lös-', 'ningar, utan även i kompositioner i form av stabila geler, krämer', 'och liknande utan att nágot emulgeringsmedel erfordras. De kan vara', 'i form av en salva, pasta, plastisk massa eller liknande och i all-', 'mänhet ingär den hydrofila polymer en i en mängd aV 2 till 15 vikt-', 'procent av den totala kompositionen. lämpligen kan inblandas 7 till', '20% av nágot tixotropt medel sãsom Carbopol 961 (sackarosakrylat med', 'fria syragrupper).', 'Mängden lösningsmedel är vanligen 10% eller mera av det', 'totala hârpreparatet. Om ett drivmedel användes, är lösningsmedlet', 'normalt icke mer än 60% och företrädesvis 25 till 40 viktprocent a.V', 'det totala hârpreparatet.', 'När den hydrofila polymeren förpackas i en aerosolbehällare,', 'skall drivmedlet vara tillräckligt för att pressa ut kompositionen', 'frän behâllaren som en spray. Drivmedlet kan variera avsevärt, men', 'utgör vanligen omkring 25 till 85%, företrädesvis 50 till 75% av', 'den totala harspraykompositionen. Som aerosoldrivmedel kan användas', 'komprimerade gaser sãsom koldioxid, kväveoxid och kväve, kondenserade', 'flyktiga kolväten sãsom propan, n-butan, isobutan, 2-metylbutan och']"
10,"['10', 'fluorerade föreningar inbegripet perhalogenerade föreningar och', 'fluorerade kolväten sãsom diklordifluormetan, triklorfluormetan,', '1,2-diklortetrafluoretan, oktofluorcyklobutan, klordifluormetan,', '1, 1-difluoretan, -klor-1,1-difluoretan. Dessa fluorerade föreningar', 'saluföres under namnen Freon och Genetron. Drivmedlet skall inne-', 'hâlla en väsentlig mängd flyktigt material med en kokpunkt under', '20°C, men även kan inga en betydande mängd aV mindre flyktiga', 'material med en kokpunkt av upp till 50°C, t.ex. metylenklorid, som', 'kan ingã som en betydande del av lösningsmedlet. Givetvis kan par-', 'fymer eller andra essenser inga i receptet.', 'Som katalysatorer för polymerisation användes katalysatorer', 'med fria radikaler i en mängd av 0,05 till 1% av den polymeriserbara', 'den', 'hydroxalkylestern, exempelvis, och/där föredragna katalysatormängden', 'är o, till 0,2% av monomeren. Typiska katalysatorer är t-butylper-', 'oktoat, bensoylperoxid, isopropylperkarbonat, metyletylketonperoxid,', 'kumenhydroperoxid och dikumylperoxid. Bestralning, t.ex. med ultra-', 'violett ljus eller gammastralar kan även användas för att katalysera', 'polymerisationen. Denna kan göras vid 20 till 150°C, vanligen mellan', '40 och 90°c.', 'Om tvärbundna polymerer tillverkas, är polymerisationsmetoden', 'icke kritisk, och monomererna kan polymeriseras i vatten genom sus-', 'pensionspolymerisation, i organiskt lösningsmedel eller utan nágot', 'lösningsmedel. När hydrofila, lösliga, termoplastiska polymerer', 'önskas, framställas de emellertid företrädesvis genom suspensions-', 'polymerisation av de hydrofila monomererna i ett opolärt medium sã-', 'som silikonolja, mineralolja, xylen, toluen, bensen eller liknande.', 'Alternativt kan de polymeriseras i lösning i etylalkohol, metyl-', 'alkohol, propylalkohol, isopropylalkohol, formamid, dimetylsulfoxid', 'eller andra lämpliga sningsmedel.', 'Vid suspensionspolymerisation dispergeras monomeren med', 'katalystorn i det opolära mediet i form av smã droppar, som poly-', 'meriseras till finfördelade pärlor eller korn. Pärlorna löses i de', 'polära organiska lösningsmedlen, t.ex. etylalkohol, isopropylalko-', 'hol, etylalkohol-vatter (t.ex. 95:5 eller 70:30), glykoler och', 'glykoletrar för användning sãsom sprayer etc. eller blandas med', 'andra beständsdelar till krämer, puder eller liknande.', 'Suspensionspolymerisationen sker vanligen vid 50-105°C', 'tills pärlbildningen är komplett. Förhällandet mellan suspensions-', 'olja och monomer kan varieras avsevärt, men är företrädesvis frän']"
