PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 361 334', 'Int CI', 'F 01 k 27/00', 'P.ans. nr', '1642/72', 'Inkom den', '11 11 1972', 'Giltighetsdag den', '11 II 1972', 'PATENT- OCH', 'Ans. allmänt tillgänglig den', '13 VIII 1972', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '29 X 1973', 'Prioritet', 'styrkt frän den 12 11 1971', '(USA, 115 017)', 'GULF OIL CORPORATION, PITTSBURGH, PENN. USA', 'Uppfinnare: S L Koutz, San Diego, Cal.', 'Ombud: N Larfeldt', 'Förfarande för användning av komprimerad luft för lagring och utnyttj ande', 'av energi och anordning för utõvande av förfarandet', 'Föreliggande uppfinning avser system för lagring och användning', 'av energi och närmare bestämt ett förfarande och en anordning för', 'att använda tryckluft för lagring och utnyttining av energi.', 'Eftersom behovet av elektrisk energi kan variera avsevärt frän', '5', 'tid till tid, har manga företag sökt medel för att lagra stora energi-', 'mängder. Da man gör sã, kan överskottsenergi, som är tillgänglig under', 'perioder med lâgt behov, alstras och lagras, tills denna energi kräves', 'under perioder med högt behov. Pa detta sätt kan huvudkraftanlägg-', 'ningar konstrueras för att alstra elektrisk energi pa relativt kon-', '10', 'stant basis, vilket reducerar komplicerad uppbyggnad och kostnaderna', 'för desamma.', 'Ett medel för att &stadkomma energilagringen i stor skala är att', 'använda elektrisk överskottsenergi under icke-topperioder för att pumpa', 'vatten till en högre niva, där detta magasineras i en lämplig behâlla-', '15', 're. Den lagrade potentiella energin i vattnet användes därefter för', 'att driva hydroelektriska anläggningar. under toppeffektbehovsperio-', 'der, sã att tillsatsgeneratorer kan inkopplas pã linjen. Sádana an-', 'läggningar har den olägenheten att de kräver lämpliga geografiska', 'förhällanden, en avsevärd yta och är svãra och dyrbara att bygga.', '20', 'Ett alternativt sätt för energilagring, som erbjuder avsevärda']"
2,"['2', 'fördelar relativt den hydroelektriskt pumpade lagringen, som ovan', 'diskuterats, är användningen av tryckluft för energilagring. I typ-', 'fallet inbegriper ett sãdant system lagring av tryckluft i en utgrävd', 'eller naturlig hälighet, vilken hydrostatiskt tryckpâverkas frân', 'en', '5', 'lämplig vattenbehallare eller tryckpäverkas pã annat sätt. Elektrisk', 'överskottsenergi användes för att driva kompressorer, vilka kompri-', 'merar luften för lagring under perioder med lâgt elektriskt behov.', 'Den lagrade tryckluften avlägsnas sedan under perioder med högt behov', 'för att driva turbiner i och för pâverkan av elektriska tillsats-', '10', 'kraft-alstringsutrustningar under dessa perioder med högt behov.', 'Sâdana system har beskrivits i artiklar i Business Week, 1 augusti', '7', '1970, sid 74, och Mechanical Engineering, november 1970, sid 20.', 'Kända tryckluftlagringsanläggningar kräver, fastän de ger be-', 'tydande fördelar för det avsedda ändamälet, i typfallet att väsent-', '15', 'ligen all kompressionsvärme avgives till luft eller kylvatten för att', 'öka den mängd luft, som lagras i en given halighetsvolym. Da luften', 'användes för kraftproduktion, maste den âtervärmas genom tillsats av', 'energi, ..ex. genom förbränning av fossilt bränsle. Den sãlunda erford-', 'rade värmen innebär tillsatsenergitillföring, vilket kan reducera den', '20', 'totala verkningsgraden och ekonomin hos kraftanläggningen.', 'Ett ändamäl med föreliggande uppfinning är följaktligen att', 'âstadkomma ett förbättrat förfarande och en förbättrad anordning', 'för', 'utnyttjande av tryckluft för lagring och utnyttjande av energi.', 'Ett annat ändamal med uppfinningen är att âstadkomma ett förfa-', '25', 'rande och en anordning för att använda tryckluft för lagring och ut-', 'nyttjning a.v energi, där verkningsgraden väsentligt förbättras.', 'Ett annat ändamäl med uppfinningen är att astadkomma ett förfa-', 'rande och en anordning för att utnyttja tryckluft för att lagra och', 'utnyttja energi, varvid mängden bränsle, som maste förbrännas, väsent-', '30', 'ligt reduceras eller elimineras.', 'Andra ändamal med uppfinningen framgar av den efterföljande be-', 'skrivningen i samband med bifogade ritning.', 'Fig. 1 pã ritningen visar schematiskt en anläggning konstruerad', 'enligt uppfinningen för att utnyttja förfarandet enligt uppfinningen', '35', 'och fig. 2 är ett delvis partiellt schematiskt diagram, som visar en', 'modifikation av anläggningen i fig. 1.', 'Helt generellt inbegriper förfarandet och anordningen enligt upp-', 'finningen kompression av en luftmängd och lagring av densamma i en', 'lämplig behâllare. En väsentlig kompressionsvärmemängd hos luften av-', '40', 'lägsnas före luftens lagring och den sãlunda avlägsnade värmen lagras']"
3,"['361334', 'ävenledes. Vid behov avgives âtminstone en del av den lagrade tryck-', 'luften och en väsentlig mängd av den lagrade kompressionsvärmer. âter-', 'föres för att uppvärma den avlägsnade tryckluften. Arbete alstras', 'därefter fran den uppvärmda tryckluften genom att densamma far expan-', '5', 'dera.', 'Förfarandet enligt uppfinningen inses lättast med hänvisning till', 'ritningen, där en anläggning konstruerad enligt uppfinningen visas.', 'I fig. 1 visas marknivan vid 11. De under marken befintliga komponen-', 'terna i anläggningen innefattar en lagringskammare eller behâllare 12,', '10.', 'som är delvis fylld med vatten 13 för att bibehâlla ett lämpligt hydro-', 'statiskt tryck genom en vattenledning 14, som kommunicerar med en', 'markbehallare 16.', 'De mekaniska delarna av anläggningen enligt uppfinningen, som är', 'belägna ovanför markytan, innefattar en motorgenerator 17, som är', '15', 'ansluten medelst en koppling 18 till en kompressor 19. Kompressorn 19', 'visas sãsom en enstegskompressor men det inses att kompressorn 19 kan', 'utgöras av en serie kompressorer eller kompressorsteg sãsom är välkänt', 'inom tekniken. Kopplingen 18 kopplar kompressordrivaxeln 21 till', 'motorgeneratordrivaxeln 22.', '20', 'Motorgeneratordrivaxeln är även kopplad genom en koppling 23 till', 'drivaxeln 24 hos en kraftmaskin eller turbin 26. Liksom fallet i sam-', 'band med kompressorn 19 visas turbinen 26 sãsom en enstegsturbin men', 'det inses att turbinen kan utgöras av ett flertal turbiner eller tur-', 'binsteg.', '25', 'Under perioder med lâgt behov användes den elektriska kraften frân', 'huvudanordningen, som icke visas, för att driva motorgeneratorn 17', 'sãsom motor. Under sãdana förhällanden frigöres kopplingen 23 och kopp-', 'lingen 18 ingriper, sã att motorgeneratorn 17 driver kompressorn 19.', 'Luft insuges i kompressorn 19 genom luftintaget 27 och föres genom en', '30', 'rörlig ventil 28, som kopplar utgängsledningen 29 hos kompressorn till', 'en ledning 31. En frigivbar ventil 32 är anordnad i ledningen 31 och', 'tryckluft passerar frän kompressorn 19 genom ventilen 32 till en rege-', 'nerator 33. Regeneratorns funktion och konstruktion skall förklaras mer', 'detaljerat i det följande.', '35', 'Efter att ha gâtt genom regeneratorn 33, gâr den komprimerade', 'luften genom en ledning 34 till magasineringskammaren eller behâllaren', '12. Ett lämpligt hydrostatiskt tryck bibehälles i kammaren 12, vilket', 'är känt inom tekniken, genom användning av vattenbehallaren 16 vid', 'marken i avsikt att &stadkomma ett lämpligt baktryck för den lagrade', '40', 'komprimerade luften.']"
4,"['4', 'Under perioder med högt effektbehov anslutes motorgeneratorn 17', 'till det elektriska utgängssystemet hos den icke visade huvudanläggninger', 'och drives som generator för att astadkomma en hjälpingängseffekt. Under', 'sádana förhällanden är kopplingen 18 frikopplad och kopplingen 23 inkopp.', '5 lad, sã att motorgeneratorn 17 blir kopplad för att drivas av turbinen', '26.', 'För att driva turbinen 26 föres ventilen 28 frän det visade till-', 'stândet till ett tillständ, vari ledningen 31 kommunicerar med turbin-', 'inloppsledningen 36. Ventilen 32 frigöres, sã att den komprimerade', '10. luften, som är lagrad i behâllaren 12, kan passera genom ledningen 34,', 'regeneratorn 33, ventilen 32, ledningen 31, ventilen 28, ledningen 36', 'och till turbinen 26. Den komprimerade luften driver da turbinen 26 när', 'den expanderar till den omgivande atmosfären och avgär genom en utlopps-', 'ledning 37.', '15', 'Sãsom förut nämnts gâr luften pã sin väg för lagring i behällaren', '12 genom regeneratorn 33. Under kompression i kompressorn 19 kommer', 'luftens temperatur att ökas. I manga system minskas det arbete som', 'kompressorn maste genomföra genom att man har mellankylsteg och den', 'volym som kräves för att magasinera luften minskas genom att man har', '20', 'ett efterkylarsteg. Sádana steg kräver separata anordningar för kylning', 'och ökar därmed den energimängd som förbrukas av systemet i sin helhet.', 'I överensstämmelse med uppfinningen komprimeras luften utan nâgon', 'Lefterkylning, sã att den har en hög temperatur pã grund av kompressions- -', 'värmen, da den anländer till regeneratorn 33. Kompressionsvärmen av-', '25', 'lägsnas därvid frän luften och magasineras i regeneratorn. Regeneratorn', 'genomför effektivt funktionen sãsom en efterkylare men utan att värme', 'bortslösas. Liksom fallet är med en efterkylare kan en större luftmängd', 'lagras vid en given behällarstorlek, eftersom kyld luft upptar mindre', 'utrymme. Nödvändigheten att använda effekt för separata kylorgan, sãsom', '30', 'mellankylare och efterkylare, kan även helt undvikas. Da luften ater-', 'föres till systemet för att driva turbinen 26, passerar den genom re-', 'generatorn 33 och kompressionsvärmen äterställes till luften, vilket', 'ökar den för systemet tillgängliga energin.', 'Regeneratorsteget 33 visas sãsom en underjordshalighet fylld med', '35 krossat berg. I typfallet har det krossade berget en tomrumsandel av 10-', '25%. Ungefärliga dimensioner för ett typiskt system för lagring av till-', 'räcklig värmeenergi för att alstra 1 000 000 kilowatt .elektrisk energi', 'under en tio-timmars period kräver en behâllare 12 427 m under be-', 'hâllarens 16 yta. Behällaren 12 skulle dã ha en volym av cirka 76400', '49', 'm3. Ekonomiska beräkningar för sádana system visar att driftskost.-', 'naden kommer att vara mycket mindre än vid ett']"
5,"['361334', 'system konstruerat i överensstämmelse med den tidigare tekniken under', 'användning av mellankylare och en efterkylare i kompressionsstegen och', 'ingen regenerator. Dessutom eliminerar detta system de problem som', 'sammanhänger med transport och magasinering av bränsle och det luft-', '5', 'föroreningsproblem som sammanhänger med rränsleförbränning.', 'Häligheten innefattande regeneratorn skall vara belägen pã ett', 'djup, som kan upprätthälla det väntade inre trycket hos regeneratorn.', 'Trycket är i typfallet cirka 42 kg/cm². Ett sâdant tryck kräver ett', 'minimidjup av cirka 213-305 m. Valet av platsen skall ske under be-', '10', 'aktande av tillgängligheten av lämpligt berg och det kan vara önskvärt', 'att förlägga regeneratorn djupare ned, om berg som bättre lämpar sig', 'för högtemperaturfunktion är tillgängligt pa denna niva.', 'Regeneratorn skall konstrueras genom att âstadkomma häligheten', 'under användning av hardberggruvteknik och genom att sedan fylla hälig-', '15', 'heten med krossat berg eller tillverkat keramiskt material. Alternativt', 'kunde häligheten bildas genom att spränga ur häligheten till cirka 10%', 'av den slutliga önskade regeneratorvolymen och fylla häligheten med', 'sprängämne samt detonera sprängämnet. Detta kommer att alstra en', 'massa av krossat berg, som kan vara lämplig för regeneratorn. Konven-', '20', 'tionella sprängämnen är lämpade i typfallet men det är tänkbart att', 'man för en del urholkningar kan använda kärnsprängämnen.', 'I de flesta fall kommer den naturliga bergformationen, i vilken', 'regeneratorhäligheten bildas, att vara lämplig för tätning av hälig-', 'heten mot tryckförlust. Pão vissa ställen kan det emellertid vara nöd-', '25', 'vändigt att förse hälighetens väggar med puts för att halla läckning', 'vid minimum. I en del fall kan det vara önskvärt att ha värmeisolation', 'omgivande regeneratorhaligheten, t.ex. att utnyttja eldfast tegel eller', 'annan typ av keramisk isolation. Liknande värmeisolation kan vara', 'önskvärd i den ledning som förbinder regeneratorn med markytan.', '30', 'Ehuru en underjordsregenerator visas och beskrives, kan det vara', 'möjligt att konstruera en regenerator belägen ovanför marknivan. I', 'ett sãdant fall skulle regeneratorn kräva ett lämpligt tryckkärl ut-', 'format för att motstà regeneratortrycken, i typfallet cirka 42 kg/cm²,', 'och regeneratortemperaturerna, i typfallet ungefär 650°C. Väggarna', '35', 'hos tryckkärlet kan vara konstruerade för att motsta höga temperaturer', 'eller ocksã kan lämplig värmeisolation anordnas mellan väggkonstruk-', 'tionspartierna och regeneratorns inre. Det sistnämnda är sannolikt en', 'mer ekonomisk lösning. Den erfordrade volymen hos regeneratorn, av', 'storleksordningen 76400 m3, gör storleken av det erfordrade tryckkärlet', '40', 'för att härbärgera regeneratorn avsevärd. Följaktligen är det sannolikt', 'mer ekonomiskt att använda en inderjordshälighet för regeneratorn.']"
6,"['6', 'En del omständigheter kan göra det önskvärt att använda en enda under-', 'jordshälighet för bâde lagringsbehallaren 12 och regeneratorn 33.', 'Om', 'sã är önskvärt, kan en betongvägg konstrueras inom en ensam hälighet', 'för att avskilja de sektioner som användes för lagring frân de sek-', '5', 'tioner som användes för regenerering.', 'För den händelse att toppeffektkraftbehov fortfarande föreligger,', 'sedan lufttillförseln uttömts, kan det vara nödvändigt att driva sys-', 'temet sãsom en konventionell gasturbin, dvs. med turbinen 26 drivande', 'kompressorn 19 och motorgeneratorn 17. I ett sãdant fall har man (icke', '10', 'visade) organ för att tillföra energi i form av värme till luften,', 'som matas till turbinen med hjälp av kompressorn. Ventilen 28 kan', 'modifieras till att förbikoppla magasineringskammaren och regeneratorn.', 'Da man arbetar med en konventionell gasturbin, är motorgeneratorns', 'utgängseffekt skillnaden mellan turbinutgängseffekten och kompressor-', '15', 'effekten För att alstra elektricitet vid detta arbetssätt kräves en', 'del &tgärder för att förhindra att kompressoreffekten överskrider tur-', 'bineffekten. För att genomföra detta har anläggningen enligt uppfin-', 'ningen en kylmedelkälla 41, t.ex. en lämplig källa för tryckvatten,', 'tillsammans med ett inre vatteninsprutningssystem inbyggt i kompressorn', '20', '19. Vatteninsprutningen för kompressorn 19 kan konstruéras i överens-', 'stämmelse med välkänd teknik, som användes vid reaktionsmotorer, och', 'fungerar för att minska kompressionsarbetet pâ ett sätt liknande det', 'som kan uppnãs genom användningen av mellankylare. Genom att anordna', 'vatteninsprutning, företrädesvis pã flera ställen i kompressorn, blir', '25', 'kompressoreffekten mindre än turbineffekten och därför finns det till-', 'räckligt med turbineffekt kvar för alstring av elektricitet. Vid detta', 'arbetssätt skall utgängseffekten sannolikt vara ungefär en tredjedel', 'av den som kan uppnãs, da lagrad luft är tillgänglig. Sasom ett resul-', 'tat har anläggningen enligt uppfinningen tillsatsflexibilitet genom', '30', 'att den kan arbeta sãsom ett gasturbinsystem likaväl som ett magasi-', 'neringsluftsystem.', 'Det kan under vissa omständigheter vara önskvärt att använda', 'antingen en mellankylare, en värmeanordning eller bâdadera utöver en', 'regenerator. Ett sãdant system visas i fig. 2. Delarna i systemet i', '35', 'fig. 2, som svarar mot delar i fig. 1, har identiska hänvisningsbeteck-', 'ningar föregângna av siffran 1. Skillnaderna är att kompressorn 119', 'är i tvã steg 119 och 119a och luften gar genom en mellankylare 141', 'mellan de bâda kompressorstegen. Om mer än t.và kompressorer eller', 'kompressorsteg användes, kan naturligtvis flera mellankylare även vara', '40', 'önskvärda. Dessutom är ett värmeorgan 142 infört i turbininloppsled-', 'ningen 136 - 136a.']"
7,"['7', '361334', 'Värmeorganet eller brännaren 142 kan användas, om tillsatsför-', 'värmning av den komprimerade luften före expansionen i turbinen önskas.', 'I ett sãdant fall kräves pränsleförbrukning men den erfordrade bränsle-', 'förbrukningen för att uppnã en given turbininloppstemperatur är avse-', '5', 'värt mindre än vid ett system, vari en regenerator icke användes.', 'Användningen av ett uppvärmningsorgan tillsammans med regeneratorn', 'kommer att öka utgängseffekter med 20 - 30% jämfört med ett system', 'med en regenerator men ingen uppvärmningsanordning.', 'Användningen av en mellankylare kan även vara of nskvärd under vissa', '10', 'förhällanden. Da mellankylningen ökas, minskas kompressionsarbetet men', 'bränsleförbrukningen som kräves för att uppnão en given turbininlopps-', 'temperatur ökas. För olika kombinationer av energi utanför topparna', 'och bränslekostnad kan den optimala kraftkostnaden inbegripa nagon', 'mellankylning.', '15', 'Det framgar därför att uppfinningen avser ett förbättrat för-', 'farande och en förbättrad anordning för användning av komprimerad luft', 'för lagring och utnyttjning av energi. Förfarandet och anordningen', 'enligt uppfinningen ger ökad verkningsgrad jämfört med tidigare kända', 'förfaranden och anordningar, vilket gör det möjligt att uppnã en högre', '20', 'utgängseffekt för en given bränsle- eller energiförbrukning.', 'Olika modifikationer av uppfinningen utöver de visade och beskriv-', 'na framgär för fackmannen genom den beskrivningen och rit-', 'ningarna. Sádana modifikationer är avsedda att inbegripas inom ramen', 'för patentkraven.', '25']"
8,"['8', 'I', 'Patentkrav', '1. Förfarande för användning av komprimerad luft för lagring', ',', 'och utnyttjning av energi, k ä n n e t e e k n a t av att man kom- -', 'primerar en luftmängd `och lagrar densamma, att man avlägsnar en avse-', 'värd mängd av luftens kompressionsvärme och lagrar denna avlägsnade', 'värme, att man avlägsnar atminstone en del av den lagrade komprimerade', 'luften, att man upphettar den avlägsnade komprimerade luften genom', 'att', 'äterställa en väsentlig mängd av den lagrade kompressionsvärmen, och', 'att man avleder arbete frân den avlägsnade och uppvärmda komprimerade', 'luften genom att denna fär expandera.', '2. Förfarande enligt krav 1,', 'k ä n n e t e e k n a t', 'av att', 'en del av värmen avlägsnas under luftens kompression.', '3. Förfarande enligt krav 1, k ä n n e t e c k n a t av att', 'en del av värmen avlägsnas genom mellankylning under luftens kompres-', 'sion.', '4. Förfarande enligt krav`1,  kännetecknatav att', 'den avlägsnade komprimerade luften dessutom uppvärmes efter äterställ-', 'ningen av den lagrade värmen och före expansionen.', '5. Anordning för utövande av förfarandet enligt nâgot av före-', 'gãende krav för användning av komprimerad luft för lagring och utnyttj-', 'ning av energi, k ä n n e t e c k n a d av kompressororgan- (19)', 'för att komprimera en luftmängd, en behällare (12) för att lagra den', 'komprimerade luften, en regenerator (33) mellan nämnda kompressororgan', 'och nämnda behâllare för att avlägsna en avsevärd mängd av kompresssions-', 'värmen hos den luft som gar frän kompressororganet till behällaren och', 'för att lagra denna avlägsnade värme, en kraftmaskin (26), lednings -', 'organ (34,36) för att leda atminstone en del av den lagrade komprimerade', 'luften vid behov frân behällaren (12) till kraftmaskinen (26), varvid', 'nämnda ledningsorgan (34,36) leder den avlägsnade komprimerade luften', 'genom regeneratorn (33) för äterställning av en avsevärd mängd av den', 'lagrade kompressionsvärmen till luften före expansion i kraftmaskinen.', '6. Anordning enligt krav 5, k ä n n e t e c k n a d av mellan-', 'kylarorgan (141) i kompressororganen (19).', '7: Anordning enligt krav 5 eller 6,', 'k ä n n e t e e k n a d', 'av ett värmeorgan (142) för att ytterligare uppvärma den komprimerade', 'luften mellan regeneratorn (33) och kraftmaskinen (26).', '8. Anordning enligt krav 5,6 eller 7, k ä n n e t e c k', 'n', 'a', 'd', 'av att behällaren (12) utgöres av en underjordshälighet och varvid', 'regeneratorn (33) innefattar en volym fylld med krossat berg.', '9. Anordning enligt krav 8, k ä n n e t e c k n a', 'd', 'av att', 'nämnda krossade berg har en tomrumsandel av 10-25%.']"
9,"['361334', '10. Anordning enligt krav 8,', 'k ä n n e t e c k n a d', 'av att', 'regeneratorn (33) utgöres av en underjordshalighet', '11. Anordning enligt nágot av krav 5-10, k ä n n e t e c k', '-', 'n a d av kylorgan (41) för kylning av kompressororganen (19) genom', 'vatteninsprutning för att underlätta drift av anordningen sãsom ett', 'konventionellt gasturbinsystem.', 'ANFORDA PUBLIKATIONER:', 'Sverige 138 026 (46 f:8/04)']"
10,"['27', '37', 'FIG. I.', '18', '17', '21', '(', '23,', '22,', '22,', '1', '41.', '19', 'C', '4', 't', '26', '24', '29', '28', '36', '32', 'V', '3I', 'II', '16', '33', '14', '34', '12', '13', '127', '141', 'FIG.2.', '(37', 'US', '123', '118', '122,', '117,', '122', ',', '121', '124', '1', 'II9', 'E', '126', 'T', '/28', 's 142', '136', '129', '136a', '131']"
