PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 360 478', 'Int CI', 'G 03 f 7/10', 'P.ans. nr', '9709/69', 'Inkom den', '8 VII 1969', 'Giltighetsdag den', '8 VII 1969', 'PATENT- OCH', 'Ans. allmänt tillgänglig den', '5 IV 1970', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '24 IX 1973', 'Prioritet styrkt fran den 4 X 1968', '(USA, 765 258)', 'W.R. GRACE & CO., NEW YORK, N.Y. USA', 'Uppfinnare: F A Wessells, Baltimore och D P Gush, Hyattsville, Md.', 'Ombud: A Molin', 'Förfarande för framställning av en Lushärdad relieftryckform', 'Föreliggande uppfinning hänför sig till framställning av ljushär-', 'dade relieftryokformar.', 'Speciellt avser föreliggande uppfinning ett förfarande för fram-', 'ställning av en ljushärdad relieftryckform, varvid man placerar en', '5', 'transparent bild 1 huvudsak parallell med ett skikt av flytande, ljus-', 'härdbar komposition, som uppbäres av ett underlag, varvid den transparen-', 'ta bilden âtskiljes frän skiktet av fotohärdbar komposition med ett tunt,', 'mellanliggande luftrum, och bildvis exponerar den flytande, ljushärd-', 'bara kompositionen för aktinisk strälning, som bringas att passera genom', '10', 'den transparenta bilden för att härigenom den ljushärdbara kompositionen,', '1 exponerade omräden, varefter man avlägsnar den fotohärdbara komposi-', 'tionen frän oexponerade omráden sã att en framkallad fotohärdad bild', 'kvarlämnas.', 'Relieftryckplâtar eller -formar har tidigare framställts av metall', '15', 'sãsom zink eller magnesium, och pa senare tid har fasta polymera mate-', 'rial, sãsom ""Dycril"" frân E.I. Du Pont de Nemours & Co. och ""KRP"" frân', 'Eastman Kodak Co., ersatt metaller vid framställning av tryckplâtar.', 'Även vid fasta, polymera material, vilkas bilder vanligen bildas genom', 'ljuspolymerisation, är en viss tidrymd nödvändig för framkallning av', '20', 'plâten i ett lösningsmedel eller ett vatten-sodasystem till bildning av', 'en plât, som endast kommer pá gränsen till det som kan betraktas som', 'kommersiellt acceptabelt. Dessutom har det även befunnits nödvändigt']"
2,"['2', 'att mekaniskt understödja etsningsoperationen för avlägsnande av den', 'opolymeriserade delen av plâten, exempelvis med en sprut-, borst-,', 'uppsugnings-, svamp- eller annan mekanisk anordning. Dylika mekaniska', 'anordningar, som baserar sig pá fysikalisk kontakt, medför ofta skador', '5', 'pa bildytan eller kanterna. Det totala avlägsnandet av det polymera', 'materialet utanför bildomradena är mycket svärt att astadkomma och kan', 'ytterligare erfordra användning av ett brännbart eller toxiskt lös-', 'ningsmedelssystem, som ökar risken för skador pa personalen under den', 'relativt länga tidsperiod som erfordras för ästadkommande av etsning', '10', '1 tekniskt acceptabel grad.', 'I', 'patentansökan 4030/69 beskrives framställning aV en ljushärdad', 'tryckplât av en ljushärdbar komposition innefattande en viss blandning', 'av ett polyen och en polytiol, varvid under kompositionens exponering', 'för ljus genom en transparent bild ett luftgap upprätthälles mellan', '15', 'bilden och den uppburna filmen av flytande, ljushärdbar komposition.', 'Framställning av tryckplâtar kräver 1 allmänhet intim kontakt', 'mellan ett negativ eller en transparent bild och den yta som bildar', 'tryckpläten. Stor erfarenhet erfordras vanligen för framställning av', 'tryckplâtar genom sádana contaktförfaranden och speciellt 1 de fall,', '20', 'da tryckplâten bildas av en ljuspolymeriserbar komposition. Det har nu', 'befunnits, att man genom att tillämpa föreliggande uppfinning kan fram-', 'ställa tryckplâtar bildade av en understödd, flytande, ljushärdbar', 'komposition pa ett enkelt sätt under kort tidrymd och pa ett tekniskt', 'acceptabelt sätt. Föreliggande plâtar kan innefatta reliefbilder med', '25', 'enhetlig tryckhöjd lämpliga för direkt eller indirekt användning som', 'tryckplât.', 'Enligt föreliggande uppfinning astadkommes sâlunda ett förfaran-', 'de för framställning av ljushärdade relieftryckplätar eller -formar,', 'varvid man bringar den aktiniska strälningen att. passera genom en', '30', 'transparent bild, frän vilken statisk elektricitet avlägsnats.', 'I princip innefattar föreliggande förfarande för framställning', 'av tryckplâtar följande steg: montering av en transparent bild pa', 'ett underlag, exponering av den monterade bilden för en anordning för', 'eliminering av statisk ytelektricitet, placering av den monterade', '35', 'transparenta bilden, vars statiska ytelektricitet i huvudsak eliminerats,', 'för tryckplatsexponering med ett tunt, mellanliggande luftutrymme eller', '-gap i huvudsak fritt frân statisk elektricitet över ett skikt av fly-', 'tande, ljushärdbar komposition- och exponering av denna för aktinisk', 'strälning som passerar genom den transparenta bilden. Tryckplâtar kan', '40', 'sãlunda framställas snabbt och med enhetlig relief genom anbringning', 'av ett skikt av en flytande, ljushärdbar komposition pá den ena ytan']"
3,"['360478', 'av ett fast, böjligt underlag med en tjocklek av minst 25 Am högst', 'ca 0,050 till ca 1,25 mm och föreligger 1 ett i huvudsak plant till-', 'stand, reglering av den ljushärdbara kompositionens tjocklek till ett', 'enhetligt värde av mellan ca 0,075 till ca 6,3 mm pá nämnda underlags', '5', 'yta, exponering av den ljushärdbara kompositioner för aktinisk sträl-', 'ning genom en transparent bild (en linje- eller halvtons, positiv', 'eller negativ transparenta omraden, vari de opaka omrâdena har 1', 'huvudsak samma optiska densitet), varvid den transparenta bilden', 'hâlles i huvudsak parallell med skiktet av kompositionen med en yta,', '10', 'fran vilken statisk elektrisk laddning i huvudsak eliminerats och', 'med ett luftgap däremellan av ca 0,025 till ca 2,5 mm, till dess att', 'i', 'huvudsak fullständig solidifiering av den flytande kompositionen', 'äger rum inom de exponerade omrádena och i huvudsak ingen solidifi-', 'ering äger rum inom de oepponerade omrádena, och därefter avlägsnande', '15', 'av den flytande, ljushärdbara kompositioner inom de oepponerade om-', 'rádena avlägsnas lämpligen medelst ett vatten- eller lösningsmedelsbad,', 'och vid en utföringsform kan badet tillföras eltraljudenergi till en', 'ultraljudenerginivà inom intervallet ca 18 till ca 40 kilocykler/se-', 'kund. Användning av ett ultraljudetsningsbad beskrives i patentan-', '20', 'sökningen 1682/69.', 'Utförandet av föreliggande uppfinning illustreras pa bilagda', 'ritning, där', 'fig. 1 schematiskt illustrerar exponeringen av en monterad trans-', 'parent bild för en anordning för eliminering av statisk ytelektrici-', '25', 'tet, under det att', 'fig. 2 i form av en vertikal sidodelvy illustrerar exponeringen', 'av en flytande, ljushärdbar komposition för aktinisk strälning, som', 'bringas att passera genom en transparent bild och ett mellanliggande', 'luftrum.', '30', 'Förfarandet för framställning av tryckplâtar genom föreliggande', 'uppfinning kan frän början bestà i att man monterar en fotografisk', 'eller bildbärande transparent bild pá ett lämpligt underlag 10, sãsom', 'transparent glas, plast eller liknande. Vakuumorgan 12 är lämpligen', ""anordnade. för fasthällande av den transparenta filmen mot 'den ena ytan"", '35', 'av ett underlag 10, varvid vakuet pâföres genom utloppet 14. Vilket', 'som helst annat lämpligt underlag innefattande en filmspännram eller', 'dylikt kan emellertid användas om det är önskvärt för fasthällning av', 'den transparenta bilden 1 ett i huvudsak plant eller jämnt tillständ.', 'Efter det att den transparenta bilden monterats exponeras den för', '40', 'en jongenererande enhet 16 för 1 huvudsak fullständig eliminering av']"
4,"['4', 'statisk ytelektricitet. Eliminering av statisk elektricitet synes vara', 'baserad pá den höga specifika joniseringsförmagan för alfapartikeln.', 'Den luft som befinner sig i närheten av källor för alfapartiklar för-', 'lorar sina isolerande egenskaper och blir ledande under avledning av', '5', 'ev. ansamlad statisk elektricitet 1 närliggande ämnen.', 'Sã gott som vilken som helst anordning för eliminering av statisk', 'elektricitet kan användas vid tillämpning av föreliggande uppfinning.', 'Användbara anordningar innefattar radioaktiva material sâväl som elek-', 'triska jongeneratorer, helst av den typ, som alstrar jonflöde i en', '10', 'luftström. Pa grund av att radioaktiva material kan medföra hälsorisker', 'är elektriska jongeneratorer att föredra. Ex. pâ användbara jongene-', 'ratorer innefattar sãdana anordningar för avlägsnande av statisk elek-', 'tricitet som vanligen kallas aerostatenheter, sãsom de som framställes', 'av Testane Electronics i Flour Town, Pennsylvania.', '15', 'Efter det att den statiska elektriciteten i huvudsak fullständigt', 'eliminerats fran ytan av en transparent bild placeras denna för tryck-', 'plätsexponering, som illustreras i fig. 2. Fästanordningen 18 för den', 'transparenta bilden är placerad i huvudsak parallellt över basen 22,', 'pã vilken är anordnad ett underlag 24 för ljushärdbar komposition 26.', '20', 'Luftgapet 28 hâlles i huvudsak fritt frän statisk elektricitet och', 'ligger mellan den transparenta bilden 20 och den ljushärdbara kompsi-', 'tionen 26, varigenom erhâlles intim för produktion nära kontakt med', 'strälning frân aktiniskt ljus 30 frân omrádet inom den helt allmänt', 'paraboliska reflektorn 32. Det har befunnits, att eliminering av sta-', '25', 'tisk elektricitet frân ytan aV den transparenta bilden möjliggör re-', 'produktion under nära kontakt utan distortion av den flytande, ljus-', 'härdbara kompositionen genom statisk elektricitet mellan den flytande,', 'ljushärdbara kompositionen och den transparenta bilden. Eftersom det', 'har befunnits, att kontakt mellan den transparenta bilden och den', '30', 'flytande, ljushärdbara kompositionen resulterar i de med den kända', 'tekniken förenade nackdelarna, kan man genom att upprätthälla ett luft-', 'gap som är 1 huvudsak fritt frän statisk elektricitet uppna en skarp', 'reproduktion under nära kontakt utan att defekter uppstar i den tryck-', 'plât som framställes.', '35', 'Det häri använda uttrycket flytande, ljushärdbar komposition', 'avser en flytande komposition, som helt allmänt har en viskositet av', 'frân o till ca 20 miljoner centipoise vid 70°C, och som stelnar genom', 'ljushärdning eller ljuspolymerisation eller bâdadera vid exponering', 'för strälning fran aktiniskt ljus.', '40']"
5,"['360478', '5', 'Fitt ljusk/insligt system, som är lämpligt att använda vid före-', 'licgando uppfinning, Fr det som beskrives i patentansökningen 4030/69.', 'I nlimnda system kan en tryckplât bildas av ett skikt av en ljushärdbar,', 'polymer komposition bestäende av ett polyen innehällande minst tva omätta-', 'de kol-kolbindningar per molekyl, en polytiol innehällande tvã eller flera', '10', 'tiolgrupper ror molekyl och en ljussensibilisator, pãsom bennofenon.', '3kiktet av ljushürdbar komposition kan vara anolutet till ett underlag,', 'sûsom gummi, plast, glas, metall och liknande, om det Ar önskvärt.', 'Det 1 patentansökning och 1 föreliggande framställning', 'anvinda uttrycket ""polyener"" avser enkla eller sommansatta typer av', '15', 'alkener eller elkyner med ett flertal, d.v.a. minst tvâ, ""reaktiva""', 'kol-kolomättade funktionella grupper per medelmolekyl. Ex.vis ett dien', 'lir ett polyen, som har tvâ ""reaktiva"" kol-koldubbelbindningar per', 'medelmolekyl, under det att ett diyn It ett polyyn, som i sin struktur', 'innehöller tvà ""reoktiva"" tol-koltrippelbindningar per medelmolekyl.', '20', 'Kombinationer av ""reaktiva"" dubbel- och trippelbinduingar inom samma', 'molekyl lir även tlinkbara, dilr ett exempel är monovinylacetylen, d.v.s.', 'ett polyenyn enligt definitionen. För enkelhetens skull kallas samt-', 'liga dessa klasser av föreningar hiri polyener.', 'En grupp av polyener, som reagerar med polytioler till bildning', '25', 'av polymera kompositioner vid förfarandet enligt föreliggande uppfinning,', 'innefattar sádana material som har en molekylvikt av 50 till 20.000,', 'en viskositet av o till 20 miljoner centipoise vid 70°c och hor den', 'allminno formeln', '(x)', 'vari', 'X', 'är', 'R R eller R-C=C-, m fir minst 2,', 'm', 'R-C=C-', '30', 'R Iir oberoende utvald bland väte-, halogen-, aryl-, substituerad aryl-,', 'cykloalkyl-, cubstitucrad cykloalkyl-, aralkyl-, substituerad arolkyl-', 'och alkyl- och substituerad alkylgrupper inneh/llande 1 till 16 kol-', 'atomer och A är en flervärd orgnnisk enhet fri frôn (1) reaktiv', 'kol-kolomiittnad och (2) omättode grupper 1 konjugation med de reaktiva', '35', 'en- eller yngrupperna 1 x. A kan nálunda innehâlla cykliska grupper', 'och en mindre mängd heteroatomer, sãsom N, s, P eller 0, men innehäller', 'primärt kol-kol-, kol-ayre- eller kisel-syrebindningar utan nágon', 'reaktiv kol-kolomiittnad.', 'En annan grupp av polyener, som kan bilda del ay de enligt före-', '40 liggande uppfinning behandlade ljushärdbara komponitionerna, innefattar', 'omättade polymerer, vari dubbol- eller trippelbiudningarna uppträder']"
6,"['6', 'primärt inom molekylernas huvudkedja Ex. innefattar konventionella', 'elaster (primärt härledda ur standarddienmonomerer), sãsom. polyisopren,', 'polybutadien, styren-butadiengummi, isobuten-isoprengrummi, polyklor-', 'pren, styren-butadienakrylnitrilgummi och liknande, omättade polyestrar,', '5', 'polyamider och härledda ur monomerer innehallande ""reaktiv ""', 'omättnad, ex .vis adipinsyrabutendiol-; 1, 6-hexandiaminfumarsyra-och', '2,4-tolylendiisocyanat-butandiolkondensationspolymerer och likmande.', 'I det häri använda uttrycket ""polyener"" innefattas sãdana material,', 'som i närvaro av ett inert lösningsmedel, en vattendispersion eller', '10 ett mjukningsmedel faller inom ovan 70°c angivet viskositetsintervall.', 'En tredje grupp av polyener som kan bilda del av de genom före-', 'liggande uppfinning behandlade ljushärdbara kompositionerna, innefattar', 'sãdana polyener, vari de reaktiva, omättade kol-kolbindningarna är', 'konjugerade med intilliggande omättade grupper. Ex. pa användbara', '15', 'reaktiva konjugerade ensystem innefattar men är ej begränsade till', 'följande:', 'o', 'or', '20', 'Nágra fà typiska exempel pa polymera polyener som innehäller konjugerade', 'reaktiva dubbelbindningar av ovan beskrivet slag är polyetyleneterglykol', '(molekylvikt 600) diakrylat, polytetrametyleneterglykol (molekylvikt', '1000) dimetakrylat, triakrylatet av reaktionsprodukten av trimetylol-', 'propan med 20 moler etylenoxid och likande.', '25', 'Det häri använda uttrycket polytioler avser enkla eller samman-', 'satta organiska föreningar med ett flertal, d.v.s. minst 2 sido- eller', 'ändplacerade funktionella HS-grupper per medelmolekyl.', 'I medeltal máste polytiolerna innehalla 2 eller flera HS-grupper', 'per molekyl. De har vanligen en viskositet av o till 20 miljoner', '30', 'centipoise vid 70°c uppmätt med en Brookfield viskometer. I det häri', 'använda uttrycket ""polytioler"" innefattas sádana material, vilka i', 'närvaro av ett inert lösningsmedel, en vattendispersion eller ett mjuk-', 'ningsmedel faller inom ovan vid 70°c angivet viskositetsintervall.', 'Användbara polytioler vid föreliggande uppfinning har vanligen en', '35', 'molekylvikt av 50-20.000, företrädesvis 100-10.000.', 'Polyenerna och polytiolerna kan, om det är önskvärt, bildas eller', 'alstras in situ och ändã ge kompositioner, som kan ljushärdas till', 'tryckplátar genom föreliggande uppfinning.', 'För erhällande av maximal hállfasthet, lösningsmedelsresistens,', '40', 'krypresistens, värmeresistens och frihet frän klibbighet sammanföres', 'reaktionskomponenterna bestäende av polyener och polytioler enligt']"
7,"['360478', 'föreliggande uppfinning i sádana mängder, att vid härdning erhälles', 'fasta, till ett tredimensionellt nätverk förnätade polytioeterpolymer-', 'system. För uppniende av sádan oändlig nätverksbildning maste de', 'enskilda polyenerna och polytiolerna vardera ha en funktionalitet av', '5', 'minst 2 och summan av funktionaliteterna för polyen- och polytiol-', 'komponenterna máste alltid vara större än 4. Blandningar av polyenerna', 'och polytiolerna innehallande nämnda funktionalitet kan även användas', 'häri.', 'En annan komposition som kan härdas till bildning av en relief-', '10', 'tryckplat genom förfarandet enligt föreliggande uppfinning är den som', 'beskrives i brittiska patentskriften 1 102 910 och 1 007. 345. I dessa', 'bestár den flytande kompositionen av:', '(A) 0,001 till 5 viktprocent av ett polyborsyrasalt med formeln', 'XY', '(I)', '15', ""vari M' är en silver (I)- - eller cerium(III) katjon, X är halogen, Y"", 'är en hydroxylgrupp eller en hydrokarbyloxialkoxi- eller hydrokarbyl-', 'karbonylgrupp fri frán alifatisk omättnad och innehällande högst 12', 'kolatomer, n är 10 eller 12, p är 1 till 12 och lika med n minus q, när', 'q är större än noll, q är o till 2, varvid p + q är högst lika med n,', '20', ""och m' är valensen för M. (När p är större än 1 kan de av x represen-"", 'terade alogenerna vara samma eller olika);', '(B) en halogenidpromotor, vari halogenet är klor, brom eller jod', 'och som kan dissocieras med aktiniskt ljus med en väglängd av mellan', '2500 och 7000 A; och', '25', '(c) minst ett ämne som kan underga katjonpolymerisation vid ex-', 'ponering för aktiniskt ljus med en väglängd av 2500 till 7000 A. Vid', 'utförande av förfarandet enligt föreliggande uppfinning kan sálunda', 'vilken som helst flytande, ljuskänslig komposition, som kan ljuspoly-', 'meriseras eller ljushärdas eller bádadera vid en exponering för aktinisk', '30', 'strälning till en fast polymer, användas vid förfarandet enligt före-', 'liggande uppfinning till bildning av en relieftryckplät.', 'En ytterligare flytande, ljushärdbar komposition användbar för', 'framställning av tryckplâtar genom förfarandet enligt föreliggande', 'upp-', 'finning är den som beskrives i franska patentskriften 1 471 432. Helt', '35 allmänt innefattar i nämnda patentskrift avslöjade flytande, ljus-', 'känsliga kompositioner som väsentliga beständsdelar en omättad polyester', 'en etyleniskt omättad monomer som i sig själv kan bringas till addi-', 'tionspolymerisation, och en ljussensibilisator. Den omättade polyestern', 'kan framställas av en alkoholmonomer innehallande minst en polyol', '40', 'omfattande minst 5 eter-syreradikaler bundna till kolatomerna i huvud-', 'kedjan och med högst 3 kolatomer mellan eter-syreradikalerna och en']"
8,"['8', 'monomer av sur karaktär innehallande minst en omättad dikarbonsyra och/', 'eller ett av dess derivat.', 'De flytande, ljuskänsliga kompositioner som skall omvandlas till', 'tryckplâtar kan om det är önskvärt innefatta sãdana tillsatser som anti-', '5', 'oxidationsmedel, acceleratorer, färgämnen, inhibitorer, aktivatorer,', 'fyllmedel, pigment, antistatmedel, flamdämpande medel, förtjocknings-', 'medel, tixotropmedel, ytaktiva ämnen, ljusspridningsämnen, viskositets-', 'modifieringsmedel, utdrygningsoljor mjukningsmedel, antiklibbmedel', 'och liknande. Dylika tillsatser förblandas vanligen med monomeren', '10', 'eller den förening som skall ljuspolymeriseras eller med polyenet eller', 'polytiolen före eller under kompounderingssteget. Användbara fyllmedel', 'innefattar naturliga och syntetiska hartser, kimrök, glasfibrer, trämjöl,', 'lera, kiselsyra, aluminiumoxid, karbonater, oxider, hydroxider, silikater,', 'glasflingor, glaspärlor, borater, fosfater, kiselgur, talk, kaolin,', '15', 'bariumsulfat, kalciumsulfat, kalciunkarbonat, antimonoxid och likmande.', 'Ovannämnda tillsatser kan vara närvarande i mängder av upp till 500', 'delar eller mer per 100 viktdelar polymer och företrädesvis ca 0,005', 'till ca 300 delar räknat pá vikten. Varje tillsats maste vara när-', 'varande 1 en mängd, som ej inverkar störande eller förhindrar den nöd-', '20', 'vändiga ljushärdningen eller ljuspolymerisationen för bildreaktionen', 'eller andra steg erforderliga vid platframställningsproceduren', 'Det underlag, pa vilket den ljuskänsliga kompositionen bringas', 'att häfta, kan vara utfört av olika material, sásom gummi, plast, papper,', 'glas, metall och liknande. Underlaget är företrädesvis en plast, som', '25', 'har egenskaperna av att vara böjlig, vidhäftningsbar mot den ljuskänsliga', 'kompositionen vid exponering för aktinisk strälning eller pá annat sätt', 'och transparent, d.v.s. kapabel att genomsläppa en väsentlig mängd av', 'strälning. Underlagets tjocklek beror pá dess relativa hällfasthet och', 'dimensionsstabilitet för uppbärande av en viss tjocklek av ljuskänslig', '30', 'komposition och kan bestämmas empiriskt av fackmän pa omrädet. När', 'ex.vis en orienterad polyetentereftalatfilm saluförd under handelsnamnet', '""Mylar"" användes som underlag och en 0,50 mm relief är önskvärd bör', '""Mylar""-filmen ha en tjocklek av ca 25 till 250 /um. Metallplátar som', 'genomsläpper icke aktinisk strälning, ex.vis aluminium, har vid samma', '35', 'tjocklek för den ljuskänsliga kompositionen vanligen en tjocklek av ca', '25 till 200 /um.', 'Den ljuskänsliga reaktionen kan initieras genom aktinisk strálning', 'frän solljus eller frän speciella ljuskällor, som utsänder signifikanta', 'mängder aktiniskt ljus, lämpligen inom väglängdsomrádet 2500-7000 &.', '40', 'Vid flytande, ljuskänsliga kompositioner är det att föredra att ljuset', 'emanerar frán en punktkälla eller i form av parallella strálar.']"
9,"['360478', 'Divergenta strálar kan emellertid även användas under vissa omständig-', 'heter som källa för aktiniskt ljus vid föreliggande uppfinning. Det', 'är sãlunda möjligt att enbart exponera den flytande, ljuskänsliga', 'kompositionen för aktiniskt ljus, företrädesvis inom väglängdsinter-', '5', 'vallet 3000-4000 A, under normalbetingelser eller andra betingelser', 'och erhâlla fast elastomer eller hartsartad produkt användbar som tryck-', 'plátsmaterial efter framkallning. Vid flytande, ljuskänsliga kompo-', 'sitioner, som ljushärdats, kan dessutom kemiska ljusinitiatorer eller', 'sensibilisatorer användas, sáson bensofenon, acetofenon, acenaften-', '10 kinon, metyletylketon, tioxanten-9-on, xanten-9-on, 7-H-bens de', '-', ""antracen-7-on, dibensosuberon, 1-naftaldehyd, 4,4'-bis (dimetylamino)-"", ""bensofenon, fluoren-9-on, l'-acetonafton, 2' -acetonafton, 2,3-butandion,"", 'antrakinon, 1-indanon, -tert.-butylantrakinon, valerofenon, hexan-', 'fenon, 8-fenylbutyrfenon,  p-morfolinpropiofenon, 4-morfolinbensofenon,', '15', ""4' -morfolindeoxibensoin, p-diacetylbensen, 4-aminobensofenon, 4'- -"", 'metoxiacetofenon, bensaldehyd-a-tetralon, 9-acetylfenantren, 2-acetyl-', 'fenantren, 10-tioxantenon, 3-acetylfenantren, 3-acetylinodol, 1,3,5-', 'triacetylbensen, etc. och blandningar därav, varvid väsentligt ned-', 'bringas exponeringstiden och därigenom vid användning i förening med olika', '20', 'former av energetisk strälning erhâllas mycket snabba, kommersiellt', 'gynnsamma härdningar. Härdningsacceleratorer tillsättes vanligen i', 'en mängd av frän ca 0,0005 till ca 10 viktprocent av den ljushärdbara', 'kompositionen.', 'Härdningsinhibitorer eller-retardatorer användbara vid föreliggande', '25', 'uppfinning innefattar men är ej begränsade till hydrokinon, P-tert-', 'butylkatekol, 2,6-ditert-butyl-p-metylfenol, fenotiazin och N-fenol-', '2-naftylamin.', 'Tjockleken av skiktet av flytande, ljuskänslig komposition beror', 'pá den tjocklek som önskas hos reliefbilden och pá den. inbördes pla-', '30', 'ceringen av relieffigurerna. Om tryckomrádena ligger tätt intill', 'varandra erfordras sãlunda mindre relief än om tryckomrádena är mera', 'átskilda. Detta är för att de icke tryckta omrádena ej skall komma i', 'kontakt med ytan av det material, pá vilket tryckningen sker. När det', 'gäller ljussensibiliserad halvtoner bildade genom förfarandet enligt', '35', 'föreliggande uppfinning mäste screeningen tas i beaktande vid val av', 'lämplig tjocklek. I allmänhet kan tjockleken för det skikt som skall', 'bringas att stelna och användas som tryckplät variera frän 0,075 till', '6,3 mm eller mera. Vid brevpressplátar (torr offset) är tjockleken', 'vanligen inom omrádet 0,075 till 0,63 mm. Vid brevpresstryckning är', '40', 'tj ocklekrar av 0,25 till 12, 6 mm vanliga. Vid tryckplâtar för brev-', 'pressning av tidningar eller tidskrifter är det ljuskänsliga skiktets']"
10,"['10', 'tjocklek ca 0,25 till ca 1,3 mm. Tjockare skikt användes ibland vid', 'flexografisk tryckning av mönster och relativt stora omráden med brev-', 'presstryckplätar.', 'Med de flytande, ljuskänsliga kompositionerna enligt föreliggande', '5', 'uppfinning är det speciellt lämpligt att upprätthälla ett luftgap i', 'huvudsak fritt frân statisk elektricitet mellan den flytande, ljus-', 'känsliga kompositionen och den transparenta bilden. Ett dylikt luftgap', 'kan ha en tjocklek av frán ca 0,025 till ca 2,5 mm. Det i huvudsak', 'frán statisk elektricitet fria luftgapet underlättar avlägsnandet av', '10', 'den transparenta bilden frân den exponerade kompositionens omedelbara', 'närhet efter det att kompositionen utsatts för aktiniskt ljus utan', 'avskalning av den ljushärdbara kompositionen eller den transparenta', 'bilden med denna, som i annat fall kan fastna mot bilden.', 'En tryckplát med jämn relief kan framställas av en ljushärdbar', '15', 'komposition genom exponering av nämnda komposition i form av ett skikt', 'för aktiniskt ljus genom en transparent bild till dess att i huvudsak', 'fullständig härdning äger rum inom de exponerade omrádena och i huvudsak', 'ingen härdning sker inom de oexponerade omrádena. Den latenta bilden', 'kan sedan framkallas genom nedsänkning av platen i en vattenlösning', '20', 'innehällande en tvál eller detergent och beroende pá denna utföres', 'etsning under en tidsperiod av frân 10 minuter upp till en tim. eller mera', 'Det har befunnits, att man genom att använda en vattenlösning eller', 'detergent eller tval i kombination med iltraljudaktivering av badet', 'för astadkommande av kavitation i detta nedbringar etsningstiden till', '25', '5 sekunder till 10 minuter utan hjälp av mekaniska hjälpmedel, sãsom', 'borstar, svampar etc, och den erhâllna reliefen är vida överlägsen', 'vad', 'avser topografisk kvalitet och upplösningen vid bildreproduktionen jäm-', 'fört med vad fallet är vid användning av ljuspolymeriserbara eller', 'ljushärdbara material och är i de flesta fallen vida överlägsen den', '30', 'relief som erhâlles vid en ljusgraverad metallplât.', 'Plâten kan nedsänkas i ett bad som ultraljudaktiverats företrädes-', 'vis i en sãdan utsträckning att kavitation ástadkommes i badet, d.v.s.', 'vanligen inom en energinivà av 18-40 kilocykler per sekund eller mera', 'och vid en effektdensitet som nominellt ligger inom intervallet 0,8-3', '35', 'watt/cm² eller mera.', 'Ju större skillnaden i löslighet och viskositet mellan de stelnade', 'omrádena pá den ljussensibiliserade plâten och de delar av nämnda plât', 'som förblir flytande är desto större är effektiviteten vid etsnings-', 'proceduren för att framställa reliefpláten. Det är sãlunda väsentligt', '40 att utvälja rätt detergent, tvál eller lösningsmedel i etsningsbadet', 'för att underlätta avlägsnandet genom användning av ultraljud. Vid']"
