PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 304 937', 'Int', 'CI B 26 i) 19/42 Kl. 00 12/02', 'P.ans. nr 3457/67', 'Inkom den 13 III 1967', 'Giltighetsdag den 13 III 1967', 'PATENT- OCH', 'Ans. allmänt tillgänglig den 14 IX 1968', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '7 X 1968', 'Prioritet ej begärd', 'H TAPPER, LOS ANGELES, CAL., USA', 'Ombud: G Ernerot', 'Elektrisk rakapparat med anordning för resning av skägg- resp. hârstrâna', 'L', 'Föreliggande uppfinning avser en elektrisk rakapparat med anord-', 'ning för resning av skägg- resp. hârstrûna genom eleltromuslurär stimu-', 'loring.', 'Mannen har länge sökt en apparat, medelst vilken han kan &stad-', 'en ""tat"" rakning. Vid moderna clehtrisha (elektromekanisha) rak-', 'apparater eftersträvas üven medel, medelst vilka vissa skäggstrân, som', 'ligga utefter skinnets yta, snabbt kunna wr.kkas.', 'Lyckligtvis ür varje skäggstr& försett ned en muskel, den s.k.', 'arrector pili, och denna mushol htan piverkas genom elektrisk ström.', 'Genom sidan puverkan fis hirstrâna att resa sig, sû att de lätt och', 'offektivt lounna avrakas med en rakapparat.', 'Beträffande fysiologin i samband med arrector pili hänvisas till', '""The Hair and Scalp"", A Savill och C. Warren, femte utg&van, the Willi-', 'ams and Milkrins Co., Baltimore, USA, 1962, sidorna 9-10. För den vid', 'pûverkan av muskler genom elektricitet uppträdande mekanismen hänvisas', 'till ""ledical Electronics"", E. Bukstein, Frederick Ungar Publishing Co.,', 'New York, USA, 1959 sidorna 135-37.', 'Avsikten med uppfinningen ür att âstadkomma medel för att för-', 'bättra den ned en mekanisk rakapparat utförda rakningen, med hjälp av', 'nede: für att resa hârstrána genom elektrisk stimulering av arrector', 'pili musklerna. Enligt uppfinningen är därför elektroder anordnade för']"
2,"['2', 'L', 'att &stadkomma resningen av skägget, och en elektrisk anordning är in-', 'rättad att excitera dessa elektroder.', 'Uppfinningen skall nu beskrivas vidare med hänvisning till bifoga-', 'de ritning, i vilken fig I visar en planvy av en multipelhuvudapparat', 'med elektroder enligt uppfinningen, fig 2 visar en utföringsform av en', 'elektrisk exciteringskrets med en alvvagslikriktare, fig 3 visar en', 'annan utföringsform av en elektrisk exciteringskrets med en likströms-', 'källa, fig 4 visar en planvy av en med ett huvud försedd apparat med', 'elektroder, fig 5 visar en sidovy med en alternativ anordning av elektro-', 'derna, fig 6 visar en utföringsform av en elektrisk exciteringskrets med', 'helvägslikriktare, fig 7 visar en annan utföringsform av en elektrisk', 'exciteringskrets för växelström, fig 8 visar en planvy av ett rakapparat-', 'huvud, samt fig 9 visar en utföringsform av en elektrisk exciterings-', 'krets med en halvledaroscillator.', 'I fig I beteckna 1, 2 och 3 typiskra identiska rakhuvuden av känd', 'typ med stationära i tvärrilstningen anordnade tinder pa den övre ytan', 'och fram och âterglende tänder under denna yta, vilka undre tänder bi-', 'bringas sin fram och atergüende rörelse av en motor och en excenter-', 'anordning eller nûgon annan ekvivalent mekanism. Mellan dessa huvuden', 'äro rullar 4, 5, 6 och 7 anordnade, vilka även tjäna som elehtroder.', 'Dessa rullar üro försedda med axlar, vilka medelst tappar Ero roterbara', 'i ett isolerat stöd, som bildar en del av den elektriska rakapparatens', 'hölje. Rullarna äro cylindriska och ge s&lunda en begränsad kontalstarea', 'mellan varje rulle och ansiktet hos den person som rakar sig. Härigenom', 'erhilles maskelaktiverande elektroder ned relativt liten yta, sû att en', 'hög ströntäthet erhâlles intill själva shäranordningen. När apparat-', 'huvudet pressas mot ansiktet erhîlles endast en smal kontaktlinje mellan', 'varje rulle (elektrod) och skinnet. Aven om apparathuvudet pressas hürt', 'mot skinnet är kontaktarean endast en liten del av varje rulles (elek-', 'trods) diameter.', 'Fig 2 visar en elektrisk exciteringskrets för anordningen i fig 1.', 'Elektriska förbindelser frân en figur till en annan framställas genom', 'att förbinda varje figurs par a.v ""x"" punkter med den andra figurens.', 'I fig 1 visas rullarna (elektroderna) 4, 5, 6 och 7 elektriskt samman-', 'kopplade och anslutna till den högra klämman ""x""t Pão detta sätt blir', 'rullarna elektroder.', '10 betecknar en vanlig växelströmkälla. Denna kan ha en lämplig', 'frekvens, sûsom 25-60 perioder per sekund, och en vanlig spänning, sã-', 'som 115 volt. I praktiken kan detta &stadkommas genom anslutning till', 'ett vanligt vägguttag. En transformator 11 är med sin primörlindning']"
3,"['3', '12 ansluten till strömställaren (en strömbrytare kan ligga serie med', 'strömkällan, eller ocks& kan om sã önskas paslagning och avstängning av', 'apparaten helt enkelt &stadkommas genom instickning eller uttagning av', 'den elektriska kontakten ur vägguttaget). Sekundärsidan 14 har färre', 'varv än primärsidan 12, sã att en spänning med effektivärde 3,5 volt er-', 'halles. Detta ger ett toppvärde av cirka 5 volt. Den erfordrade ström-', 'men är liten, av storleksordningen 1,5 milliampere. Transformatorn kan', 'dürför vara mycket liten och billig med en total volym av mindre än 17', 'kubikcentimeter (en cubic inch)', 'Ett sätt att göra den nuskelaktiverande elektriska strömmen effek-', 'tiv är att ge den formen av relativt snabbt upprepade, likriktade im-', 'pulser ned ett tidsmellanrun mellan varje puls. Detta han âstadkommas', 'genom halvvigslilmriktning av växelströmmen. sadan likriktning ústad-', 'kommes genom en likriktare 15 i fig 2, som htan utgöras av en enkel och', 'billig halvledardiod.', 'Likrilitarens 15 katod 16 ür ansluten till selrundärsidans 14 ena', 'illumma, medar chundürsidans andra klämma Ur ansluten till rullarna', '(elehtroderna) 4-1- Detta ger en negativ polaritet it dessa elektroder,', 'sûsom &r i denna utföringsform. Likriktarens anod 1% KI an-', 'sluten till  strömreturelektroderna 1-3 och ger it dessa en positiv po-', 'iaritet.', 'För battoridrift kan en krets enligt fig 3 användas. Ett batteri', '20 han ha en spänning av storleksordningen 5 volt och vara si Litet att', 'anordningen lan vara sluten. Datteriets negativa är füreträdes-', 'vis ansluten till aktiveringsrullarna (elektroderna) 4-7 i lig 1.', 'Batteriets positiva klämma är ansluten till en summeranording 21 med', 'en spole 22, paramagnetisk kürna 23, en svüngbar, fjädrande paramagnetisk', 'arn 2C, samt en stationär kontakt 24. Spolens 22 andra klämma ör elek-', 'trisht ansluten till armen 20. Kontakten 24 är ansluten till retur-', 'elektroderna 1-3 via de vänstra', 'I drift leder anordningen 21 inledningsvis ström eftersom armen', '28 ür fjüderförspünd für att ge elektrisk kontakt med den stationira', 'kontaltten 24. Sis snart som strömmen &r uppbyggd till ett nominellt', 'vürde attraherar enellertid det i kärnan 23 genom strömflödet i spolen', '22 alstrade magnetiska flödet armen 28, varigenom kontakten mellan ar-', 'nen och kontakten 2h brytes. Härigenom avtar strömmen i spolen 22.', 'Genom den lombinerade verkan av den elektriska trögheten p& grund av', 'spolens 22 induktans och armens 24 mekaniska tröghet, passerar strömmen', 'under en viss tid och avbrytes därpê under en viss tid, varigenom de', 'önskade strönimpulserna erhillas. Ett fjäderstöd för kontaktarmen 28']"
4,"['304937', '4', 'kan anordnas om sã önskas. Om strömaxeln skulle betraktas sãsom place-', 'rad halyvägs mellan noll och maximal amplitud, kommer en sorts växel-', 'ström att ha alstrats. En intermittent strôm eller växelström erfordras', 'för den eftersökta muskelstimúleringen.', 'Skinnets impedans mellan elektroderna 1-3 och 4-7 är hög, av stor-', 'leksordningen 1200 ohm. Detta ger ej en tillräcklig ledningsförmäga för', 'drift av anordningen 21. Därför är ett shuntmotständ 25 med en resi-', 'stans av storleksordningen 30 ohm kopplat över resten av kretsen. In', 'enkrel strönställare 26 av den typ, som förblir öppen eller sluten efter', 'manuell manövrering är anordnad mellan kontakten 24- och motstândet 25.', 'Härigenom kan anordningen stängas av och pi efter önskan för att spara', 'batteriet när den ej är i drift. Det bör anmärkas att om batteriet och', 'strünstüllaren nos en batteridriven elentrisk rakapparat skulle ge till-', 'räcklig spänning och lämplig krets, dessa element kan tjäna som de visa-', 'de elementen 20-26.', 'En alternativ anordning av aktiverings- och returelektroderna pû', 'ett rakapparathuvud visas 1 fig 4. Denna anordning är särskilt lämpad', 'för en apparat med enkelt huvud, men ltan användas vid varje annan typ.', 'En smal och stationär aktiverande elektrod 30 fir anordnad inom huvudets', '31 arbetsomrâde med en central placering. Elektroden 30 kan ha en', 'mindre längd un den visade. Företrädesvis üro tvi. returelektroder 32', 'och 33 anordnade pa var sin sida av huvudet 31 och i samma plan, sû att', 'dessa elektroder äro i kontakt med skinnet vid rakning Elektroden 30', 'ür isolerad frûn rakhuvudet 31, eftersom det senare nästan uteslutande', 'ür av metall. Elektroderna 32 och 33 äro försedda med halvcirkelfor-', 'miga uttag mittför aktiveringselektroden 30, sã att ingen ""kortslutning""', '(för läg impedans) für den elektriska strömmen genom den där belägna', 'delen av skinnet erhilles och därmed en &tföljande minskning av verkan', 'pã nusklerna över den !varstäende delen av rakhuvudet.', 'Elektrisha ledare 34 och 35 förbinda returelektroderna 32 och 33', 'ned den vänstra klämman 11mg"" och en Iedare 36 förbinder aktiveringselek-', 'troden 30 med den hogra ""In"" Dessa klämmor kan anslutas', 'till motsvarande punkter i figurerna 2, 3, 6, 7 eller 9 för elektrisk', 'excitering.', 'Fig 5 visar en alternativ anordning av elektroderna, vid vilken', 'aktiveringselektroden bestär av en eller flera rakhuvuden, sûsom det vi-', 'sade, enkla rakhuvudet 40. Returanslutningen sker genom handen den', 'son brukar apparaten via en metallplatta eller insats pã sidan av appa-', 'raten, sãsom den visade. returelektroden 41. En liknande elektrod kan']"
5,"['5', 'placeras pa motsatta sidan av apparaten för att ge en viss handkontakt', 'oberoende av greppet om apparaten. Bada returelektroderna äro elektriskt', 'förbundna med varandra. Apparatens 42 huvudkropp är av isolerande mate-', 'rial, sãsom gjutplast, sã att isolering erhâlles mellan huvudet 40 och', 'returelektroden 41.', 'En ytterligare elektrisk krets för excitering av elektroderna vi-', 'sas i fig 6. Denna är en helvâgslikriktarkrets. Här är i motsats till', 'i fig 2 en transformators 43 sekundärsida 44 försedd med ett centrum-', 'uttag. Sekundärsidans ändar äro anslutna till var sin katod hos lik-', 'riktare 45 och 46 och sãlunda till den positiva utgängsklämman via anod-', 'erna. Sekundärsidans centrumuttag är anslutet till den negativa utgängs-', 'klämman. Tva gänger fler impulser erhâllas per sekund med denna krets', 'än vid halvvâgslikriktarkretsen i fig 2.', 'Annu en utföringsform av en elektrisk krets för växelström visas i', 'fig 7. Denna enkla krets innefattar en transformator 49 med en sekundär-', 'lindning 48, som kan vara av samma slag som sekundärlindningen 14 i fig', '2. Sekundärsidans 48 klämmor äro anslutna direkt till', 'Transformatorn 49 kan vara av samma slag som transformatorn 11 i fig 2.', 'Med ovan beskrivna och visade anordningar är avsikten att &stad-', 'komma en kontinuerlig muskelsammandragning av den typ som definieras', 'genom den fysiologiska termen ""tetani"". Detta är ej samma tillstand som', 'vid sûdan terapi, där impulser av elektrisk energi äro normalt till-', 'räckligt âtskilda i tiden för att medge avslappning av muskeln mellan', 'impulserna, för muskelövning.', 'För att erhâlla tetani föredrages en impulsupprepningsfrekvens av', 'storleksordningen 100 perioder/sekund. Högre frekvenser än detta ger', 'även tetani, t.ex. upp till 10 000 perioder/sekund, varefter högre', 'frekvenser ej ge nágon muskulär sammandragning. Enligt uppfinningen', 'kan den muskulära sammandragningen ske vid lägre frekvenser än de som', '&stadkommer tetani, ända ned till 30 perioder/sekund. Vid lägre frek-', 'venser är, üven om avslappning av arrector pili-musklerna uppträder,', 'avslappningen till en viss grad kort i förhâllande till den erfordrade', 'tiden för rakning av en given yta, varför härresningsverkan är till-', 'räckligt effektiv, isynnerhet om den sig rakande personen gâr över ett', 'givet omrâde fler än en gâng. Sãlunda är en frekvens av 50 perioder/se-', 'kund (60 och 120 cykler/sekund) frân nätet lämplig.', 'Medan det approximativa 5-voltsvärdet för exciteringsspänningen', 'kan betraktas sãsom ett lämpligt fast värde för en given rakapparat, kan', 'en potentiometer ingû i ovan beskrivna kretsar och den maximala spän-', 'ningen ökas sã att ett omrâde upp till 10 volt effektivvärde är till-']"
6,"['6', 'r gängligt för hud med olika ledningsförmäga sãsom den känsliga huden hos', 'yngre och kvinnor, eller den okänsliga huden hos en man som ofta vistas', 'utomhus. Det bör anmärkas att dessa spänningar, under 20 volt, äro lâga', 'spänningar', 'Den exakta formen hos individuella elektroder kan varieras och ut-', 'rymmet mellan aktiveringselektroden och returelektroden kan likaledes', 'varieras. Villkoret är att ströntätheten är tillräcklig för att stimu-', 'lera arrector pili-muskeln strax före rakningen. Om ayständet mellan', 'aktiverings- och returelektroderna är längt bör exciteringsspänningen', 'vara hög, och omvänt, dvs. den skall vara hög för utfüringsformen i fig', '5 och lâg för den i fig 1.', 'Om sã önskras kan en lösning för ökande av hudens ledningsförmäga', 'anbringas före rakningen- Denna kan exempelvis vara en saltlösning,', 'eller t.o.m. orent vatten, tillsammans med andra mer lyxbetonade ingre-', 'dienser i en ""preshave lotion"". Med ""orent vatten menas här annat än', 'destillerat vatten, dvs. vatten med elektriska laddningsbärare i form', 'av joner . Goda rakningsresultat kunna emellertid även erhâllas utan en', 'lösning av ovannämnda typ om en högre spänning användes.', 'Fig 8 visar en planvy av en alternativ utföringsform med tva an-', 'ordningar 51 och 52 för spridning av sma mängder av ett elektriskt le-', 'dande ämne pã det omrâde som skall rakas. Dessa anordningar äro anord-', 'nade intill skärhuvuden 53 och 54 mellan dessa huvuden. Liknande effek-', 'tiva lägen för nämnda anordningar vid de förut visade rakhuvudena inne-', 'fattar exempelvis tvâ sãdana spridningsanordningar utefter en av läng-', 'sidorna hos huvudet i fig 1, en lângsträckt spridningsanordriling i samma', 'läge, eller mellan vilka som helst av tva huvuden i fig 1.', 'Det ledande ämnet kan vara en tunn kräm eller vätska. Avsikten', 'är att ge ett lägt elektriskt motständ mellan elektroderna och skinnet', 'sã att den elektriska energin för resning av arrector pili-musklerna', 'kan utföra sin funktion under skärhuvudenas rörelser över det under rak-', 'ning stande omrâdet. Resningsverkan sprides frân elektrodernas närhet', 'i huvudsak cirkelformigt.', 'Spridningsanordningarna 51 och 52 kunna exempelvis vara av pã-', 'rullningstyp. Elektrisk ledande kulor 55 och 56 äro härvid roterbart', 'anordnade i behâllare 51 och 52 för spridning av det ledande ämnet i', 'dessa behallare, vilka kunna bestà av metall om deras montering är iso-', 'lerad frân apparatens andra metalldelar, eller helt av plast eller lik-', 'nande isolator, varvid en metallskruv eller dylikt ger elektrisk kon-', 'takt med det för spridning avsedda ämnet. Eftersom det ledande timnet', 'och den ledande delen av spridningsanordningen bildar en elektrod, är']"
7,"['304937', '7', 'r', 'varje bridningsanordning ansluten till en ""x"" klämma för anslutning till', 'en lämplig exciteringskrets. Spridningsanordningen kan vara försedd med', 'lämpliga medel för periodisk pafyllning, t.ex. ett snäppöppnat lock el-', '1er dylikt. Om sã erfordras p.g.a. den totala strukturen, kan kropparna', '51 och 52 vara avlägsningsbara för hand genom att ett lätt tryck an-', 'bringas pa dem eller dylikt.', 'En parullningsanordning, sãsom 51, 55, kan ha en rulle i stället', 'för den visade kulan som rörligt element. I vilket fall som helst', 'âstadkommes elektrisk anslutning över ett relativt stort omrâde när rak-', 'ningen utföres. I extremfallet kan en sâdan rulle vara lika lang som', 'nágon av rullarna 4-7 i fig 1 och kan ersätta nágon eller alla av dessa', 'rullar. Likasã kan varje kropp, sãsom 51, innehâlla en veke av absorbent', 'material, särskilt för kvarhällande av ett ledande ämne i form av en', 'vätska.', 'Medan de tvâ pârullningsanordningarna 51 och 52 i fig 8 användes', 'för ledning av elektrisk ström till och frân det rakade hudomradet, är', 'det även möjligt att använda en eller flera sûdana rullanordningar för', 'att antingen leda den elektriska strümmen till eller frân det rakade om-', 'râdet och att använda de förut beskrivna kontaktelementen, sâsom 1-3,', '4-7, 30, 33, 41 osv. som den andra kontakten för anslutning till en ""x""', 'klämma.', 'Vid utföringsformen i fig 9 användes en helelektrisk oscillator', 'istället för den elektromekaniska oscillatorn 21 i fig 3. Denna kan', 'lämpligen innehâlla en halvledaranordning, sãsom en enskiktstransistor', '60, som kan vara av typen 2N1671. Dess emitter 61 är ansluten till den', 'gemensamma förbindningspunkten mellan ett motstând 62 med en resistans', 'av storleksordningen 15 000 ohm och en kondensator 63 med en kapacitans', 'av storleksordningen 4 mikrofarad. Motständet och kondensatorn äro', 'kopplade över en spänningskälla, sûsom ett trevoltsbatteri 64. En ström-', 'ställare 65 är inlagd i serie med batteriet. Transistorns 60 ena bas 66', 'är ansluten till ett motstând 67 p& 220 ohm. Motständets andra klämma', 'är ansluten till batteriets 64 negativa klämma. Transistorns 60 andra', 'bas 68 är direkt ansluten till batteriets 64 positiva klämma (över', 'strönställaren 65) Denna krets bildar en oscillator, som ger impulser', 'med en repetitionsfrekvens inom omrádet 60 till 80 perioder per sekund.', 'Oscillatorimpulsen förstärkes av en transistor 70, som kan vara av', 'NPN-typen 2N1303. Dennas bas är direkt ansluten till transistorns 60', 'bas 66 och dess emitter är ansluten till batteriets 64 negativa klämma', 'och dess kollektor till primärlindningen 71 hos en utgangstransformator']"
8,"['8', '72 och därigenom till batteriets 64 positiva klämma. För att erhalla', 'den önskade topp-toppspänningen av storleksordningen 100 volt pa sekun-', 'därsidan 73, har transformatorn 72 ett översättningsförhallande pa cirka', '40-1.', 'Ett variabelt motstand 74 har en maximal resistans av storleks-', 'ordningen 5 000 - 10 000 ohm och medger reglering av den skinnet pã-', 'tryckta spänningen, sãsom förut nämnts. Eftersom skinnets effektiva', 'resistans strävar att reduceras när rakningen utföres över ett givet', 'omrâde, kan motständet 74 även utgöras av en konstant strömanordning,', 'eller ocksà kan en separat konstant strömanordning kopplas i serie med', 'det.', 'I denna utföringsform är topp-toppimpulsens pa 100 volt varaktig-', 'het endast av storleksordnsingen 1/15 av den totala tiden mellan impul-', 'serna. Sálunda är spänningens effektivvärde lagt, eller lägre än 20', 'volt.', 'Andra utföringsformer äro även möjliga. Sã kan exempelvis i stäl-', 'let för summeranordningen 21 en vibrator av den typ, som användes vid', 'rördrivna bilradioapparater användas, liksom även en vibrator med en', 'avstämningsgaffel för att ge en viss frekvens över den vanliga nät-', 'frekvensen.']"
9,"['304937', 'I', 'Patentkrav', '1.', 'Elektrisk rakapparat med anordning för resning av skägg-', 'resp. harstrana, innefattande en skäranordning (1, 2, 3; 31; 40; 53; 54),', 'k ä n n e t e c k n a d av att en vid apparatens bruk i ytkontakt med', 'huden anbringad elektrisk aktiveringselektrod (4, 5, 6, 7; 30; 40 eller', '51, 52) för resning av hären genom elektrisk stimulering av arrector-', 'pilimusklerna är anordnad i skäranordningens omedelbara närhet pa appa-', 'raten eller utgör atminstone en del av skäranordningen samt är ansluten', 'till ena polen hos en anordning (fig. 2, 3, 6, 7 eller 9) för alstring', 'av en pulserande lagspänning till vilken anordningens andra pol en lika-', 'ledes pa apparaten anordnad returelektrod (1, 2, 3; 32, 33; 41 eller 52,', '51) för kontakt med en kroppsdel är ansluten.', '2. Apparat enligt krav 1, k ä n n e t e e k n a d av att re-', 'turelektroden är belägen längre bort fran skäranordningen än aktiverings- -', 'elektroden.', '3. Apparat enligt krav 1 eller 2, k ä n n e t e e k n a d av', 'att nämnda anordning för alstring av en pulserande lag spänning inne-', 'fattar en växelströmskälla i serie med en halvvagslikriktaranordning för', 'likriktning av växelströmmen.', '4. Apparat enligt nágot av föregaende krav, k à n n e t e e K -', 'n', 'a d av att anordningen för alstring av en pulserande lagspänning är', 'inrättad att alstra negativa spänningsimpulser pa aktiveringselektroden.', '5. Apparat enligt krav 4, k ä n n e t e e K n a d av att spän-', 'ningsimpulserna ha en repetitionsfrekvens i omrâdet frân 30 till flera', 'hundra perioder/sekund.', '6.', 'Apparat enligt krav 1 eller 2, K à n n e t e C k n a d av', 'att anordningen för alstring av pulserande lägspänning innefattar', 'en', 'växelströmskälla och en helvagslikriktaranordning för likriktning av', 'växelströmmen.', '7.', 'Apparat enligt krav 1 eller 2, K à n n e t e c K n a d av', 'att anordningen för alstring av pulserande lägspänning innefattar ett', 'batteri i serie med en elektromekanisk anordning för brytning av ström-', 'men frän batteriet, samt en ledande impedans med ett lagt värde i för-', 'hallande till det under rakning stande skinnets impedans, vilken le-', 'dande impedans är seriekopplad med hatteriet och den elektromekaniska', 'anordningen och inkopplad mellan aktiveringselektroden och returelektro-', 'den för att ge tillräcklig ström fran batteriet för excitering av den', 'elektromekaniska anordningen.', '8. Apparat enligt krav 1, k ä n n e t e c k n a d av att an-']"
10,"['10', 'ordningen för alstring av pulserande lägspänning är inrättad att alstra', 'växelspänningsimpulser.', '9. Apparat enligt nãgot av föregaende krav, k ä n n e t e c k -', 'n a d av att den yta hos aktiveringselektroden som kontaktar skinnet', 'är mindre än den yta hos returelektroden som likaledes kontaktar ett', 'närliggande omrâde av samma skinn.', '10. Apparat enligt nágot av föregaede krav, k à n n e t e e K -', 'n a d av att densamma innefattar atminstone en anordning för spridning', 'av ett elektriskt ledande ämne pa det omrãde av skinnet som rakas, vil-', 'ken anordning bildar aktiveringselektroden och eturelektroden.', '11. Apparat enligt krav 10, k ä n n e t e c k n a d av att bâde', 'aktiverings- och returelektroderna innefatta medel för spridning av en', 'elektrolyt pã det omrâde av skinnet som rakas.', '12. Apparat enligt krav 1 eller 2, K ä n n e t e C k n a d', 'av', 'att anordningen för alstring av en pulserande lägspänning innefattar en', 'elektrisk oscillator med en spetsig utgängsvägform.', '13. Apparat enligt krav 12, k à n n e t e ck n a d av att oscil-', 'latorn innefattar en halvledaranordning samt resistiva och kapacitiva', 'elektriska kretselement anslutna till halvledaranordningen för bildande', 'av en vipposcillator.', 'ANFÖRDA PUBLIKATIONER:']"
