PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 321 339', 'Int CI', 'B 29 d 7/24 Kl. 39 a3 7/24', 'P.ans. nr 7200/67', 'Inkom den 23 V 1967', 'Giltighetsdag den', '23 V 1967', 'PATENT- OCH', 'Ans. allmänt tillgänglig den', '1 VII 1968', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '2 III 1970', 'Prioritet begärd frân den 24 V 1966', '(USA, 552 523)', 'CHEVRON RESEARCH COMPANY, SAN FRANCISCO, CAL. USA', 'Uppfinnare: L Chill', 'Ombud: N Larfeldt', 'Förfarande för orientering av stereoreguljär polypropenfilm enaxiellt i', 'längdriktningen', 'Föreliggande uppfinning avser ett nytt flerstegsförfarande för', 'enaxiell orientering av polypropylenfilmer mellan serier av valsar', 'med olika periferihastigheter.', 'Stereoregelbundna polypropylenfilmer kan orienteras för att ge', '5', 'desamma större draghällfasthet i orienteringsriktningen. Ett sätt för', 'orientering av sádan film är att sträcka den mellan valsar med olika', 'periferihastigheter. Medelst sádana organ har tunna propylenfilmer', 'orienterats enaxiellt i ett enda steg till dragningsförhallanden', '(förhällanden mellan periferihastigheter hos valsarna) upp till 6:1.', '10', 'I manga fall är emellertid filmer, vilka har draghällfastheter större', 'än de som erhâllas genom orientering till dragningsförhallander av', '6:1, eller mindre, önskvärda eller väsentliga. Ytterligare dragning', 'kan öka draghällfastheten. Om man försöker med en enda sträckning mel-', 'lan valsarna, kommer det tillsatsarbete, som krävs för att nã dessa', '15', 'högre förhällanden, att bringa filmtemperaturen att stiga väsentligt', 'ovanför den som önskas för orientering. Dessa höga temperaturer kan', 'bringa filmen att brista, och att utsättas för felaktig dragning,', 'breddvariationer och laga ökningar i filmhallfastheten. Dessa brist-', 'fälligheter är speciellt vanliga vid höga filmhastigheter (över cirka', '20', '12 m per minut gjuthastighet).']"
2,"['2', 'Ett nytt flerstegsförfarande avses vid föreliggande uppfinning,', 'genom vilket polypropylenfilmen kan orienteras enaxiellt till slutliga', 'dragningsförhällanden inom omrádet fran 6:1 upp till fibrillering,', 'vanligen cirka 7:1 till 13:1 under förhällanden, vid vilka kontroll', '5', 'över filmtemperaturen och den väg, över vilken filmen drages, erhälles.', 'Genom detta nya förfarande kan film av likformig tjocklek inom omrädet', '2', ""0,0076-0,076 mm med längsdraghallfastheter upp till 5.270 kg/cm' och"", 'även större erhâllas. Förfarandet erbjuder den ytterligare fördelen', 'att det kan anpassas till breda filmer och hoga filmhastigheter.', '10', 'Detta nya förfarande för orientering av stereoregelbunden poly-', 'propylenfilm enaxiellt i längsriktningen till dragningsförhällanden', 'mellan cirka 6:1 och fibrillering sker i tvã eller flera successiva', 'orienteringssteg, företrädesvis tva eller tre. För högre dragningsför-', 'hallanden inom detta omrâde är det önskvärt att använda mer än tva', '15', 'steg.', 'Det första steget inbegriper dragning av filmen adiabatiskt över', 'en kort, linjär dragspännvidd till ett dragningsförhällande av cirka', '2:1 till 5:1. I det eller de följande stegen drages filmen ytterligare', 'till ett slutligt dragningsförhallande inom storleksordningen cirka', '20', '6:1 och fibrillering. Det eller de följande stegens dragningar sker', 'emellertid väsentligen isotermiskt över en längre, delvis bagformig', 'bana, varvid det mesta arbetet som krävs för att orientera till dessa', 'slutliga förhällanden sker i det eller de följande stegen.', 'I det första steget föres gjuten film med tjockleken cirka', '25', '0,05-0,5 mm mellan en klämvals och en matarvals. Matarvalsen är inuti', 'upphettad till mellan cirka 93 och 138°C företrädesvis 127 och 138°C.', 'Dess periferihastighet är väsentligen lika med gjuthastigheten, som', 'vanligen är cirka 1,5-45,7 m per minut. Kontakttiden för filmen och', 'matarvalsen är tillräcklig för att upphetta filmen till inom 5°c rela-', '30 tivt valsen. Filmen drages sedan mellan matarvalsen och en dragvals.', 'Dragning sker över en kort linjär sträcka definierad genom det tangen-', 'tiella minimimellanrummet mellan matarvalsen och dragvalsen. För valsar', 'av konventionell storlek, dvs mindre än cirka 51 cm i diameter, är', 'denna bana vanligen cirka 5,8 till cirka 76,2 mm lang pa linjär basis,', '35', 'vanligast 5,8-50,8 mm lang. Periferihastigheten för dragvalsen är', 'cirka 2-5 gänger, företrädesvis cirka 4 gänger, den för matarvalsen.', 'Dragvalstemperaturen bibehalles under cirka 93°C. Normalt halles den', 'vid 10-93°C, företrädesvis 60-82,2°C. Fran denna dragvals kan filmen', 'föras direkt till närmast följande dragningssteg.', '40', 'I det följande steget drages filmen under förhällanden, som med-', 'ger noggrann kontroll av filmtemperaturen. Filmen kommer först i kontakt']"
3,"['3', 'med en upphettad vals med en temperatur mellan cirka 126 och 160°C', 'företrädesvis 126 och 151°C Dess periferihastighet är väsentligen lika', 'med den för det första stegets dragvals. Kontakttiden är tillräcklig', 'för att uppvärma filmen till minst 5°C relativt den upphettade valsen.', '5', 'Filmen föres sedan till en dragvals med en periferihastighet, som är', 'tillräckligt större än den upphettade valsens för att ge den önskade', 'storleken pa dragningen. Da endast tva orienteringssteg utnyttjas,', 'kommer de att vara 1,2 till 5 gänger, företrädesvis 2 gänger den för', 'den upphettade valsen. Dragningen astadkommes över en delvis bagformig', '10', 'bana, som är minst cirka 15 cm lang pã linjär basis. Banan definieras', 'genom den bâge, över vilken filmen sträcker sig i kontakt med den upp-', 'hettade valsen och det minimala tangentiella mellanrummet mellan den', 'upphettade valsen och dragvalsen. Denna bâge pâverkas genom den upp-', 'hettade valsens temperatur, diameter och yta liksom det första stegets', '15 orienteringsförhallanden.', 'Det följande stegets dragvalstemperatur är icke kritisk och den', 'bibehalles vanligen inom omrádet 10-93°C.', 'Huvuddelen av dragningen i det följande steget sker under det att', 'filmen befinner sig i kontakt med den upphettade valsen. Följaktligen', '20', 'fungerar den upphettade valsen fran början sãsom ett upphettningsmedel', 'och sedan som en värmebortföringsde] för att upptaga värme, som alstras', 'genom dragningen. Pã detta sätt kontrolleras filmtemperaturen under', 'dragningen.', 'Polypropylenfilmen, som orienteras genom detta förfarande, kan', '25 strängsprutas och gjutas genom konventionella medel. Polypropylen kan', 'exempelvis smältas vid cirka 230-288°C i ett spruthuvud med en slits-', 'dragskiva. Den kan sedan sprutas genom dragskivan vid önskad hastighet', 'och tjocklek. Den sprutade filmen kan gjutas genom att den fär passera', 'över en eller flera kylda gjutvalsar.', '30', 'Den gjutna polypropylenfilmen kan matas direkt till det första', 'orienteringssteget enligt uppfinningen. Kontakttiden för filmen och', 'det första stegets matarvals beror pa längden av den bage, över vilken', 'filmen star i kontakt med valsen, och gjuthastigheten. Vid högre gjut-', 'hastigheter kan det vara svart att fa tillräcklig värmeöverföring', '35', 'fran valsen till filmen för att bringa filmen till inom 5°C för valsen.', 'Under sâdana förhällanden kan det vara önskvärt att använda hjälpupp-', 'värmningsorgan för att partiellt uppvärma filmen, innan den när den', 'upphettade valsen. Detta kan astadkommas genom att föra filmen över', 'förupphettningsvalsar eller genom en upphettad zon, it ex en ugn. Lika-', '40', 'ledes kan det vara önskvärt att använda förupphettningsorgan i samver-', 'kan med följande stegs upphettade vals.']"
4,"['4', 'Filmen klämmes mot matarvalsen i det första steget, sã att väsent-', 'ligen all dragning sker i det tangentiella mellanrummet mellan matar-', 'valsen och dragvalsen. Eftersom denna dragning sker snabbt över mycket', 'kort luftgap är den väsentligen adiabatisk. Det har visat sig att om', '5', 'filmen medges att dragas över valsen likaväl som luftgapet, felaktig', 'kontraktion sker i alla stegen och att filmbrott ofta uppkommer i', 'följande steg.', 'Vid gjutningstemperaturer kan det även vara önskvärt att klämma', 'filmen nära dess kontaktpunkt med det första stegets dragvals och det', '10', 'följande stegets upphettade vals.', 'Dragvalsar eller en klärivals i följande stegs dragvalsserie kan an-', 'vändas för att astadkomma. den dragning, som är nödvändig för att', 'orientera i det följande steget.', 'Det första stegets matnings- och dragvalsar och det följande', '15 stegets upphettade vals och dragvals är lämpligen framställda av jämna', 'eller polerade material med en hög värmeöverföringskapacitet. Exempel', 'pa sãdana material är polerade pläterade stal, satinpolerade stâl och', 'aluminium. Klämvalsarna göras lämpligen av jämna elastiska material', 'sãsom gummi eller plast.', '20', 'Det första stegets matarvalsdiameter och det följande stegets upp-', 'hettade valsdiameter har sãdant förhällande till filmhastigheten och', 'banan att tillräcklig kontakttid mellan filmen och respektive valsar', 'erhälles. Diametern hos följande stegs upphettade vals kommer även att', 'vara korrelerad med den önskade dragningsbanan. Det följande stegets', '25 upphettade vals har en diameter, som normalt är atminstone cirka', '7,6 cm. Dragvalsdiametrarna för de första och efterföljande stegen är', 'icke kritiska.', 'Olja, ânga, elektricitet eller andra acceptabla medel kan användas', 'för att uppvärma det första stegets matarvals och det följande stegets', '30', 'upphettade vals inuti.', 'Den polypropylen, som användes vid detta förfarande, har atminstone', '85% stereoregularitet och vanligare minst 95% stereoregularitet. Denna', 'propylen är väsentligen olöslig i &terloppsheptan. Den inneboende', 'viskositeten för denna polypropylen ligger generellt inom omrädet', '35', '2-4 dl/g, vanligen cirka 2-3 dl/g (mätt i dekalin vid 135°C). Som jäm-', 'förelse ligger dess smältströmningshastighet inom omrádet cirka', '0,1-12 g/10 minuter och vanligare 2-10 g/10 minuter. (Mätt genom ASTM', 'D 1238-57T, 2160 g belastning vid 230°C).', 'Den polypropylen, som användes vid uppfinningen, kan även innehâlla', '40 mindre delar andra hartser, U V-stabilisatorer, antioxidanter, värme-', 'stabilisatorer, smörjmedel, färgacceptorer, pigment, färgämnen och']"
5,"['5', '321339', 'liknande.', 'Uppfinningen skall ytterligare närmare beskrivas i anslutning till', 'bifogade ritning. Ritningen avser en schematisk sidvy av organ, medelst', 'vilka polypropylen kan orienteras enaxiellt i de tva stegen enligt', '5', 'uppfinningen Det första orienteringssteget innefattar valsar 2, 3, 4', 'och 5, och det andra steget innefattar valsar 6, 7, 8, 9 och 10.', 'Den gjutna filmen 1 föres mellan klämvalsen 2 och den upphettade', 'matarvalsen 3. Da filmen rör sig i kontakt med valsen 3 upptager den', 'värme. Filmen sträckes i det tangentiella mellanrummet mellan valsen', '10', '3 och dragvalsen 5. Förhällandet mellan periferihastigheterna för val-', 'sen 5 och valsen 3 är cirka 2:1 - 5:1. Klämvalsen 4 är valfri och kan', 'användas vid hög gjuthastighet. Genom kontakt med valsen 5 kyles filmen', '1 och sträckningen avslutas. Frän valsen 5 föres filmen 1 till det', 'andra steget.', '15', 'I det andra steget uppvärmes filmen, dã den rör sig i kontakt med', 'den upphettade valsen 7. Klämvalsen 6 är valfri och kan användas vid', 'höga gjuthastigheter. Filmen drages genom den kombinerade verkan av', 'dragvalsen 9 och klämvalsen 10. Dragvalsen 9 har en periferihastighet', 'av cirka 1,2-5 gänger den för valsen 7. Klämvalsen 10 förankrar filmen', '20', 'mot valsen 9, sã att denna sträcker filmen. Klämvalsen 8 är valfri och', 'kan föras till ingrepp för höghastig drift. Dragning sker över periferin', 'hos valsen 7 liksom även mellan valsen 7 och valsen 9. Filmhastighets-', 'mätningar visar att huvuddelen av sträckningen i det andra steget sker', 'under det att filmen befinner sig i kontakt med valsen 7.', '25', 'Följande exempel tjänar för att belysa särskilda utföranden av', 'uppfinningen.', 'Exempel 1', 'Polypropylen (95%, olöslig i âterloppsheptan) innehallande 1 vikts-', 'procent grafit smältes i ett vanligt spruthuvud, sprutades och gjöts', '30 med hastigheten 3 m per minut sãsom en flat, tunn film. Den gjutna', 'filmen fick passera mellan en klämvals och en matarvals med diametern', '8,9 cm upphettad inuti till cirka 135°C. Filmen drogs genom en drag-', 'vals med diameter 8,9 cm till ett dragningsförhallande av cirka', '3,2:1. Väsentligen adiabatisk dragning uppträdde över det ungefär', '35', '10 mm breda minimala tangentiella mellanrummet mellan matarvalsen och', 'dragvalsen.', 'Fran dragvalsen fördes filmen till en förupphettningsvals, som', 'uppvärmdes inuti till cirka 107°C. Efter föruppvärmningen fördes fil-', 'men över en vals med diametern 8,9 cm, som inuti upphettades till cirka', '40', '140°C och hade en periferihastighet a.v ungefär 9,8 m per minut. Filmen', 'drogs sedan av en dragvals med diametern 8,9 cm med en periferihastig-']"
6,"['6', 'het av cirka 21 m per minut, varvid erhölls ett slutligt dragningsför-', 'hallande av cirka 7:1. Huvuddelen av dragningen skedde medan filmen', 'befann sig i kontakt med den upphettade valsen. Det minimala tangentiel-', 'la mellanrummet mellan den upphettade valsen och dragvalsen var 3,4 cm.', 'Den resulterande orienterade filmen har en medeltjocklek av', '0,031 mm. Dess draghällfasthet (mätt genom dragning till bristning) var', '4.120 kg/cm².', 'Exempel 2', 'Under användning av den generella i exemplet 1 beskrivna metoden', 'orienterades gjuten polypropylenfilm enaxligt till ett slutligt drag-', 'ningsförhällande av 7,6:1. Periferihastigheten för det andra stegets', 'dragningsvals var 23 m per minut i stället för 21 m per minut.', 'Den resulterande filmen hade en medeltjocklek av 0,033 mm och en', 'draghällfasthet av 4.260 kg/cm².', 'Exempel 3', 'Under användning av den allmänna metoden i exemplet 1 med poly-', 'propylen icke innehallande grafit, orienterades gjuten film till ett', 'slutligt dragningsförhällande av 8:1. Periferihastigheten för det', 'första stegets dragvals var 12 m per minut i stället för 9,8 m per', 'minut och det andra stegets dragningsvals hade periferihastigheten', '24 m per minut i stället för 23 m per minut.', 'Den orienterade filmen hade en medeltjocklek av 0,025 mm och en', 'draghällfasthet av 4.795 kg/cm².', 'Exempel 4', 'Genom det generella förfarandet enligt exemplet 1 orienterades', 'gjuten polypropylenfilm enaxligt till ett slutligt dragningsförhällan-', 'de av 9,5:1. Jämfört med periferihastigheterna i exemplet 1 drevs den', 'första dragvalsen vid 12 m per minut och den andra dragvalsen vid', '29 m per minut. Den orienterade filmen hade en medeltjocklek av', '0,038 mm och en draghällfasthet av 5.026 kg/cm².', 'Exempel 5', 'Genom det allmänna förfarandet enligt exempel 1 men med det första', 'stegets matarvals och det andra stegets uppvärmda vals ersatta med', 'valsar med diametern 15 cm orienterades polypropylenfilm, som gjöts', 'med 9 m hastighet per minut, enaxligt till ett slutligt dragningsför-', 'hallande 7,6:1. Jämfört med periferihastigheterna i exempel 1 drevs', 'den första dragvalsen vid 29 m per minut och den andra dragvalsen vid', '69,5 m per minut. Temperaturen för förvärmningsvalsen var 121°C i', 'stället för 107°C.', 'Exempel 6', 'Med hjälp av förfarandet enligt exemplet 5 orienterades polypropy-']"
7,"['321339', 'lenfilm, som gjöts med hastigheten 15 m per minut, enaxligt till ett', 'slutligt dragningsförhällande av 7,6:1. Jämfört med periferihastigheter-', 'na enligt exemplet 5 drevs det första stegets dragvals vid 49 m per', 'minut och det andra stegets dragvals vid 116 m per minut.', '5', 'Exempel 7', 'Jämförelsekörningar utfördes, vid vilka polypropylenfilm gjöts', 'vid 9 m per minut och orienterades i ett enda steg till dragningsför-', 'hällanden 6:1 och 6,5:1. Den apparat, som användes vid denna enstegs-', 'orientering var väsentligen densamma som den som beskrivits vid det', '10', 'andra stegets apparat enligt exemplet 5. Vid ett dragningsförhâllande', 'av 6:1 uppträder da och da filmsidbristningar. Vid 6,5:1 uppträder', 'ofta filmsidbristningar orsakande otaliga avbrott i filmframställning-', 'en.', 'Exempel 8', 'Polypropylenfilm gjöts med hastigheten 5,1 m per minut och orien-', '15', 'terades i tre steg till ett slutligt Iragningsförhällande av cirka', '12:1. Den apparat, som användes vid denna trestégsorientering var', 'den enligt exemplet 5 med tillfogande av en ytterligare serie valsar,', 'identiskt med dem som användes vid det andra steget i exempel 5. Tem-', 'peraturen för det tredje stegets upphettade vals var 150°C. Periferi-', '20', 'hastigheterna för de drivna valsarna i varje steg var för det första', '25 m per minut, för det andra 47 m per minut och för det tredje', '68 m per minut.', 'Filmer framställda i enlighet med uppfinningen kan användas för', 'framställning av repprodukter, tvinnat garn och andra liknande produk-', '25', 'ter.', 'Det är uppenbart för fackmannen att olika modifikationer kan', 'vidtagas vid uppfinningen i förhällande till vad som ovan beskrivits', 'och diskuterats utan att ramen för uppfinningstanken för den skull', 'överskrides.']"
8,"['8', 'Patentkrav', '1. Förfarande för orientering av stereoreguljär polypropenfilm', 'enaxiellt i längsriktningen till ett slutligt Iragningsförhâllande inom', 'omrädet 6:1 upp till fibrillering i tva eller flera successiva oriente-', 'ringssteg, k ä n n e t e c k n a t av att i det första orienterings-', 'steget den gjutna filmen av tjockleken 0,05-0,5 mm bringas att passera', 'med en hastighet av minst cirka 12 m per minut mellan en klämvals och', 'en matarvals med en temperatur mellan 127 och 138°C, varvid kontakt-', 'tiden mellan filmen och matarvalsen är tillräcklig för att uppvärma', 'filmen till inom atminstone cirka 5°C av matarvalstemperaturen och', 'dragning av filmen sker genom en cirka 5-76 mm lang linjär bana definie-', 'rad genom det tangentiella minimimellanrummet mellan matarvalsen och', 'en första dragvals med en temperatur av virka 10-93°C och en periferi-', 'hastighet av cirka 2-5 gänger den för matarvalsen och vid atminstone', 'ett ytterligare orienteringssteg dragning av filmen sker till dess', 'slutgiltiga Iragningsförhâllande över en upphettad vals och mellan', 'nämnda upphettade vals och en dragvals för att &stadkomma dragning över', 'en delvis bagformig bana, atminstone cirka 15 cm läng pã linjär basis,', 'och som definieras av den bage, över vilken filmen sträckes i kontakt', 'med den upphettade valsen och det tangentiella minimimellanrummet mel-', 'lan den upphettade valsen och dragvalsen, varvid huvuddelen av nämnda', 'dragning sker över nämnda bâge, varvid den upphettade valsen har', 'en', 'temperatur mellan 127 och 160°C och en periferihastighet väsentligen', 'lika med den för dragvalsen hos föregaende orienteringssteg, varvid', 'dragvalsen har en periferihastighet, som är större än den för den upp-', 'hettade valsen och en temperatur av virka 10-93°C och kontakttiden för', 'filmen och den upphettade valsen är tillräcklig för att upphetta filmen', 'till inom âtminstone cirka 5°c a.v den upphettade valsens temperatur.', '.2. Förfarande enligt krav 1, k ä n n e t e c k n a t av att det', 'finns endast ett ytterligare orienteringssteg och att periferihastig-', 'heten för dragvalsen i det ytterligare orienteringssteget är cirka', '1,2-5 gänger den för den uppvärmda valsen.', '3. Förfarande enligt krav 2, k ä n n e t e c k n a t av att det', 'slutliga dragningsförhâllandet är cirka 8:1, varvid periferihastigheten', 'för den första dragvalsen är cirka 4 gänger den för matarvalsen och', 'periferihastigheten för dragvalsen hos det ytterligare orienterings-', 'steget är cirka 2 gänger den för den upphettade valsen.', '4. Förfarande enligt krav 2, k ä n n e t e c k n a t av att tem-', 'peraturen för matarvalsen ligger mellan 127 och 138°C och temperaturen', 'för den upphettade valsen ligger mellan 127 och 146°c.', '5. Förfarande enligt krav 1, k ä n n e t e c k n a t av att', 'ytterligare tva orienteringssteg är anordnade.']"
9,"['321339', 'ANFÖRDA PUBLIKATIONER:', 'Storbritannien 981 849', 'USA 3 076 232 (264-288)']"
10,"['6', '2', '3', 'I', '5', '9', '1', '1', '(4)', '8', '10']"
