PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 321 024', 'Int CI', 'H 02 n 4/02', 'Kl. 21 d1 5', 'P.ans. nr 14541/65', 'Inkom den 10 XI 1965', 'Giltighetsdag den', '10 XI 1965', 'PATENT- OCH', 'Ans. allmänt tillgänglig den', '1 VII 1968', 'EGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '23 II 1970', 'Prioritet begärd frân den 16 XI 1964', '(USA, 411 413)', 'AVCO CORPORATION, NEW YORK, N.Y. USA', 'Uppfinnare: W E Powers jr, M E Novack och P R Blackburn', 'Ombud: L Brann', 'Magnetohydrodynamisk anordning', 'Föreliggande uppfinning hänför sig till magnetohydrodynamiska', '(i det följande betecknade sãsom MHD-) anordningar.', 'MHD-anordningar innefattar generatorer för alstring av elektrisk', 'effekt och acceleratorer för accelerering av varma gaser. Av lämplig-', 'hetsskäl beskrives uppfinningen i samband med en MHD-generator, men', 'fackmannen inser uppfinningen icke är inskränkt till detta användnings-', 'omrade.', 'I största allmänhet innefattar en MHD-generator en kanal, genom', 'vilken elektriskt ledande gas med hög temperatur flyter med hög hastig-', 'het. Ett magnetfält är anordnat genom kanalen, företrädesvis vinkelrätt', 'mot gasflödets riktning. Gasens rörelse i förhâllande till magnetfältet', 'alstrar en elektromotorisk kraft i rät vinkel mot sâväl gasflödets som', 'magnetfältets riktning. Om ström flyter pá grund av denna elektromotor-', 'iska kraft, föreligger ytterligare en andra elektromotorisk kraft, som', 'beskrives närmare härnedan. Den första elektromotoriska kraften kan', 'användas för âstadkommande av ett strömflöde mellan motstaende elek-', 'troder, vilka är i förbindelse med gasströmmen, och genom till elek-', 'troderna anslutna belastningskretsar.', 'Eftersom potentialskillnader föreligger i NHD-anordningar, av', 'vilka en användes för alstring av nyttig uteffekt, mâste kanalväggarna']"
2,"['2', 'vara konstruerade pa sâdant sätt att intern kortslutning av den poten--', 'tialskillnad undvikes, som användes för alstring av nyttig uteffekt.', 'En MHD-accelerator är i alla praktiska avseenden samma apparat', 'som en MHD-generator med den skillnaden att effekt tillföres elektro-', 'derna i en accelerator i stället för att effekt uttages frân elektro-', 'derna som i en generator.', 'Man känner till en väggkonstruktion för MHD-anordningar, där ele-', 'ment med god termisk ledningsförmäga är riktade vinkelrätt mot väggens', 'yta.', 'Dessa element är elektriskt isolerade mot varandra, sã att ström-', 'flöde genom väggen parallellt med dess yta icke är möjlig. Dessutom är', 'varje ledande element sã dimensionerat, att potentialskillnaden över', 'elementet är lägre än den potential som erfordras för alstring av en', 'ljusbagsurladdning frân gasen till elementet. Sáledes verkar hela', 'väggen bâde beträffande elektroderna och den därmed samverkande gas-', 'strömmen sãsom en elektrisk isolator med goda värmeledningsegenskaper.', 'I', 'en utföringsform av den kända väggkonstruktionen är elektriskt iso-', 'lerande kylmedelstuber anordnade utmed plan med samma potential för', 'erhällande av en kylning av kanalväggen. I vissa fall kan tuberna sträc-', 'ka sig i det närmaste parallella med varandra nära kanalens inlopp,', 'men vara avböjda tvärs över öppningen för gasflödet nära kanalens ut-', 'gang. Eftersom var och en av ledningarna eller tuberna sträcker sig', 'utmed ett plan eller en yta, där potentiallikhet föreligger i gas-', 'strömmen, kommer icke nâgon ström att flyta i ledningarnas eller tuber-', 'nas längdriktning. A andra sidan befinner sig var och en av dessa led-', 'ningar vid en annan potential än de andra ledningarna. För förhindrande', 'av kortslutning av ledningarna genom de samlingsledningar till vilka', 'de är anslutna, är isolerade kopplingar anordnade i ledningarna. Kort-', 'slutning mellan ledningarna vid gasströmmens yta förhindras genom', 'eldfast material.', 'Föremälet för föreliggande uppfinning är en MHD-anordning med', 'en kanal för ledande av en elektriskt ledande gas genom ett magnetfält', 'och ett flertal mittemot varandra anordnade elektroder i förbindelse', 'med gasen för ledande av elektricitet, som alstrats genom gasens rörel-', 'se i förhällande till magnetfältet, varvid i varje given punkt i', 'kanalen en resulterande elektrisk fältgradient föreligger, som är den', 'vektoriella summan.av en första elektrisk fältgradient vinkelrätt mot', 'riktningen för gasflödet vid den givna punkten och en andra elektrisk', 'fältgradient parallell med gasflödets riktning vid varje sádan given', 'punkt, varvid âtminstone en del av kanalen begränsas av ett flertal mot']"
3,"['321024', 'värme motstândskraftiga, icke magnetiska och elektriskt ledande plattor,', 'som ör anordnade sida vid sida och snedställda mot kanalens längdaxel', 'och är elektriskt isolerade mot varandra, vilka plattor har varsin cen-', 'tral öppning, vars ytor utgör delar av kanalens ytor, att varje platta', 'har en kanal för ett kylmedel, varvid âtminstone vissa av plattorna', 'skär ett flertal av nämnda resulterande elektriska fältgradienter och', 'ligger i huvudsak vinkelrätt mot nämnda resulterande fältgradienter', 'vid skärningsställena, varvid ett mot varandra vänt par av nämnda', 'elektroder uppbäres av varje platta vid dess centrala hals ytor.', 'Det har redan nämnts att potentialgradienter föreligger tvärs', 'genom generatorkanalen mellan motstaede elektroder. Beroende pà', 'generatorns konstruktion och driftssätt kan andra potentialer, som', 'härrör frân ""Hall-fältet"" parallellt med kanalens längdriktning förekom-', 'ma i gasströmmen, och dessa potentialer tillsammans med de tvärs över', 'kanalen föreliggande potentialgradienterna bildar ovan nämnda resul-', 'terande elektriska fältgradienter. Föreliggande uppfinning verkar till', 'att förhindra kortslutning av dessa potentialer, sãsom kommer att', 'beskrivas närmare.', 'En anod och en katod uppbäres av och i elektrisk beröring med', 'mittemot varandra anordnade delar av varje för gasen utsatt platta.', 'När plattorna är snedställda i en vinkel mot gasflödets riktning ástad-', 'kommes sáledes med nödvändighet ett flertal i varandra insatta serie-', 'kretsar, och det är endast nödvändigt att ansluta belastningskretsarna', 'till lämpliga plattor vid kanalens ändar uppströms och nedströms. Följ-', 'aktligen erhâlles en betydande minskning a.v. antalet elektrodtillförsel-', 'tradar. Eftersom kylkanalerna är anordnade i plattorna kan ett flytande', 'kylmedel, som exempelvis kan men icke nödvändigtvis behöver vara vatten', 'under högt tryck, användas för upprätthällande av en säker driftstempe-', 'ratur i kanalen. Slutligen kan framhâllas att föreliggande uppfinning', 'underlättar hopsättning och handhavning av en MHD-kanal, eftersom', 'plattorna kan utbytas utan att hela kanalaggregatet behöver isärtagas.', 'Uppfinningen förklaras närmare med ledning av bifogade ritningar,', 'i', 'vilka fig. 1 är en schematisk franställning av en MHD-generator, i', 'vilken föreliggande uppfinning kan användas med fördel, fig. 2 är en', 'vektoriell framställning av ström-, magnetfälts- och gashastighets-', 'betingelserna inom en MHD-generator, där Hall-fältet är negligerbart,', 'fig. 3 är en vektoriell framställning av betingelserna beträffande', 'det elektriska fältet, strömmen, magnetfältet och hastigheten i en', 'MHD-generator, i vilken Hall-fältet är betydande, fig. 4 visar för-', 'hâllandet mellan den vektoriella framställningen av de elektriska']"
4,"['4', 'fälten enligt fig. 3 och en del av en yta med lika stor potential i', 'en TTHD-generatorkanal, fig. 5 är en schematisk framställning av kanalen', 'i MHD-anordning enligt föreliggande uppfinning, där Hall-fältet är', 'betydande och det inducerade fältet är förhällandevis likformigt, fig.', '6 är en perspektivvy av en grupp av plattor, vilka begränsar kanalen,', 'fig. 7 är en tvärsektion utmed linjen 7-7 av plattorna enligt fig. 6,', 'fig. 8 är en partiell schematisk framställning med vissa delar bort-', 'brutna och visar detaljer av den i fig. 5 visade kanalen och fig. 9', 'är en tvärsektion av en annan platta.', 'I fig. 1 visas en MHD-generatoranordning, som innefattar en', 'generatorkanal 1, med vilken är samordnade ett flertal motstaende', 'elektroder 2 och 3, vilka är elektriskt kopplade med yttre belastnings-', 'kretsar 4 och 5. Kanalen omgives pa utsidan av en elektriskt ledande', 'spole 6, som kan matas fràn en spänningskälla V, som kan vara av helt', 'konventionell beskaffenhet, exempelvis en ej visad hjälpgenerator,', 'eller själva MHD-generatorn, för alstring a.v ett likriktat magnetfält', 'genom kanalen vinkelrätt mot papperets plan. En förbränningskammare 7', 'matar kanalen med en gasström med hög temperatur och hög hastighet i', 'riktning för pilen 8, och gasen avgâr frân kanalen vid utloppet 9.', 'Förbränningskammaren kan matas med varje lämpligt bränsle, exempelvis', 'pulveriserat kol eller eldningsolja, och med ett förbränningsfrämjande', 'medium, exempelvis luft, rent syre eller en syre-kväve-blandning med', 'större syrehalt än luft. Anordningarna för tillförsel av bränsle och', 'det förbränningsfrämjande mediet visas i form av anslutningar 10 och 11.', 'För erhällande av förbättrad ledningsförmäga hos gasströmmen kan i', 'förbränningskammaren genom ledningsanslutningen 12 införas ett lätt', 'joniserbart ""ympämne"" t.ex. natrium, kalium eller cesium eller dessas', 'salter, vanligtvis i en mängd understigande 1 of av bränslets vikt. Vid', 'inträdet i generatorkanalen kan gasen ha en temperatur överstigande', '2760°c.', 'Vektordiagrammet i fig. 2 indikerar att gasen rör sig med hastig-', 'heten V genom det tvärgäende magnetfältet B. Genom den ledande gasens', 'samverkan med magnetfältet alstras en potentialgradient i gasströmmen,', 'som är den vektoriella produkten V x B i en riktning vinkelrätt mot', 'bâde gasens rörelseriktning och riktningen för magnetfältet. Pa grund', 'av belastningen samt spänningsfall vid elektroderna är det elektriska', 'fältet E mellan elektroderna motsatt mot och nâgot mindre än V X B och', 'kan uppgà till omkring 0,5 - 0, ggr värdet V x B. Parallellt med', 'V X B-vektorn i fig. 2 visas j-vektorn, som indicerar ett strömflöde', 'genom den ledande gasen mellan el.ektroderna.']"
5,"['5', 'V x B-potentialgradienten föreligger inom gasströmmen och', 'kortslutes genom generatorkanalens sidoväggar, sávida de icke är', 'elektriskt oledande.', 'I fig. 3 visas betingelserna. beträffande strömmen, magnetfältet', 'och potentialen i en gas, där Hall-fältet är betydande.', 'Här kan nu Hall-fältets uppkomst förklaras. Man kan utgá frân', 'att den gas som rör sig genom generatorkanalen är ett nágot joniserat', 'plasma, som har ett i huvudsak lika stort antal positiva joner och', 'elektroner. Eftersom elektronerna är betydligt lättare än jonerna, har', 'de betydligt större rörlighet i ett elektronfält och uppbär större', 'delen av strömmen. Strömflödet melilan motstâende clektroder är sâledes', 'främst beroende av elektronflödet. Avdriftshastigheten för elektronerna,', 'Ye är given genom följande ekvation:', '=', '(1)', 'där', 'j = strömtäthet (amp./m²)', 'ne = elektrontäthet (m-3)', 'e = elektronladdning (coulomb)', '.', 'Det bör emellertid observeras, att elektronernas arbetshastighet', 'är vinkelrätt mot magnetfältet B. Härigenom induceras ett elektriskt', 'fält, som är känt sãsom \'Hall-fältet"" EfI utmed kanalens längdriktning.', 'Ex-fältet i volt/m kan beräknas frân följande ekvation:', 'E H = e )', '(2)', 'där', 'Wo = elektroncyklotronhastighet (sek-1)', 'e', 'To = genomsnittlig elektronkollisionstid (sek)', 'e', '&', '=', '(Icke dimensionell)', 'E = elektriska fältet mellan elektroderna (volt/m)', 'Av fig. 3 framgar att gashastigheten även här betecknas som V', 'och magnetfältet som B. Sãsom beskrivits med hänvisning till fig. 2', 'induceras V x B-potentialgradienten till följd ay gasens rörelse genom', 'fältet. Härigenom alstras ett elektriskt fält E i gasen mellan de mot-', 'stande elektroderna. Hall-fältet Ey i gasen är emellertid riktat ut-', 'med axeln eller riktningen för gasströmmens flöde i riktning mot dess', 'rörelse. Det resulterande elektriska fältet ER i gasen är sãledes rik-', 'tat i en vinkel mot gasströmmens riktning.', 'Hos gaser, vilka är praktiskt intressanta för användning i MHD-', 'generatorer, kan Hall-fältet vara ganska stort, nágon gang tvà á tre']"
6,"['6', 'gânger storleken av V X B. Om en elektriskt ledande bana föreligger,', 'utmed vilken Hall-fältet kan ästadkomma strömflöde, uppstar en', 'minskning av den elektriska ledningsförmägar i riktning för motstäende', 'elektroder, varigenom den totala generatorprestationen försämras. Genom', 'föreliggande uppfinning erhälles en ny konstruktion för generatorkana-', 'len, som förhindrar flöde av ström i väggens plan under inverkan av det', 'resulterande elektriska fältet. Till följd därav kan strömflödet in-', 'skränkas till gasbanan mellan de motstaende elektroderna. Sadant ström-', 'flöde indikeras genom vektorn j i fig. 3.', 'Av fig. 2 och 3 framgâr att föreliggande uppfinning förhindrar', 'kortslutning icke endast av Hall-fältet Eff utan även av den resulteran-', 'de fältgradienten ER (resultanten av det elektriska fältet E och Hall-', 'fältet Epi) genom generatorkanalens sidoväggar. Samtidigt uppvisar', 'väggarna tillräcklig termisk ledningsförmäga eller kylning, för att', 'deras temperatur skall minskas till ett driftssäkert omrâde.', 'Av fig. 4 framgär att vektordiagrammet för potentialgradienterna', 'enligt fig. 3 visas med tillägg av en del av en yta, betecknad sãsom S,', 'som är vinkelrät mot det resulterande elektriska fältet Ex. Den lokala', 'lutningen för ytan S, som enligt ovan givna förklaring ligger vinkel-', ""rätt mot det resulterande fältet I''' erhälles genom ekvationen:"", '= tan 1 e e (1-d) x', '(3)', 'Det framgar även att i fig. 4 vinkeln B kan bestämmas', 'icke', 'endast av BII och E utan även av X och Y, vilka är proportionella mot', 'Eif respektive E. Följaktligen är den lokala sluttningen för ytan S i', 'en generator given genom ekvationen:', 'tan B = (1-d) x', '(4)', 'och den lokala sluttningen för ytan S för en accelerator är', 'given genom ekvationen:', 'tan', '=', 'X Y = W e Te (d-1) x', '(5)', 'Ytan S bildar en del av en yta med konstant potential, som', 'sträcker sig tvärsöver kanalen mellan de motstäende elektroderna.', 'Eftersom betingelserna inom kanalen varierar vid olika ställen,', 'torde det även vara tydligt att en yta med samma potential, som sträc-', 'ker sig tvärsöver kanalen mellan de motstaende elektroderna, icke nöd-', 'vändigtvis behöver vara sluttande i samma vinkel vid alla ställen', 'eller att sluttningsvinkeln nödvändigtvis skulle förbli konstant, dá', 'man förflyttar sig fran kanalens ände uppströms till kanalens ände ned-']"
7,"['7', 'ströms. I en Hall-strömgenerator. är', 'lika med 90°. Det är tydligt', 'att vinkeln', 'fastlägges inledningsvis sãdan den bestämmes under de', 'förberedande utkasten till generatorkonstruktionen. För att förhindra', 'nedgang i generatorns prestation bör plattorna vara anordnade i en', 'vinkel, som sà nära som möjligt ansluter sig till konstruktionsvinkeln', 'B. Om kanalen är konstruerad med nàgon annan vinkel än konstruktions-', ""vinkeln B kommer' i samtliga fall dét resulterande fältet IR att"", 'vara vinkelrätt mot plattorna, men i jämförelse med den föredragna kon-', 'struktionen kommer kortslutningsströmmar att cirkulera i kanalens', 'väggar med ty atföljande försämring av generatorns prestation.', 'I fig. 5 visas schematiskt en kanal 20 för en MHD-anordning', 'enligt föreliggande uppfinning, där Hall-fältet If är betydande och', 'det inducerade fältet E är förhällandevis likformigt. Sãsom visas i', 'fig. 5, innefattar kanalen 20 ett vattenkylt inlopp 21, som bestâr av', 'icke magnetiskt material, exempelvis koppar, och som är anordnat att', 'anslutas till den ej visade källan för varm gas. En icke magnetisk,', 'vattenkyld utloppsanslutning 22, som exempelvis bestâr av koppar, är', 'anordnad vid kanalens utloppsände, och ett flertal icke magnetiska', 'metallplattor 23, vilka ävenledes bestàr a.v koppar och är elektriskt', 'isolerade mot varandra, är anordnade mellan inloppselementet 21 och', 'utloppsanslutningen 22. Om magnetfältets styrka är tillräcklig för er-', 'hâllande av mättning, kan de Tranalen bildande delarna bestà av mag-', 'netiskt material.', 'Det är av vikt att notera att plattorna 23 sluttar i en vinkel', 'mot kanalens längdaxel, varigenom de atminstone ungefärligen ansluter', 'sig till ytor med samma potential. Intill plattorna 23 är organ anord-', 'nnde, innefattande en inloppssamlingsledning 24, en utloppssamlings-', 'ledning 25 och ledningar 26 - 27 för tillförsel av kylmedium genom', 'de olika beständsdelarna som bildar kanalen, varigenom dessa beständs-', 'delar hâlles vid en driftssäker temperatur. Samlingsledningarna 24 och', '25 bestâr företrädesvis av icke magnetiskt och isolerande material,', 't. ex. nylon, varigenom kortslutning mellan plattorna inbördes över kyl-', 'anordningen undvikes. Ledningarna 26, som förbinder samlingsledningarna', 'och plattorna kan bestà av varje lämpligt elektriskt isolerande material,', 'exempelvis a.v böjliga gummislangar eller ett lämpligt icke magnetiskt', 'material, förutsatt att de enskilda ledningarna är isolerade mot varand-', 'ra. Riktningen för det pá nágot lämpligt sätt alstrade magnetflödet B', 'antydes i fig. 5 sãsom riktad in i papperet genom ett kors i en cirkel,', 'och pilen 23 antyder gasflödets riktning.', 'I fig. 6 och 7 visas en grupp 41 bestäende av tre plattor 23', 'i', 'enlighet med den föredragna utföringsformen av föreliggande uppfinning']"
8,"['8', 'för erhällande av en kanal, som bâde invändigt och utvändigt har', 'rektangulär form. Uppfinningen är naturligtvis icke inskränkt till', 'denna utföringsform, som även kan komma till användning i samband med', 'exempelvis cirkuläraeller pa annat sätt formade kanaler. Sâsom visas i', 'fig. 6 och 7 är delarna 42 och 43 av varje platta, vilka bildar de mitt-', 'emot varandra anordnade elektrodväggarna 44 och 45 i kanalen (vilka', 'väggar sträcker sig parallellt med magnetflödets riktning) anordnade', 'i', 'en vinkel av 90° mot de delar 46 och 47 pà varje platta som', 'bildar kanalens sidoväggar 48 och 49. Sãsom utan vidare framgar av', 'fig. 7 är de vinkelställda partierna 42 och 43 pà varje platta, vilka', 'bildar elektrodväggarna 44 och 45, inbördes parallella och belägna i', 'mot gasflödesriktningen vinkelräta plan.', 'Det har visat sig lämpligt att använda maskinbearbetningsför-', 'faranden för framställning av plattorna. Framställningen kan exempel-', 'vis utföras med utgängsupnkt frân en platta, som ungefärligen har', 'dubbel tjocklek. i förhällande till den färdiga plattan och som maskinbe-', 'arbetas till den exempelvis i fig. 6 och 7 visade slutliga formen.', 'Formen av elektrodväggarna 42 och 43 svarar mot ett konstruktionsför-', 'farande vid vilket de bada hörnen av varje elektrod vid gasytan har', 'rätvinklig konstruktion, varigenom gasens eroderande verkan minskas,', 'som skulle innebära en ökning av de för gasströmmen utsatta spetsiga', 'vinklarna. En kylmedelskanal 55 intill den yta som begränsar den cen-', 'trala öppningen 56, kan anordnas genom borrning av varje platta och', 'tilltäppning av samtliga tillträdeshâl sã när som pá tvà, varigenom en', 'sammanhängande kanal bildas, som omgiver den centrala öppningen och som', 'har en inloppsöppning 57 och en utloppsöppning 58 vid diagonalt mot-', 'stande hörn pâ varje platta. Da den icke nödvändiga öppningen i de', 'sidoväggar som begränsar plattans ytteromkrets, är tilltäppt, erhälles', 'en kylmedelskanal 55 i varje platta som omger den centrala öppningen 56.', 'Cm siledes ett kylmedel, exempelvis vattan, införes genom till inlopps-', 'öppningarna anslutna ledningar, flyter kylmedlet genom varje platta', 'till ett ställe intill den centrala öppningen, där flödet uppdelas i', 'tv& flödesbanor, vilka är parallella och belägna nära de ytor som', 'bildar en sidovägg och en elektrodvägg. Kylmedlet flyter därefter genom', 'tvá liknande kanaler, föres âter ihop och avgar genom en utloppsvatten-', 'samlingsledning genom ledningar anslutna till utloppsöppningarna. Olika', 'gängade och icke gängade hil är anordnade i ytteromkretsen pa varje', 'platta för mottagande av skruvar, bultar eller spännstänger, medelst', 'vilka kanalen hopsättes och förstyvas. Sãledes kan icke gängade hâl 60', 'vara anordnade i de längst utât belägna delarna av sidoväggarna för upp-']"
9,"['9', 'tagande av spännstänger 60, vilka tydligast visas i fig. 8 och vilka', 'bestar av ett elektriskt icke ledande material, exempelvis glaslamine-', 'rad plast. Icke gängade hal 61 är anordnade i de längst utat belägna.', 'delarna av ändväggarna för upptagande av gängade stänger 62, vilka', 'ävenledes visas tydligast i fig. 8 och vilka bestâr av ett elektriskt', 'icke ledande material, exempelvis glaslaminerad plast, gängade hal 63', '(i de bada yttre plattorna) för mottagande a.v ena änden av de ovan nämn-', 'da gängade stängerna 62 och icke gängade hil 64 (i tvâ a.v. de tre en', 'grupp bildande plattorna) för mottagande a.v elektriskt icke ledande', 'skruvar 65, som beskrives närmare i samband med fig. 8.', 'De partier 42 pà varje platta, som verkar sãsom katoder eller', 'som emitterar elektroner är försedda med ett spar 66, som visas i fig.', '6 och 7, för upptagande av ett lämpligt elektroner emitterande elek-', 'trodmaterial 67, exempelvis zirkoniunoxid andra sidan är de delar', 'av varje platta som verkar sãsom anod eller elektronuppsamlere utförda', 'med ett lämpligt material 68, exempelvis silver, som är avsatt pi', 'fastsatt vid dessa, partier, som tydligast visas i fig. 7.', 'Det hänvisas särskilt till anordnandet av de elektroner emitter', 'rande och elektroner mottagande partierna 42 och 43 pa de elektrodväg-', 'garna begränsande plattorna. I söker strömmen att kon-', 'centrera sig vid katodernas nedströms belägna ändar och anodernas upp-', 'ströms belägna ändar. Följaktligen är de partier av varje platta som', 'begränsar den med katoderna försedda elektrodväggen, utförda med spar', 'eller urtag pa nedströmssidan och ett lämpligt elektrodemiisions-', 'material, exempelvis zirkoniumoxid är infört däri, exempelvis genom', 'plasmaljusbagssprutning eller gjutning. A andra sidan kan elektroner', 'mottagande material genom lödning eller härdlödning fästas vid upp-', 'strömsänden av de partier pá varje platta som bildar den med anoderna', 'försedda elektrodväggen eller för samma ändamál kan anodpartier pa', 'varje platta lämnas blankt.', 'Anordnandet av elektriskt isolerande eldfast material 69,', 'exempelvis aluminiumoxid mellan de motstäende sidoytorna av de partier', 'som bildar sãväl elektrodväggarna som sidoväggarna, samt konventionella', 'packningsringar 70 jämte i huvudsak relativt okomprimerbart elektriskt', 'isolerande material 72, exempelvis glaslaminerad plast, anordnad mellan', 'de äterstäende mot varandra vända ytorna pa plattorna, medför elektrisk', 'isolering av plattorna frán varandra och förhindrar läckning av gas', 'mellan plattorna. Belägenheten av kylmedelskanalen i varje platta in-', 'till den yta som begränsar den centrala öppningen och användandet av', 'ett kylmedel, som flyter genom plattorna med ett lämpligt tryck, medger']"
10,"['10', 'säker användning av packningsringar ochi konventionella isoler-', 'material, exempelvis den glaslaminerade plasten. Tillräcklig kylning', 'erhâlles pà detta sätt för att förhindra att de delar av plattorna', 'intill nämnda material och följaktligen belägna pâ avstand frân den', 'centrala öppningen uppnar temperaturer vid vilka de elektriskt iso-', 'lerande egenskaperna av sãdana material pâverkas ogynnsamt.', 'Av fig. 5 framgar, att en kanal enligt föreliggande uppfinning', 'bestär av en sammanhängande rad av inbördes överlappande plattor enligt', 'beskrivning, vilka är hopfästade med varandra med hjälp av', 'isolerade eller elektriskt icke ledande skruvar och spännstänger, var-', 'vid lämpliga, elektriskt icke ledande organ beroende pa temperaturbe-', 'tingelserna är insatta mellan varje platta för avskiljande av plattan', 'frân närgränsande plattor. Plattorna är normalt snedställda i en', 'vinkel mot kanalens längdaxel sã att de atminstone i det närmaste an-', 'sluter sig till en av konstruktionen beroende yta med samma potential', 'belägen i läget för varje platta, vilket innebär att atminstone vissa.', 'av plattans delar (företrädesvis sã mânga som möjligt) ligger vinkel-', 'rätt mot de av konstruktionen beroende resulterande elektriska fält-', ""gradienterna I'p' vilka gar genom plattornas centrala öppning. En súdan"", 'anordning av plattorna, a.tt de ansluter sig till plan med samma poten-', 'tial, hänför sig endast till plattans beröring med gasen i kanalen.', 'Plattans material utanför kanalen kan ha böjda och andra former, vilka', 'medger lättare tätning eller hopfästning.', 'Vid kanalens ingang och utgang minskar magnetfältets styrka, sã', 'att även Hall-spänningsgradienter Ey minskar. Följaktligen kan betydan-', 'de variationer i vinkeln förekomma. För undvikande av virvelströns-', 'förluster och tvärfältverkningar kan plattorna i dessa omrâden antaga', 'krökt eller icke plan form (ej visat) för att de skall ansluta sig sã', 'nära som möjligt till de konstruktionsbetingade. ytorna med samma', 'potential i dessa omräden. Dessutom kan plattorna inställas i varierande', 'vinklar (heller icke visat) mot längdaxeln.', 'För undvikande a.v ljusbägsöverslag till kanalens väggar bör den', 'maximala dimensionen d (som visas i fig. 8) i meter för varje platta i', 'ett plan parallellt med den resulterande elektriska fältgradienten vera', 'mindre än den spänning som är nödvändig för initiering av en ljusbägs-', 'urladdning i gasen delad med gradienten för det resulterande elektriska', 'fältet i volt/m.', 'Fig. 8 skädliggör en tillfredsställande anordning för fram-', 'ställning av en kanal av de i fig. 6 och 7 visade plattorna. Sãsom', 'tidigare framhillits, kan plattorna 23 först hopföras i elektriskt']"
