PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr', '301 544', 'Int CI', 'E 04 h 11/02', 'Kl.', '37 f 15/02', 'P.ans. nr 6678/64', 'Inkom den', '2 VI 1964', 'Giltighetsdag den', '2 VI 1964', 'PATENT- OCH', 'Ans. allmänt tillgänglig den', '10 VI 1968', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '10 VI 1968', 'Prioritet ej begärd', 'BYGGNADS AB HARRY KARLSSON, LUND', 'Uppfinnare: H Karlsson', 'Ombud: T F Nilsson', 'Förfarande för framställning av bostadshus', 'Föreliggande uppfinning riktar sig pa ett husbyggnads-', 'förfarande och närmare bestämt pâ en vidare utveckling och för-', 'bättring av ett visst förslag, son man börjat praktisera i Ame-', 'rikas Förenta Stater och som beskrives i det där meddelade paten-', 'tet 2 990 588. Enligt detta förslag har man i strävan att rationa-', 'lisera franställningen av bostadshus i form av enfamilishus eller', 'villor av trä som huvudsakligt byggnadsmaterial övergât frân', 'principen för elementbyggeri och monteringsfärdiga trähus till', 'att helt eller nära nog helt färdigfranställa huset i fabrik och', 'frân denna köra huset i det helt eller nära nog helt färdigfram-', 'ställda skicket pa hjul till en mera eller mindre längt bort be-', 'lägen byggnadstomt och placera det pâ där i förväg frän marken', 'berett fast underlag. I det berörda kända förslaget ingar, att', 'huset vid tillverkningen i fabriken lämpligen kan av transport-', 'tekniska skäl utföras delat pa längden i tva i stort sett syrmet-', 'riska halvor, sã att dessa kunna köras var för sig fran fabriken', 'till byggnadstomten och där placeras och hopfogas sida vid sida', 'pa det frän marken beredda fasta underlaget. I det berörda kända', 'förslaget ingar ocks: installation av centralvärmeanläggning och', 'ledningar för elektricitet, vatten och avlopp i huset vid dess', 'tillverkning i fabriken, varvid dessa ledningar förläggas sã, att']"
2,"['2', 'de efter transporten av huset till och placeringen av det pã det', 'fasta underlaget byggnadstomten äro anslutbara till dit i för-', 'väg framdragna allmänna ledningsnät för respektive elektricitet,', 'vatten och avlopp. I det kända förslaget ingar vidare, att köks-,', 'badrums-, toalett- och annan dylik fast inredning installeras', 'och helst även allt ytbehandlingsarbete sãsom eventuell ut- och', 'invändig malning, tapetsering och liknande utföres vid tillverk-', 'ningen av huset i fabriken före transporten av det till byggnads-', 'tomten, sã att de där erforderliga arbetena inskränkas till ett', 'minimum och sã att huset är inflyttningsklart, sã snart det körts', 'fran fabriken till byggnadstomten och placerats pa det där i för-', 'väg fran marken beredda fasta underlaget samt de i huset befintliga', 'ledningarna för elektricitet, vatten och avlopp kopplats till de', 'allmänna ledningsnäten. För framställningen av bostadshuset kräves', 'pa detta sätt pa byggnadstomten relativt litet arbete utöver det', 'som utföres under tak i fabriken och där i avseende pâ material-', 'besparing (minskning av materialspillet, isynnerhet virkesspillet)', 'och arbetskraftsbesparing kan rationaliseras pa ett helt annat', 'sätt än som är möjligt pa en byggnadstomt.', 'Sã som det ovan berörda förslaget praktiseras i Amerikas', 'Förenta Stater är det knappast direkt tillämpligt här i landet med', 'hänsyn till att de ekonomiska och andra förutsättningarna här icke', 'äro alldeles desamma. En även här i landet gällande förutsättning', 'för förslagets praktiska genomförbarhet är emellertid, att det', 'färdigframställda huset med hjälp av ett motordrivet vägfordon', 'kan köras som en pähängskärra pa vanliga vägar och gator fran fab-', 'riken till den mera eller mindre längt därifran belägna byggnads-', 'tomten. Därav följer som en ytterligare förutsättning, att mate-', 'rial och fogar i huset och de i huset färdigmonterade ledningarna', 'och inredningsdetaljerna ej fão skadas av de betydande dynamiska', 'päkänningar, som huset pa grund av sina dimensioner och sin tyngd', 'kan bli utsatt för under transporten och vid placeringen av det', 'pa det fran marken beredda fasta underlaget à byggnadstomten. För', 'att lösa detta problem har man enligt det berörda amerikanska för-', 'slaget tillgripit den dyrbara ätgärden att i fabriken uppföra hu-', 'set eller vardera hushalvan pa ett av stalbalkar sammansatt under-', 'rede och att pã detta montera kärrhjul för att det jämte det pã', 'detsamma uppförda huset mã kunna med hjälp av ett motordrivet väg-', 'fordon köras som en pähängskärra pã allmänna vägar och gator. Detta', 'stalunderrede maste vara mycket kraftigt dimensionerat för att un-']"
3,"['301544', 'der inverkan av de dynamiska päkänningarna pa detsamma under trans-', 'porten ej formförändra sig pa nãgot sätt som kan medföra lossning', 'av fogar eller sprickbildning i huset eller rubbning eller skadan-', 'de av ledningar eller inredning i huset. Sedan stalunderredet och', 'det därpa uppförda huset placerats pa det för detsamma à byggnads-', 'tomten fran marken beredda fasta underlaget, bortagas kärrhjulen', 'fran stälunderredet für att kunna användas för en ny transport.', 'Att stalunderredet maste vara sã kraftigt dimensionerat beror pã', 'att det och det pû detsamma i fabriken uppförda huset under trans-', 'porten understödes av de pã stälunderredet monterade koaxiella', 'kärrhjulen endast pâ ett i körriktningen räknat litet stycket fram-', 'för husets mitt beläget ställe, sã att överhängen framät och bak-', 'at frün detta ställe räknat uppga till ungefür husets halva längd.', 'Understödning av husunderredet under transporten medelst hjul', 'fördelade utefter husets längd skulle försvâra transporten utan', 'att göra den mera skonsam für husunderredet och det därpa uppförda', 'huset un en koncentrering av understödningen medelst hjul till ett', 'ställe närmelsevis vid mitten av husets länga. P& grund av att', 'husunüerredet i dot anerikanska fürslaget a.v. ovan rörklarade skäl', 'naste vara BC kraftigt, att det mâste vara sammansatt av grova', 'stalbalkar, blir det tungt och kostbart, sã att det avsevärt tynger', 'och fürdyrar huset samt fordrar utrustning av fabriken med hjälp-', 'medel för hantering av även mycket tyngre ting an son kräves für', 'fabrikstillverkningen av huset i övrigt.', 'Uppfinningen bestâr i en modifiering och utveckling av', 'det ovan skildrade kända förslaget i syfte att üka nöjligheterna', 'för ett utnyttjande av dess fördelar under undvikande av dess nack-', 'delar och kännetecknas i rorsta hand därav, att det styva under-', 'reäst, pa vilket huset uppföres i fabriken, utföres av konpound-', 'balkar av stal och trä i form av I-balitar med enkelt liv eller', 'tvã eller flera p& inbördes avstánd parallellt med varandra anord-', 'nade liv av stälplât och med pâ ömse sidor om denna mittemot var-', 'andra füsta lângsg&ende flänsar och tvärgäende livförstyvningar', 'av trä samt att detta underrede, medan det jämte det pã detsamma', 'i fabriken helt eller nära nog helt färdigbyeada huset köres frân', 'rabriken till byugnadstomen, understödes av ett med kärrhjul till', 'bildandet av en pâhängskärra försett särskilt stalramverk, frûn', 'vilket husunderredet jämte det därpâ i fabriken helt eller nästan', 'helt huset à byggnadstomen lyftes Over pã det där i', 'förväg frän marken beredda fasta underlaget. Genom detta förfaran-']"
4,"['4', 'de vinnes tack vare understödningen av husunderredet icke sãsom', 'enligt det inledningsvis skildrade kända förslaget endast unge-', 'fär pa mitten av dess längd medelst de koaxiellt med varandra', 'anordnade kärrhjulen utan i stället utefter hela eller större', 'delen av husets längd medelst det med de koaxiella kärrhjulen', 'förseäda särskilda stalranverket, att detta icke bildar del av', 'huset och därför efter överflyttningen av huset till det pã byge-', 'nadstomten fron marken beredda fasta underlaget blir ledigt för', 'användining i samband med framställningen av ett nytt bostadshus', 'och därför i kostnadshänseende föga belastar husbyegnadsförfaran-', 'det samt möjliggör det betydliga förbilligande av huset, som vin-', 'nes genom att det styva husunderredet utföres av ovan angivna kom-', 'poundbalkar av stalplat och trä och icke behöver vara pã längt', 'när sã starkt överdimensionerat som husunderredet enligt det skild-', 'rade amerikanska förslaget maste vara i förhällande till vad som', 'kräves av husunderredet, sedan huset väl placerats pa det fran', 'marken beredda fasta underlaget pa byggnadstomen.', 'Genom att husunderredet, som kan sägas ersätta den för', 'uppförandet av ett monteringsfärdigt trähus vanligen erforderliga', 'husgrunden, utföres av ovan angivna kompoundbalkar av stalplat', 'och trä samt genom att ett med hjul till bildandet av en pahängs-', 'kärra försett särskilt stalramverk användes som understöd för', 'husunderredet jämte det därpa i fabriken uppförda huset för kör-', 'seln av detta till byggnadstomten vinnes förutom fördelen av en', 'mycket lägre vikt av och kostnad för husunderredet jämväl förde-', 'len av möjligheten att fästa syllar av trä, pã vilka husets ytter-', 'väggar och längsgäende hjärtvägg uppföres, vid husunderredet genom', 'limning och spikning av trä vid trä. Mycket tack vare detta har', 'det vid uppförandet av huset i fabriken enligt uppfinningen visat', 'sig fördelaktigt att bilda nedre och övre bjälklag i huset samt i', 'dettas väggar ingande, det övre bjälklagets bjälkar direkt bäran-', 'de stolpar av rektangulära, kongruenta ramar av trä, vilka i fär-', 'digframställt tillstand uppställas vertikalt och parallellt med', 'varandra pa inbördes avstand pa det av kompoundbalkar av stalplat', 'och trä sammansatta husunderredet och genom limning och spikning', 'eller enbart limning eller spikning fästas vid detta eller vid', 'därpã pâlimmade och paspikade eller enbart palimmade eller pãspi-', 'kade syllar av trä. Det har vidare enligt uppfinningen visat sig', 'fördelaktigt att i husets väggar pã utefter husets längd lämpligt', 'fördelade ställen inbygga lyftstag av stal, vilka vid sina nedre']"
5,"['301544', 'ändar förankras vid husunderredet och som med sina övre ändar nã', 'upp över väggarna och där sammankopplas med en lyftanordning för', 'överflyttningen av det till byggnadstomten pa den särskilda pã-', 'hängskärran körda huset till det po byggnadstomten i förväg frân', 'marken beredda fasta underlaget för huset.', 'Vidare har det enligt uppfinningen visat sig genomför-', 'bart och kostnadsbesparande att i huset vid dess tillverkning i', 'fabriken sã installera ledningarna för elektricitet, vatten och', 'avlopp, att de efter överflyttningen av huset till det för det-', 'samma a byggnadstomten frân marken beredda fasta underlaget äro i', 'en för dem alla gemensam, i förväg iordningställd kopplingsbrunn', 'direkt anslutbara till de dit i förväg framdragna allmänna led-', 'ningsnäten für respektive elektricitet, vatten och avlopp.', 'För det erforderliga ytterligare förtydligandet at upp-', 'finningen hänvisas i det följande till bifogade ritningar. Pa', 'dessa visar fig. 1 en för framställningen av ett enplans bostads-', 'hus enligt uppfinningen lämplig planlösning. Fig. 2 visar en ver-', 'tikal tvärsektion genom det enligt uppfinningen framställda huset', 'placerat pâ det fran marken beredda fasta underlaget pa byggnads-', 'tomiten. Fig. 3, 4 och 5 visa den av kompoundbalkar av stalplit och', 'trä sammansatta husunderredsramen i ändvy, sidovy och plan. Fig. 6', 'visar i vertikalprojektion en av de rektangulära träramar, som', 'bilda nedre och övre bjälklag i huset samt stolpverk i husets läng-', 'sidoväggar och med dessa parallella hjärtväggar. Fig. 7 visar', 'i', 'vertikalprojektion detta stolpverk i husets främre längsidoväis i', 'ett stadium av husets franställning i fabriken. Fig. 8 visar en', 'vertikal tvärsektion genom denna sidovägs i ett senare stadium av', 'husets framstälining. Fig. 9 visar i en perspektivisk principskiss,', 'hur huset efter dess framställning i fabriken lyftes över pa trans-', 'portkärran samt efter körseln till byggnadstomten lyftes över till', 'det där frân marken beredda fasta underlaget. Fig. 10 och 11 visa', 'ett lämpligt utförande av transportkärran i sidovy och plan, och', 'fig. 12 och 13 visa sektioner efter linjen XII - XII i fig. 10', 'resp. linjen XIII - XIII i fig. 11.', 'Den i fig. 1 visade planlösningen torde förstãs utan när-', 'mare beskrivning utöver att huset i fabriken utföres delat pa läng-', 'den i tva i stort sett symmetriska halvor, som transporteras var', 'för sig frân fabriken till byggnadstomten och där hopfogas sida', 'vid sida, sûsom nedan närmare beskrives. Husets längd kan lämpli-', 'gen uppga till 17,5 m och eventuellt mera, medan husets bredd ej']"
6,"['6', 'bör överstiga 8 m med hänsyn till att transportbredden av vardera', 'hushalvan ej bör överstiga 4 m för att enligt nuvarande praxis', 'dispens för transporten à allmänna vägar och gator skall erhâllas.', 'Vardera hushalvan uppföres i fabriken pã en i fig. 3 - 5', 'visad rektangulär underredsram av kompoundbalkar i form av I-balkar', 'med enkelt eller dubblerat liv 1 av stalplat och pa ömse sidor av', 'denna mittemot varandra fästa längsgäende flänsar 2 och tvärgäende', 'livförstyvningar 3 av trä. Stalplâten till livet eller liven kan', 'ha en tjocklek av 2 - 10 ram, och de längsgäende flänsarna 2 och', 'tvärgäende livförstyvningarna 3 av trä kunna vara fästa vid stâl-', 'plâten genom limning, spikning medelst tvärs genom stalplâten', 'driven stalspik eller bultning exempelvis med hjälp av bultpistol', 'eller sãväl medelst limning som spikning eller bultning. Ett exem-', 'pel pa tvärsektionsform av kompoundbalken syns bäst i fig. 8. Fab-', 'riken kan lämpligen vara utrustad med en i fig. 7 schematiskt an-', 'tyäd rullbana 4 som underlag för den av kompoundbalkar sammansatta', 'husunderredsramen under uppförandet av hushalvan. Pã husunderreds-', 'ramen limmas eller spikas eller bâde limmas och spikas fast syllar', '6 av trä (se fig. 2 och 8). Pão dessa uppställas därefter, sãsom', 'bäst framgar av fig. 7, vertikalt och parallellt med varandra pa', 'lämpligt inbördes avstand i förväg tillverkade rektangulära ramar', 'av trä (en sãdan ram är visad i fig. 6), sã att dessa bilda dels', 'nedre och övre bjälklag i hushalvan, dels det övre bjälklagets', 'bjälkar direkt bärande stolpar i hushalvans bâda längsidoväggar.', 'Dessa stolpar äro betecknade 7, medan det övre bjälklagets bjälkar', 'äro betecknade 8 och det övre bjälklagets bjälkar 9. Fästandet av', 'dessa stolp och bjälklagsramar pã de pa underredsramen fästa syl-', 'larna 6 kan ske medelst limning eller spikning eller bâde limning', 'och spikning. Sedan erforderliga avväxlingar 10 (se fig. 7) för', 'fönster- och dörröppningar i väggarna utförts, beklädes den ytter-', 'vägg i huset bildande längsidoväggen ut- och invändigt med i för-', 'väg mâttriktigt tillverkade skjuvplattor 11 resp. 12, som under', 'utfyllande av mellanrummet mellan dem med isoleringsmaterial 13', 'fästas pâ stolparna 7. Gavelväggarna utföras pa liknande sätt,', 'd.v.s. med stolpar och pa dessa fästa ut- och invändiga beklädna-', 'der med isoleringsmaterial mellan dessa. Eventuellt kunna gavel-', 'väggarna utföras som i förväg tillverkade enheter, vilka som sã-', 'dana uppställas och fästas pa underredsramens kortsidors syllar', 'före eller efter uppställandet och fästandet av stolp- och bjälk-', 'lagsramarna pa underredsramens längsidors syllar. Pã hushalvans']"
7,"['7', 'längsgäende hjärtväge i huset bildande längsidovägg erforôras be-', 'klädnad endast pa insidan. De som skjuvplattor utförda beklädnads-', 'plattorna kunna vara träfiberplattor eller av trä hoplimmade plat-', 'tor, och de kunna fästas pa stolparna genom limning eller spikning', 'eller bâde limning och spikning. Nedre och övre bjälklaget förses', 'med under- och överbeklädnad och god isolering mellan beklädnader-', 'na. P& neare bjälklaget lägges golv 14 (fig. 2) av önskat slag,', 'och pâ det övre bjälklaget lägges en vattenavledande täckning 15', '(fig. 2) av t.ex. hârd träfiberskiva med fall it den yttervägg i', 'huset bildande sidan av äetta. Tack vare denna täckning 15 kan hu-', 'set förses med takstols- och yttertakskonstrulction med ingen annan', 'uppgift än att höja husets utseende och skydda täckningen 15 mot', 'sol, väder och vind. Exempelvis kan yttertaket utgöras av korru-', 'gerad plât uppburen av stöttor 16 (fig. 2), som av transporttek-', 'niska skäl anordnas nedfällbara kring gängleder 17. Likasã kunna', 'sâsom särskilda enheter utförda takfotslâdor 13 (fie. 2) av trans-', 'porttekniska skäl fästas uppfällbart kring gängleder 19. Pl&ttaket', '20 uppläages och füstes pã sina underlag (16, 18) först efter det', 'att huset körts frün fabriken och ställts pa det för detsamma a', 'byggnadstomen frân marken beredda fasta underlaget, vilket lämp-', 'ligen kan utgöras av järnbalkar 21 (fig. 2), som efter erforderlig', 'planering av marken och exempelvis täckning av denna med plastfo-', 'lie lagts pã plats, vilka arbeten icke kräva byggnadsarbetskraft', 'utan kunna utföras av anläggningsarbetare.', 'S&som framgar av fig. 7 kan det vara lämpligt att dubb-', 'lera somliga av stolparna 7. Lämpligen pâ ställen, där stolparna', 'äro dubblerade, anbringas i stolparna lyftstag 22 av stál (fig. 8', 'och 9), som vid sina nedre ändar förankras i underredsramen, t.ex.', 'inskruvas i vid stalplätslivet fastsvetsade hylsor, och vid sina', 'upp över det övre bjälklaget räckande ändar äro försedda med lyft-', 'öglor 23. Dessa stag kunna tjäna till att förankra huset vid hus-', 'underredsramen under transporten av huset till fabriken och even-', 'tuellt även efter det att huset placerats pâ sitt fasta underlag', 'à', 'bysgnadstomen, om man ej därefter hellre vill draga ut stagen', 'för upprepad användning av dem. Efter det att den i fabriken under', 'tak närmelsevis helt färdigställda hushalvan lämpligen pa rullba-', 'nan 4 (fig. 7) förts ut ur fabriken, lyftes den medelst lyftkran', 'upp pã en sâdan transportkärra, som visas i fig. 10 - 13. För detta', 'ändamal kopplas lyftstagen 22 via en lyftram 24 (fig. 9) till lyft-', 'kranens lyftkrok 25.']"
8,"['8', 'Den i fig. 10 - 13 visade transportkärran är special-', 'konstruerad för uppfinningens ändamäl och bestär av en kraftig', 'stálram 26 av närmelsevis samma längd och samma bredd som hushal-', 'van, som skall transporteras frân fabriken till byggnadstomten.', 'Till uppbärning av den huvudsakliga delen av tyngden av kärran', 'och den därpa lastade hushalvan (antydd med prickstreckade linjer', 'i fig. 10) tjäna koaxiella kärrhjul 27, varjämte ramen 25 fram-', 'till understödes av en pivaförställare 28 med koppel 29 för kopp-', 'ling av kärran som ett pahängs- eller släpfordon till en traktor', 'eller annat lämpligt motordrivet vägfordon. Pivaförställaren 28', 'och kärrhjulsaxeln 30 äro medelst var sin hydraul inställbara och', 'fasthâllbara i höjdled relativt ramen 26. Hydraulen 28a för piva-', 'förställaren 28 visas i fig. 12 och torde icke erfordra nãgon när-', 'mare beskrivning för att förstas. Detsamma torde gälla hydraulerna', '30a (fig. 11 och 13), som äro insatta mellan ramen 26 och en i', 'denna vid 31 i höjdled svängbart lagrad ram 32, vid vilken kärr-', 'hjulsaxeln 30 är fastsatt. Hydraulerna äro avsedda att manövreras', 'av föraren pã dragfordonet och ha till uppgift att med möjligast', 'lâg höjd av ramen 26 över marken förena möjligheten att bringa', 'ramen 26 och den därpa lastade hushalvan att gã klar frân marken', 'vid passerandet av backkrön och svackor.', 'Da hushalvan körts till byggnadstomten, lyftes den frân', 'transportkärran över till det i förväg frân marken beredda fasta', 'underlaget medelst samma slags lyftmedel, som användes för place-', 'ringen av hushalvan pa kärran. För underlättandet av en rätt pla-', 'cering av bãda hushalvorna sida vid sida pa det frin marken be-', 'redda fasta underlaget, da detta utgöres av balkar 21, sãsom visas', 'i fig. 2, anbringas pã dessa lämpligen flyttbara anslag 33. On med', 'hänvisning till fig. 2 först den högra och sedan den vänstra hus-', 'halvan sättes pâ plats anbringas anslagen 33 i det med streckade', 'linjer i fig. 2 visade läget för att underlätta styrandet av den', 'högra hushalvan i rätt läge vid dess placering pã underlagsbalkarna', '21, varefter anslagen 33 flyttas till det i fig. 2 med heldragna', 'linjer visade läget för att vid placeringen av den vänstra hushal-', 'van underlätta dess styrande i rätt läge i förhällande till den', 'redan placerade högra hushalvan.', 'Det ovan i sina huvuddrag skildrade husbyggnadsförfaran-', 'det möjliggör ett vittgäende utnyttjande av efter nättbeställning', 'prefabricerade byggnadselement, sã att uppförandet av huset kan', 'ske i en väsentligen som monteringshall inrättad fabrik, där näs-']"
9,"['301544', 'tan allt arbetet bestär i montering (i motsats till bearbetning', 'och tillpassning) av dit transporterade och där i för montörerna', 'lätt tillgängliga förrad upplagda, prefabricerade byggnadselement.', 'Sasom exempel pâ sãdana kunna utöver vanliga för inmontering fär-', 'diga byggnadssnickerier nämnas husunderredsramarna av kompound-', 'balkar av st&l och trä, stolp- och bjälklagsramarna, skjuvplattor-', 'na för väsgbeklädnaderna, takfotslädorna, yttertakstöden samt sã', 'gott som allt övrigt virke. Om ytterväggarna utvändigt beklädas', 'med exempelvis eloxerad aluminiumplät, är det lämpligt att även', 'denna levereras till fabriken i mâttbeställda stycken, som icke', 'fordra nãgon tillpassning eller annan bearbetning i samband med', 'monteringen av dem.', 'PATENTKRAV', '1. Förfarande för framställning av bostadshus i form av', 'enfamiljshus eller villor av trä som huvudsakligt byggnadsmaterial,', 'enligt vilket huset helt eller i det närmaste helt färdigbyeges i', 'fabrik pa ett av balkar sammansatt styvt underrede, vilket jämte', 'det pa detsamma uppförda huset med hjälp av ett motordrivet väg-', 'fordon köres frân fabriken till en därifrân avlägsen byggnadstomt', 'och där placeras pa i förväg fran marken berett fast underlag,', 'K ä n n e t e c k n a t därav, att det sagda husunderredet utfö-', 'res av kompoundbalkar av stál och trä i form av I-balkar med en-', 'kelt liv eller tv& eller flera pa inbördes avstand parallellt med', 'varandra anordnade liv av st&lplat och med pa ömse sidor av stâl-', 'plâten mittemot varandra fästa längsgäende flänsar och tvärgäende', 'livförstyvningar av trä samt att nedre och övre bjälklag i huset', 'samt i dettas väggar ingaende, det övre bjälklagets bjälkar direkt', 'bärande stolpar bildas av rektangulära, kongruenta ramar av trä,', 'vilka i färdigframställt tillstand i fabriken uppställas vertikalt', 'och parallellt med varandra pã inbördes avstand pâ det av kompound-', 'balkar av stâlplât och trä sammansatta husunderredet och genom', 'limning eller spikning eller bâdadera fästas vid detta eller vid', 'dära pâlimmade eller pâspikade eller bâde palimmade och pâspikade', 'syllar av trä.', '2. Förfarande enligt patentkravet 1, k à n n e t e e k', '-', 'n a t därav, att vid fabrikstillverkningen av huset i nâgra av', 'stolparna i dess väggar lyftstag av stàl inbyggas, vilka vid sina', 'nedre ündar förankras vid husunderredet och som med sina övre än-', 'dar nã upp över väggarna och sammankopplas med en lyftanordning']"
10,"['10', 'för överflyttningen av det till bysgnadstomen pâ den särskilda', 'pähängskärran körda huset till det à byggnadstomten i förväg be-', 'redda fasta underlaget för huset.', '3. Förfarande enligt patentkravet 1, k ä n n e t e e', 'k', '-', 'n', 'a t därav, att i huset vid dess tillverkning i fabriken led-', 'ningar för elektricitet, vatten och avlopp sã installeras, att', 'de efter överflyttningen av huset till det för detsamma Pa bygg-', 'nadstomten fran marken beredda fasta underlaget äro i en för dem', 'alla gemensam, i förväg iordningställd kopplingsbrunn direkt an-', 'slutbara till dit i förväg framdragna allmänna ledningsnät för', 'respektive elektricitet, vatten och avlopp.', 'ANFÖRDA PUBLIKATIONER:', 'USA 2 731 680, 2 795 014, 2 904 849, 3 023 463, 3 118 187']"
