PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 321 542', 'Int CI A 61 C 19/02 Kl. 30 b 21/01', 'P.ans. nr 6726/67', 'Inkom den 12 V 1967', 'Giltighetsdag den', '12 V 1967', 'PATENT- - OCH', 'Ans. allmänt tillgänglig den', '1 VII 19 68', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '9 III 1970', 'Prioritet', 'begärd fran den 14 V 1966', '(Canada, 960 388)', 'cox MFG co. LTD, HAMILTON, CANADA', 'Uppfinnare: D G Coburn', 'Ombud: G Ernerot', 'Behandlingsenhet för tandläkare', 'r', 'Föreliggande uppfinning hänför sig till en behandlingsenhet', 'för tandläkare.', 'Under manga ar har de patientstolar, som användas i tandlä-', 'karmottagningar, varit av en typ, vid vilken patienten sitter i ett', 'relativt upprätt läge, varvid ett speciellt skap är anordnat vid ena', 'sidan av och framför stolen för att upptaga de olika handstyckena för', 'behandlingen och de till dessa hörande manövermekanismernao Förva-', 'ringsskap för annanutrustning äro fördelade pá vilken som helst lämp-', 'lig plats runt behandlingsrummet Vid ett sadant arrangemang star', 'tandläkaren vanligen upp och förflyttar sig runt patienten till det', 'läge, som är mest lämpat för den behandling, som utföres. Tandläkare', 'har nyligen börjat använda patientstolar av s.k. liggande typ, i vil-', 'ka patienten kan svängas till ett mer horisontellt läge, Varvid tand-', 'läkaren är i stand att utföra det mesta aV sitt arbete under det han', 'sitter vid ett relativt fast läge vid ena sidan och bakom stolens hu-', 'vudstöd.', 'Föreliggande uppfinning har, till avsikt att âstadkomma en ny', 'utformning av en behandlingsenhet för tandläkare, speciellt avsedd', 'för användning med en stol av denna liggande typ.']"
2,"['- 2 -', 'Enligt föreliggande uppfinning &stadkommes en behandlingsen-', 'het för tandläkare, som innefattar en ram, en horisontell, längsträckt', 'arbetsyta, med en främre och en bakre kant samt uppburen av stativet', 'ungefärligen i normal midjehöjd för en stande tandläkare, en för för-', 'varing av handstycken avsedd anordning under arbetsytan, medelst vil-', 'ken handstyckena uppbäras invid arbetsytans främre kant, lätt atkom-', 'liga för den framför enheten stande tandläkaren och enheten känne-', 'tecknas i huvudsak aV ett förvaringsskap, som uppbäres a.V ramen över', 'bakre delen hos arbetsytan mellan planet för denna och normal ögonhöjd', 'för den stande tandläkaren, vilket förvaringsskap är avsett att upp-', 'taga tillförselenheter för drift av de olika handstyckena, en manöver-', 'tavla med inom räckhäll för tandläkaren belägna manöverorgan för till-', ""förselenheterna., Samt 'rbindelseelement, som förbinda tillförselen-"", 'heterna i förvaringsskäpet med respektive handstycken, som uppbäres a.V', 'förvaringsanordningen, samt med manöverorganen. Ytterligare känneteck-', 'en för behandlingsenheten enligt uppfinningen framga av bifogade un-', 'derkrav.', 'Nagra speciellt lämpliga utföringsformer av uppfinningen krom-', 'ma i det följande att sásom exempel beskrivas under hänvisning till', 'bifogade ritningar, i vilka fig 1 är en perspektivvy a,V en fullständig', 'behandlingsenhet för tandläkare enligt uppfinningen sedd framifran', 'och nágot fran sidan, fig 2 är en vy i samma perspektiv, men visar en-', 'dast T-formade ramelement, bilka uppbär arbetsytan och andra enheter', 'hos behandlingsenheten enligt fig 1, fig 3 är en vy bakifran av enhe-', 'ten enligt fig 1 och fig 4 och 5 visa tva olika planeringar av tand-', 'läkarmottagningar under användning av behandlingsenheten för tandläkare', 'enligt uppfinningen tillsammans med en tandläkarstol av liggande typ.', 'Behandlingsenheten för tandläkare är vanligtvis placerad i', 'ett rum med Vanlig rektangulär form, som uppvisar väggar 10, 11, 12', 'och 13 samt atminstone en ingängsdörr 14, Varvid enheten innefattar', 'en främre vägg 15, som är vänd mot rummets vägg 10, sidoväggar 16 och', '17, vända mot rummets väggar 11 resp 12, ett tak 18, ett golv 19 samt', 'en ingängsdörr 20, som är vänd mot rummets vägg 13, vilken dörr även', 'bildar den fjärde väggen av ett genom denna slutet utrymme. Utrymmet', 'är utfört i huvudsak ljustätt, sã att det kan tjäna som mörkrum, var-', 'vid dess inre är försett med normal utrustning för ljus och ventile-', 'ring (ej visad), samt med den vanliga framkallningsutrustningen för', 'framkallning av röntgenplâtar för tandläkarändaml. Enheten star fritt']"
3,"['- 3 -', 'inuti rummet och dess bottenform är kvadratisk av skäl som framgar av', 'det följande. Pa den ffrämre väggen 15 är en horisontell, l angsträckt', 'arbetsyta 21 anbringad i en lämplig höfthöjd vilken yta uppbäres av', 'tva vertikalt förlöpande, generellt T-formade ramar 22, anordnade med', 'sina tvärstycken 22a utefter och i huvudsak parallellt med den främre', 'väggen, under det att varje T-format ramelements stapel 22b bildar en', 'förlängning av resp sidovägg 16 eller 17.', 'Enligt vad som ovan angivits är mörkrumsutrymmets bottenform', 'kvadratisk, sã att alla dess väggar ha samma bredd. Arbetsytan 21', 'sträcker sig utanför de T-formade ramelementens staplar för att er-', 'bjuda utrymme för tandläkarens och assistentens ben, men generellt är', 'dess längd tva gänger bredden hos en vägg till mörkrumsutrymmet, under', 'det att dess djup är hälften av bredden hos mörkrumsutrymmets vägg. Pa', 'likmande sätt är längden hos varje T-format ramelements tvärstycke', 'ungefärligen överensstämmande med bredden av en vägg hos mörkrumsut-', 'rymmet, under det att stapelns längd ungefärligen är hälften a.V vägg-', 'bredden.', 'Vid ena änden är arbetsytan försedd med en vanlig, fast vask-', 'enhet 23, avsedd för tandläkaren, och ett förvringsskap kan vara an-', 'ordnat för vasken, varvid vasken och skâpet passar in -i det utrymme,', 'som begränsas av en hälft hos tvärstycket 22a samt stapeln 22b hos', 'motsvarande T-formade ramelement. Ett med vertikala mellanväggar upp-', 'delat förvaringsutrymme 24 för att upptaga de vid tandläkarbehandling', 'vanliga handstyckena, är anordnat i utrymmet mellan den andra hälften', 'aV samma T-formade ramelements tvärstycke och dettas stapel, under det', 'att ett med ládor försett förvaringsutrymme 25 är beläget under 7r-', 'betsytan i utrymmet mellan ena hälften av tvärstycket hos det andra T-', 'formade ramelementet och dettas stapel. Ett förflyttbart, med ládor', 'försett sk&p 26, uppburet av pivahjul 27, är anbringat i det kvarst&-', 'ende utrymmet under arbetsytan. Bredden hos alla dessa fyra förvarings-', 'enheter är i huvudsak samma, sã att deras placering kan bytas när som', 'helst.', 'Placeringen av patientstolen 28 i förhällande till arbetsytan', '21 visas i fig 4 och 5, och av dessa framgar, att en tandläkare, som', 'sitter pa den med pilen 29 markerade platsen, obehindrat nar vasken,', 'förvaringsutrymmet för handstycken, och det fasta, med ládor försedda', 'förvaringsutrymmet. Det är dessutom när som helst nöjligt för honom', 'eller för hans assistent att överföra det flyttbara, med ládor försed-', 'da förvaringsutrymmet fran dess läge under arbetsytan till nágon annan']"
4,"['- 4 -', 'plats, där det befinner sig inom bekvämt räckhäll. En liten, upplyst', 'glasskiva 30 är även placerad pa lämpligt sätt i förhällande till', 'tandläkarens normala arbetsläge pa mörkrumsutrymmets vägg 15, omedel-', 'bart ovanför arbetsytan 21, och bildar en station för betraktning aV', 'röntgenplätar. I samma niva som betraktningsstationen finnes en manö-', 'verstation 31, som innefattar en serie manöverorgan och markerings-', 'Ljus för manövrering av de olika anordningar, som mata tandläkarens', 'instrument, t.ex. med elektricitet, tryckluft, termostatiskt reglerat', 'yarmt vatten etc.', 'Omedelbart ovanför betraktnings- och manöverstationen är en', 'förvaringsenhet 32 med grunda hyllor anbringad pa väggen 15, och den-', 'na tjänar för förvaring aV sma flaskor med medikamenter och likmande,', 'vilka ofta kräves av tandläkaren och/eller dennes assistent under en', 'behandling. Denna enhet kan tillslutas medelst ett lock 33, som kan', 'svängas uppat för att frilägga hyllorna och lásas mot undersidan aV', 'en hylla 34, som är anbringad pa mörkutrymmets vägg 15 ungefärligen', 'vid eller alldeles under normal ögonhöjd. Hyllan 34 är försedd med', 'ändväggar 35 och är i normala fall övertäckt medelst ett dekorativt', 'lock 36, varvid hyllan utgör en förvaringsplats för att uppbära ovan-', 'nämnda anordningar, som krävas alv den tandläkare, för vilken enheten', 'speciellt har iordningställts. Som exempel pa sádana anordningar kun-', 'na nämnas anslutningar för tillförsel av luft och vatten för snabba', 'turbinborrar, en källa för vakuum för suganordningar, utrustning för', 'radiofrekvent kauterisering etc. Denna utrustning kräver vanligtvis', 'endast inställning d& och da, men är bekvämt tillgänglig vid ögonni-', 'va, när inställning skall utföras. Ett stort förvaringsskap 37 är an-', 'bringat pa var och en a.V mörkrumsutrymmets sidoväggar 16 och 17 unge-', 'färligen i ögonhöjd, s& att de äro lätt âtkomliga av en person, som', 'stâr framför desamma. I samma plan som den förstnämnda arbetsytan är', 'en extra arbetsyta 38 resp 39 anordnad vid vardera sidoväggen, vilka', 'arbetsytor uppbäras av var sitt T-format ramelement 22 beläget under', 'varje arbetsyta. Tv& ytterligare förvaringsutrymmen 40 av samma stor-', 'lek och utbytbara mot de tidigare anförda förvaringsenheterna, äro an-', 'ordnade under varje extra arbetsyta. Dessa ytterligare förvaringsut-', 'rymmen 40 kunna utgöras av skâp eller ládor allt efter önskan och kun-', 'na vara fasta eller rörliga och var och ett av dem upptagas i utrym-', 'met mellan tvärstycket och stapeln hos motsvarande T-formade ramele-', 'ment. Ett av förvaringsutrymmena 40 vid arbetsytan 39 innefattar yt-']"
5,"['- 5 -', 'terligare en vask, vilken är avsedd för tandläkarens assistent.', 'Viss utrustning, som vanligtvis användes av en tandläkare,', 'har i det föregaende benämnts handstycken, och därmed avsett sádana', 'instrument, som tandläkaren manövrerar med handen. Dessa handstycken', 'betecknas pa ritningarna med 41 och vart och ett maste vara nnslutet', 'till en samverkande manöver- och mataranordning över en lämplig till-', 'förselledning 42, t.ex. för elektricitet, vatten eller luft. I en en-', 'het i överensstämmelse med föreliggande uppfinning samverkar vart och', 'ett av dessa handstycken 41 med ett motsvarande utrymme mellan tvà O-', 'medelbart intill varandra belägna mellanväggar 4.3 hos ett antal verti-', 'halt förlöpande sádana mellanväggar hos det ovannämnda förvaringsut-', 'rymmet 24. atarslangarna för 1uit och vatten till ett handstycke hos', 'en turbinborr för hög hastighet sträcka sig .ex. genom utrymmet mel-', 'lan tv& mellanväggar, varifrán slangarna sträcka sig uppät genom en', 'trumma 44 till utrymmet 38 för anslutningar, där de samverkande matar-', 'anordningarna äro belägna, varvid trumman 44 förbinder bakre delen hos', 'utrymmet 24 med mellanväggar, manöverstationen 31 och utrymmet 34. En', 'salivsug matas pa likmande sätt medelst en förbindningsslang, som', 'sträcker sig mellan ett annat par av mellanväggar och trumma 44 till', 'en sugenhet, anordnad i utrymmet 34. Huvudanslutningarna för elektri-', 'citet, vatten och avlopp frán enheten föras upp genom mörkrumsutrym-', 'mets golv därifrán till manöverstationen och/eller förvaringsutrymmet', '34, och äro därigenom helt dolda för insyn. När mörkrummet ej utnytt-', 'jas, kunna dessa huvudanslutningar alternativt sträcka sig utefter', 'rummets vägg.', 'Vid en normal behandling placerar assistenten patienten i sto-', 'len 28 och, när tandläkaren träder in i rummet, sätter han sig pa sin', 'arbetsplats och kan direkt na de speciella handstycken, som han vän-', 'tar sig ha användning för under behandlingen och vilka äro anbringade', 'i ett konsolelement 45 uppburet av arbetsytan 21. Andra handstycken', 'som användas mindre ofta, äro upphängda i klämmor, vilka pâ lämpligt', 'sätt äro anbringade i förvaringsutrymmet 24 med mellanväggar. Eftersom', 'anslutningsledninger till varje handstycke hänger fritt som en stor', 'slinga i sitt eget utrymme, finns ingen öjlighet för anslutningsled-', 'ningarna att trassla ihop sig under deras upprepade användning och de', 'kunna fritt âterga till sina resp utrymmen under tyngdkraftens verkan,', 'när handstyckena sättas tillbaka, utan behov av aterförande vikter,', 'rullar eller fjädrar. De handstycken, som uppbäras av koncolelementet', '45, kunna lätt utbytas när sã önskas. Ett armstöd 46 och en bricka 47']"
6,"['- 6 -', 'äro även anbringade inom bekvämt räckhall för tandläkaren och pa brick-', 'an kan assistenten fastklämma en i förväg iordningställd instrument-', 'bricka. Saval armstödet 46 som brickan 47 äro upphängda för svängning', 'i förhällande till arbetsytan 21, se att de snabbt kunna förflyttas', 'till det önskade läget och lika snabbt skjutas &t sidan. Konsolelement-', 'et kan Vara anbringat pa liknande sätt men detta visas ej.', 'En röntgenenhet (ej visad) av känd utformning kan vara upp-', 'hängt frán taket och svängas i lägen när sã önskas. Sedan röntgenfoto-', 'graferingen är slutförd, kunna, de exponerade plâtarna omedelbart föras', 'till mörkrummet a,V assistenten utefter. den väg, som markeras med pilen', '48 mellan mörkrumsutrymmets vägg 17 och rummets vägg 12, utan att', 'assistenten behöver passera tandläkaren eller patienten. Assistenten', 'kan atervända samma, väg, tvätta händerna i vasken 40, om sã är nödvän-', 'digt, och hänga upp de framkallade plátarna i betraktningsstationen', '30 inom synhall för tandläkaren. En station 49 för laboratoriearbete,', 'som innefattar en arbetsyta och förvaringsutrymmen, är lämpligen pla-', 'cerad utefter rummets vägg 13 vänd mot ingängsdörren 20 till mörkrums-', 'utrymmet.', 'Det är numera vanligt att en tandläkarmottagning innefattar', 'tva behandlingsrum, sã att en patient kan foras in i och bekvämt in-', 'stalleras i ett rum, under det att tandläkaren utför en behandling pa', 'en annan patient i det andra rummet. Fig 4 och 5 visar tva olika pla-', 'neringsexempel för tandläkarmottagningar med tva rum, varvid samma,', 'delar i de tva rummen äro betecknade med samma. hänvisningsbeteckning-', 'ar. AV dessa figurer framgar, att med dessa planeringar kan tandläkar-', 'en, sedan han fullbordat en behandling, förflytta sig utefter den väg,', 'som markeras med pilen 50 direkt frän ett rum till det andra, och där-', 'vid passera vasken 23 och tillförselstationen pa sin väg. Denna för-', 'flyttning kan utföras utan att störa assistentens arbete, vilken kvar-', 'blir pa patientens andra sida. Sedan assistenten har avslutat sitt ar-', 'bete, kan hon ga direkt frân sin station utefter alternativa vägar,', 'betecknade med pilarna 48, passera sin Vask och tillförselstation,', 'mörkrunsutrymmet 20 och stationen 49 för laboratoriearbete till det', 'andra rummet, där hon kan intaga sin plats pâ den lämpliga sidan aV', 'den nya patienten. Saväl tandläkaren som assistenten behöva endast', 'forflytta sig utefter sina resp vägar och hindra ej varandra, och', 'trots detta kan var och en utföra alla de nödvändiga ätgärderna och ná', 'allt det material och den utrustning som är nödvändig.']"
7,"['- 7 -', 'Om det nâgon gang är önskvärt att flytta mottagningen, kan', 'detta enkelt utföras, eftersom det rum, i vilket enheten är placerad', 'är oförändrad i de flesta avseenden. Salunda kan den fristäende be-', 'handlingsenheten och mörkrunsutrymmet bortkopplas frán huvudanslut-', 'ningarna för elektricitet och vatten samt avlopp, demonteras och där-', 'efter förflyttas till ett annat rum i en annan byggnad. Pâ grund av', 'den fullständiga modulkonstruktionen kan dessutom varje delenhet när', 'som helst utbytas mot en annan delenhet. Av fig 3 framgär ett typiskt', 'enkelt sätt att lösbart anbringa delenheterna i ramarna 22 medelst', 'bärbultar 51.', 'I den speciellt beskrivna utföringsformen bildar huvudarbets-', 'ytan 21 och dess samverkande förvaringsutrymmen etc pa ett effektivt', 'sätt en enhet med mörkrummet, men kan även utnyttjas för att bilda o-', 'beroende enheter, som innehâlla all den utrustning, som kräves för en', 'tandlakarpraktik. Den kan användas som en fristäende ehhet, den kan', 'även användas för att uppdela ett rum eller installeras mot nâgon aV', 'rummets väggar (enligt vad som visas i fig 4 och 5) för att möjlig-', 'göra det eftersträvade röreslemönstret.']"
8,"['321542', 'Patentkrav', '1. Behandlingsenhet för tandläkare, vilken enhet innefattar en', 'ram, en horisontell, längsträckt arbetsyta (21) med en främre och en', 'bakre kant samt uppburen av stativet ungefärligen i normal midjehöjd', 'för en stande tandläkare, en för förvaring av handstycken (41) av-', 'sedd anordning (24) under arbetsytan, medelst vilken handstyckena upp-', 'bäras invid arbetsytans främre kant, lätt atkomliga för den framför', 'enheten stande tandläkaren, k ä n n e t e c k n a d av ett förvarings-', 'skäp (34, 35, 36), som uppbäres av ramen over bakre delen hos arbets-', 'ytan (21) mellan planet för denna och normal ögonhöjd for den stande', 'tandläkaren, vilket förvaringsskap är avsett att upptaga tillförsel-', 'enheter for drift av de olika handstyckena (41), en manövertavla (31)', 'med inom räckhall för tandläkaren belägna manöverorgan för tillförsel-', 'enheterna, samt forbindelseelement (42), som förbinda tillförselen-', 'heterna i forvaringsskäpet med respektive handstycken (41), som upp-', 'bäres av förvaringsanordningen (24), samt med manöverorganen.', '2. Enhet enligt krav 1, k à n n e t e c K n a d av att forva-', 'ringsanordningen (24) för handstycken (41) innefattar ett antal paral-', 'lella, vertikala mellanväggar (43), varvid motsvarande del av vart och', 'ett av forbindelseelementen (42) som en fritt hängande slinga sträcker', 'sig genom utrymmet mellan respektive intill varandra belägna mellan-', 'väggar (43).', '3. Enhet enligt nãgot av föregaede krav, k ä n n e t e c k n a d', 'av att manövertavlan (31) är anbringad mellan arbetsytan (21) och för-', 'varingsskäpet (34, 35, 36) för tillförselenheter, och innefattar en be-', 'traktningsanordning (30) för röntgenfotografier, belägen omedelbart', 'over arbetsytans (21) bakre del intill manövertavlan.', '4. Enhet enligt nâgot av föregaede krav, k ä n n e t e c k n a d', 'av ett hyllförsett (32) beläget mellan arbetsytan', '(21) och förvaringsskapet (34, 35, 36) för tillförselenheterna.', '5. Enhet enligt nâgot av föregäende krav, k ä n n e t e c K n a', 'd', 'av att ramen, som uppbär arbetsytan (21), bestär av i planvy T-formade', 'ramelement (22), anbringade med tvärstyckena (22a) intill varandra', 'i arbetsytans längdriktning samt med staplarna (22b) parallella med', 'varandra och i arbetsytans (21) tvärriktning, sã att ramelementens', 'staplar (22b) och/eller tvärstycken (22a) begränsa utrymmen, avsedda', 'att upptaga förvaringsanordningen (24) för handstycken eller andra i', 'enheten inglende element med samma dimensioner som förvaringsanord-', 'ningen eller multipplar därav.', 'ANFÖRDA PUBLIKATIONER:', 'Sverige 140 512 (30 b:21/01)', 'USA 2 812 991 (312-257), 3104140 (312-245), 3 295 206 (32-22), 3 297 374 (312-108),', '3 316 043 (312-209)']"
9,"['18', '15', '37', '37', '36', '35', '3. 15-0-13', '35', '34', 'o', '33', '17', '38', '=', '30', 'of', '39', '23', '32', '41', '21', 'O', '45', '47 31', 'd', '46', 'o', 'o', 'o', 'o', 'o', '0', 'o', '0', 'o', 'o', '40', '22', 'o', '42', 'o', '24', '43', '25', '22', 'n', '26', '27', 'FIG. 1']"
10,"['40 22b', '22a', '40', '22a', '22b', '22b', 'W', '40', '23', '/', '24 25', '22b', ':40', '26', 'FIG.2', '18', '(', '37', '37', ':00.00', '20', '17', '16', '39', '38', '4', '(', 'Q', '22b', '51', 'Q', '22b', '22a-', 'Q', 'a', '22a', 'f', '19', '40', '40', 'FIG.: 3']"
