PageNo,Text
1,"['PATENT 227 401', 'KLASS', 'INTERNATIONELL', 'SVENSK', 'PATENTTID FRÂN DEN 4 NOVEMBER 1964', 'BEVILJAT DEN 20 FEBRUARI 1969', 'F 27 c15/00 31 a2:15/00', 'PUBLICERAT DEN 14 OKTOBER 1969', 'H05 b', '21 g:21/20', 'G21', '21 h:18/30', 'PATENT- OCH REGISTRERINGSVERKET', 'Ans. 13 264/64 inkom den 4 XI 1964 utlagd den 19 II 1968', ""COMMISSARIAT A L'ÉNERGIE ATOMIQUE, PARIS, FRANKRIKE"", 'Sätt att framställa homogena stavar av ett material medelst smältning', 'genom elektrisk induktion', 'Uppfinnare: B Gayet och J Holder', 'Prioritet begärd frân den 6 XI 1963 (Frankrike, 952 795)', 'Uppfinningen hänför sig till ett sätt att', 'ning och krossning, men denna teknik medför', 'framställa homogena stavar av ett material', 'en icke oväsentlig förorening.', 'medelst smältning genom elektrisk induktion', 'Föreliggande uppfinning är framför allt in-', 'av strömmar med sádan styrka och frekvens,', 'riktad pa framställning av ett material med', 'att endast materialets invändiga parti smältes,', 'hög renhet, som är tillräckligt tätt för att kun-', 'och efterföljande stelning av materialet. Enligt', 'na hoppackas direkt i ett hölje efter krossning-', 'uppfinningen behandlas särskilt icke isoleran-', 'en.', 'de material, vilka uppvisar en elektrisk resisti-', 'I franska patentskriften 1 358 438 föreslãs', 'vitet, som högst uppgar till nágra hundradels', 'ett sätt att smälta icke isolerande eldfasta ma-', 'ohm-cm2/cm i närheten av smälttemperaturen.', 'terial genom induktionsuppvärmning, vilket', 'Uppfinningen hänför sig framför allt till icke', 'sätt kan tillämpas i samband med hoppack-', 'isolerande eldfasta material, dvs. material, vil-', 'ningen av detta material genom zonsmältning,', 'kas smälttemperatur uppgar till minst 1900° C,', 'varvid detta sätt bestär däri, att materialet', 'varvid uppfinningen möjliggör framställning', 'överföres till formen av ett i huvudsak cylind-', 'av stavar med ökad kompakthet fran tabletter,', 'riskt prov och att genom en kring provet an-', 'som erhällits genom hoppressning av dylika', 'ordnad induktionslindning ledes en ström med', 'material i pulverform.', 'sàdan. frekvens, att förhällandet mellan radien', 'Ett viktigt tillämpningsomrâde för uppfin-', 'och inträngningsdjupet för strömmen i krop-', 'ningen är keramiska kärnbränslematerial. Hit-', 'pen uppgar till minst 1,5 och företrädesvis till', 'tills har dylika material (särskilt urandioxid', 'ett värde mellan 1,5 och 3 i närheten av smält-', 'UO2 huvudsakligen använts i form av sintra-', 'punkten. Vid en särskild utföringsform av', 'de tabletter. Detta förfarande är emellertid', 'detta sätt skall enligt patentet provet användas', 'dyrbart. Ett mera ekonomiskt förfarande be-', 'i form av en cylindrisk stav, som förflyttas', 'star däri att materialet direkt hoppackas i ett', 'genom uppvärmningslindningen för astad-', 'bränsleelementhölje genom vibrering och ham-', 'kommande av en förtätning genom zonsmält-', 'ring. Pulverkornen máste emellertid ligga myc-', 'ning i stavens centrala parti, varvid sidopar-', 'ket tätt för att ett tillfredsställande element', 'tiet bildar en fast skorpa, som icke smältes.', 'skall erhâllas. En sádan dioxid kan erhâllas', 'Detta förfarande medför den olägenheten att', 'genom ljusbägssmältning, efterföljande stel-', 'vara diskontinuerligt. Eftersom varje stav', 'Dupl. kl. 80 b: 8/13']"
2,"['227 401', 'maste förhandsuppvärmas till sadan tempera-', 'jer. Vattnet inträder i utrymmena genom rör-', 'tur att dess elektriska motständ är tillräck-', 'anslutningar 121 och utträder genom anslut-', 'ligt lagt, innan den föres genom. lindningen,', 'ningar 122 (fig. 2 och 4).', 'är det nödvändigt att anordna separata upp-', 'Ugnen innefattar dessutom en uppvärm-', 'värmningsorgan (exempelvis ett susceptans', 'ningsanordning B, en mekanism C för infö-', 'uppvisande organ).', 'rande av dioxidtabletterna 6, en mekanism D', 'Till skillnad frän detta förfarande och ett', 'för dragning av de komprimerade stavarna och', 'annat känt förfarande, vid vilket i ett hölje', ""mekanismer F och F' för införande och uttag-"", 'inneslutna bränslebitar smältes ihop- genom', 'ning, vilka kommer att beskrivas i fortsätt-', 'mellanlagda lägsmältande metallskivor, kän-', 'ningen.', 'netecknas sättet enligt uppfinningen därav, att', 'Uppvärmningsanordningen B innefattar en', 'tabletter av materialet placeras ände mot ände', 'lindning 14 med vertikal axel i kammaren 7', 'i direkt beröring med varandra för bildande', 'i höjd med kvarts- eller pyrexringen 104.', 'av en höljfri stapel, som sã förflyttas genom', 'Denna lindning 14 är ansluten till en hög-', 'en induktionslindning, att endast tabletternas', 'frekvensgenerator 16 genom ledare 18 (fig.', 'innersta, närmast axeln belägna partier smäl-', '1 och 2), vilka sträcker sig genom ringens 103', 'tes successivt och därefter bringas att stelna,', 'vägg i den tätande och isolerande packningen', 'varigenom tabletterna förenas till en stav.', '20 (fig. 2).', 'Uppfinningen förklaras närmare i följande', 'Uppvärmningsanordningen B innefattar', 'beskrivning av en utföringsform av uppfin-', 'dessutom en hylsa 22 av ett material, som le-', 'ningen, till vilken uppfinningen dock icke är', 'der elektricitet vid vanlig temperatur (exem-', 'inskränkt. I beskrivningen hänvisas till bifo-', 'pelvis grafit), och en stang 23 för manövre-', 'gade ritningar, i vilka fig. 1 är en i hög grad', 'ring av hylsan- 22, som sträcker sig genom ring-', 'schematisk framställning i sidovy av en ugn', 'ens 105 vägg. Medelst stängen 23 kan hylsan', 'för utövande av uppfinningen. vid framställ-', 'förflyttas mellan. det läge i vilket den visas i', 'ning av stavar av urandioxid UO2, som bildats', 'fig. 1 (det normala arbetsläget) och ett start-', 'genom förtätning med utgängspunkt frän cy-', 'läge, i vilket hylsan täcker den övre tabletten,', 'lindriska tabletter av UO2, fig. 2 är en delvy', 'som befinner sig i höjd med uppvärmnings-', 'av mekanismen för införande och chargering', 'lindningen 14.', 'av tabletterna i sektion i ett plan genom ug-', 'Tabletternas 6 vertikalt uppâtgäende rörelse', 'nens axel, fig. 3 är en sektion utmed linjen.', 'âstadkommes med laddningsmekanismen C,', 'III-III i fig. 2, fig. 4 är en delvy av mekanis-', 'som visas i fig. 1 och 2. Denna mekanism inne-', 'men för dragning av de komprimerade UO2-', 'fattar en stang 24, som är anordnad i förläng-', 'stavarna i sektion utmed ett plan genom ug-', 'ningen av lindningens 14 axel. Denna stang', 'nens vertikalaxel och fig. 5 är en delvy av me-', 'är i tätningsförhällande glidbart insatt i bott-', 'kanismen för uttagning av stavarna i sektion', 'nen 102. Den uppbär en plattform 26, vars ne-', 'utmed ett plan genom ugnens axel och vinkel-', 'dersta läge visas med heldragna linjer, medan', 'rätt mot planet för fig. 4 (linjen V-Vi fig. 4).', 'det högst upplyfta läget visas med punktstrec-', 'Den sãsom ett exempel i fig. 1 visade ugnen', 'kade linjer fig. 2.', 'är avsedd för behandling av tabletter 6 av', 'Stängen förskjutes vertikalt med hjälp av', 'urandioxid, som erhällits genom hoppressning', 'en motor 28, som över en reduktionsväxel dri-', 'av pulver. Dessa tabletter har lämpligen en', 'ver kuggringen 30, vars förflyttning i längd-', 'diameter och en höjd mellan 30 och 10 mm.', 'riktningen förhindras genom kragen 32. Denna', 'Ugnen innefattar en tätt tillsluten kammare 7,', 'krage är fastskruvad pa stängens 24 gängade', 'som är begränsad av ett hölje 1, som bestär av', 'ändparti, och en kringvridning av kuggringen', 'en cylindrisk kolonn med vertikal axel och en', '30 framkallar saledes en längsgäende rörelse', 'upptill anordnad lâda 8 med horisontell axel.', 'av stängen 24.', 'Kolonnen är sammansatt av flera delar me-', 'Laddningsmekanismen C innefattar även en', 'delst ej visade organ, exempelvis bultar. Den', 'i fig. 2 visad, atergängsrörelse förhindrande', 'bestàr av en ring 101 av metall, som är till-', 'anordning, som förhindrar att tabletterna 6', 'sluten genom: en botten 102, en ring 103, en', 'rör sig bakât, sedan de blivit upplyftade av', 'ring av kvarts eller borglas, pyrex 104 och en', 'plattformen 18. Denna ätergângsförhindrande', 'övre ring 105 med en förlängning 106. Ringarna', 'anordning bestär av flera klämbackar 36, vilka', 'kan bestâ av en lättmetallegering eller av stal,', 'är glidbart lagrade i en kon 38, som uppbäres', 'företrädesvis rostfritt stal.', 'av en fast mellan ringarna 101 och 103 insatt', 'Ringen 103 och nedre delen av ringen 105,', 'platta. Klämbackarna 36 föres isär och lyftes', 'som bildar en fläns, har dubbla väggar (fig. 2),', 'under tabletternas skjutkraft, dà dessa infö-', 'och utrymmet mellan de bada väggarna utgör', 'res- uppat pá plattformen 26, sã att tabletternas', 'en cirkulationsbana för kylvatten, vilket i fig. 1', 'rörelse uppât icke motverkas. Klämbackarna', 'schematiskt antydes med punktstreckade lin-', 'söker däremot röra sig nedât under inverkan']"
3,"['3', 'av sin egen vikt, varvid de fastklämmer ta-', 'linjer i fig. 3) och ett inre (i heldragna linjer', 'bletterna och fasthäller dem genom friktion,', 'visat) läge, i vilket plattan ligger mittför en', 'dà tabletterna icke längre uppbäres av platt-', 'skjutanordning 78. Denna skjutanordning', 'formen 26.', 'möjliggör förflyttning av en tablett frân plat-', 'Dragning av de stavar 42 som erhällits ge-', 'tan 70 pá plattformen 261, dà denna befinner', 'nom hopfästning av tabletterna 6, astadkom-', 'sig i höjd med plattan.', 'mes med en mekanism D, som schematiskt vi-', 'Sedan en stav 42 med en längd motsvarande', 'sas i fig. 1 och 4. Denna mekanism bestär i', 'ladan 8 bildats genom hopfästning av tablet-', 'huvudsak av ett par klämelement 44 och av', 'ter, övertages staven av untmatningsmekanis-', 'organ, vilka astadkommer öppnandet och ver-', ""men F', som schematiskt visas i fig. 1 och tyd-"", 'tikal förflyttning av klämelementen. Dessa or-', 'ligare visas i fig. 5. I den sãsom utföringsexem-', 'gan innefattar för varje klämelement tvá vev-', 'pel visade ugnen utmatas staven i horisontellt', 'armar 46, som är svängbart lagrade pà en ver-', 'läge, vilket kräver en ändring av dess oriente-', 'tikal pelare 48, och en vertikal stâng 50, som', 'ring. Givetvis skulle man kunna använda en', 'är fastgjord vid den övre vevarmen. Stängerna', ""mekanism F', som icke kräver en ändring av"", '50 är fastgjorda vid en tvärbalk 52, medan pe-', 'orienteringen, varvid givetvis ladan 8 skulle', 'larna är fastgjorda vid en platta 62. En rela-', 'behöva modifieras.', 'tiv vertikalförskjutning av tvärbalken 52 i', ""Mekanismen F' innefattar en klämanord-"", 'förhällande till pelarna 48 astadkommer ett', 'ning 80, som i fig. 4 visas med punktstreckade', 'öppnande av klämelementen 44, medan en ge-', 'linjer och vars öppnande och förskjutning', 'mensam förskjutning av pelarna och tvärbal-', 'regleras pá liknande sätt som hos klämelemen-', 'ken innebär en förskjutning av en stay, medan', 'tet 44. Relativrörelsen mellan- en manövre-', 'klämelementen är fastspända.', 'ringsstang 82 och en axel 84, som avslutas av', 'Tvärbalken och pelarna manövreras tillsam-', 'ett tvärstycke 86, pà vilket klämelementen är', 'mans med hjälp av en mekanim, som är lämp-', 'svängbart lagrade, reglerar öppnandet och till-', 'ligen synkroniserad med motorn 28 och som', 'slutningen av klämelementen.', 'innefattar ett kuggdrev 54, som är i ingrepp', ""Fig. 5 visar mekanismen F' i ingrepp med"", 'med en kuggring 56, som uppbäres av en hyl-', 'staven 42, medan den fortfarande är oriente-', 'sa 58. Hylsan är i skruvförbindelse med en', 'rad utmed ugnens axel, dvs. i det läge, dà den', 'axel 60, som är fastgjord vid plattan 62 och', 'fasthalles av mekanismen D (figurens vänstra', 'vars rotation förhindras genom en glidkilför-', 'och mellersta del), medan fig. (i högra delen)', 'bindelse 61. En kringvridning av hylsan 58', 'visar mekanismen efter vändning med ett fjär-', 'framkallar saledes en vertikal förskjutning', 'dedels varv.', 'av axeln 60. Ej visade tätningspackningar in-', ""Mekanismen F' innefattar dessutom en mot-"", 'gar i anordningen.', 'tagningsränna 88, som mynnar i en sluss 90.', 'Tvärbalkens 52 vertikala förskjutning i för-', 'Eftersom denna sluss är av liknande konstruk-', 'hállande till platlan 62 (för öppnande av kläm-', 'tion som slussen i mekanismen F, kommer den', 'elementen 44) manövreras med hjälp av en', 'icke att beskrivas närmare.', 'stang 64, som är glidbart lagrad i axeln 60 och', 'Sásom ett exempel kommer i det följande att', 'som är fast förbunden med en elektromagnet', 'beskrivas genomförandet av förfarandet enligt', '65.', 'uppfinningen i samband med driften av den i', 'Mekanismen F för införande av tabletterna', 'ritningarna visade ugnen, varvid enligt utfö-', '6 visas schematiskt i fig. 1, 2 och 3. Denna me-', 'ringsexemplet stavarna framställes av tablet-', 'kanism innefattar en sluss, som är nödvändig', 'ter med cylindrisk form och med en diameter', 'av 50 mm och en höjd av 50 mm. Dessa tablet-', 'för upprätthällande av en reglerad atmosfär', 'i kammaren 7 under arbetets gâng, och organ', 'ter framställes genom pressning av urandioxid', 'för förflyltning av tabletterna, vilka organ', 'UO2 i pulverform och har en täthet av om-', 'manövreras fràn höljets A utsida. Den i fig. 3', 'kring 7.', 'visade slussen innefattar en fast lâda 66 i för-', 'Medan höljet A är öppet, staplar man till en', 'bindelse med ringen 101. Genom ett inspek-', 'början ett tillräckligt stort antal tabletter pa', 'tionsfönster 67 kan införandet övervakas. Slus-', 'plattformen 26 för att den översta tabletten', 'sens yttre dörr 68 manövreras direkt utifrán.', 'skall ligga i höjd med lindningens 14 översida.', 'Innerdörren utgöres av en enkel platta 70, som', 'Höljet tillslutes därefter och luften däri er-', 'är rörlig mot och bort fran ládan och som är', 'sättes med vätgas under lâgt tryck (exempel-', 'utrustad med en ringpackning 72. Denna platta', 'vis 50/cm²) i förhällande till atmosfärtrycket.', '70 uppbär även en plattform 74, som utgör', 'I fortsättningen upprätthälles en sköljande', 'slussens botten. En stang 76, som sträcker sig', 'ström av väte höljet.', 'genom ringen 101 medelst en tätning, medger', 'Man täcker nu den översta tabletten 6 ge-', 'förflyttning av plattan mellan ett yttre sluss-', 'nom den av grafit bestäende hylsan 22 och', 'tillslutningsläge (visat med punktstreckade', 'leder en ström med lämplig frekvens och styr-']"
4,"['227 401', 'ka genom lindningen 14. Grafitens temperatur', 'tuell läckvätska stelnar omedelbart genom den', 'ökar successivt och detsamma gäller för den', 'betydande temperaturgradienten. mellan tablet-', 'av hylsan omgivna tabletten 6. Dã grafitens', 'ternas inre och yttre.', 'temperatur uppgar till 1300° C, frânkopplas', 'Sedan ett tillräckligt antal tabletter passe-', 'hylsan 22, företrädesvis genom att exciteringen', 'rat förbi lindningen 14, minskas strömstyrkan', 'avbrytes, varigenom temperaturen i uran-', 'och därmed uppvärmningseffekten, medan en', 'dioxiden sänkes nãgot. Därefter äterställes', 'beröringszon mellan tvà tabletter passerar ge-', 'exciteringen, i fall den blivit avbruten. I det', 'nom lindningen. Pã detta sätt undvikes hop-', 'avsedda fallet är generatorns effekt omkring', 'smältningen i denna zon, samtidigt som tem-', '20 kW och frekvensen. 3,5 MHz. I största all-', 'peraturen hâlles vid ett högre värde än för-', 'mänhet bestämmes den valda frekvensen i en-', 'värmningstemperaturen. Sedan denna zon läm-', 'lighet med de anvisningar som lämnas i frans-', 'nat lindningen, âterställes uppvärmningen till', 'ka patentskriften 1 358 438 till vilken hänvi-', 'full effekt.', 'sas.', 'De ände mot ände vid varandra fastsvetsade', 'Temperaturen i dioxiden ökar snabbt, till', 'tabletterna bildar sâledes en stav 42, som en-', 'dess att den översta tablettens centrala parti', 'ligt utföringsexemplet bestär av fem tabletter.', 'smälter. Nu startas lyftmekanismen för lyft-', 'Sedan staven- uppnätt en tillräcklig nivà i ver-', 'ning av tablettstapeln med en hastighet av', 'tikal led och en tillräcklig avkylningsgrad,', 'omkring 10 mm/min; i nästan samtliga fall', ""övertages den av mekanismen F', varefter den"", 'ligger denna hastighet mellan 1 och 40 mm/', 'frigöres frän klämelementen 44 och avlämnas', 'min.', 'i rännan 88, som är kyld genom vattencirkula-', 'Sedan den vertikala förflyttningen av sta-', 'tion. Sedan staven blivit fullständigt avkyld,', 'peln pâgâtt till ett värde motsvarande höjden', 'utmatas den genom slussen 90.', 'av tablett 6, maste en ny tablett 6 införas i', 'De pá detta sätt erhâllna stavarna bestâr av', 'höljet genom mekanismen F och placeras un-', 'ett tätt sintrat hölje (som icke varit utsatt för', 'der stapeln. För detta ändamäl aterföres platt-', 'smältning), som innehäller ett innerparti be-', 'formen 26 till det nedre läget (fig. 2), medan', 'stande av tjocka monokristaller av uran-', 'stapeln uppbäres av klämbackarna 36. Stängen', 'dioxid vilka är skilda frän varandra och vilka', '76 inskjutes sã längt, att ringpackningen 72', 'vardera har en volym av omkring 1 cm³ och en', 'tätande anligger mot lâdan 66. Nu öppnas yt-', 'täthet av omkring 10,93.', 'terdörren 68, en tablett 6 placeras pa plattan', ""De färdiga stavarna krossas d'ärefter, even-"", '74 och dörren 68 stänges âter efter atmosfär-', 'tuellt efter kapning av de bada ändarna, och', 'växling. Stängen aterföres till läget enligt fig.', 'materialet sallas för erhällande av ett pulver', '3 och stängen 78 inskjutes till det med punkt-', 'med lämplig kornstorlek. Detta pulver hop-', 'streckade linjer i fig. 3 visade läget, varigenom', 'packas genom vibration i ett metallhölje, vari-', 'tabletten 6 överföres frân plattan. 74 till platt-', 'genom man erhâller bränsleelement, fyllda', 'formen 26. Mekanismen C aterupptager sin', 'med mycket tät dioxid.', 'uppgaende rörelse och arbetsförloppen. uppre-', 'Det hänvisas särskilt till den enkla använd-', 'pas med den nödvändiga hastigheten. Sa snart', 'ningen och säkerheten hos ovan beskrivna an-', 'den översta tabletten uppnätt tillräckligt höjd-', 'ordning, framför allt da ett fel uppträder', 'i', 'läge i kylningszonen, som avgränsas genom den', 'övre delen, varvid utmatningen kan ske genom', 'med vattenkylning försedda ringen 105, gripes', 'mekanismen F. För detta ändamäl är en gaf-', 'den av klämelementen 44, vilka styr den i fort-', 'fel 92 anordnad att göra den atergängsförhind-', 'sättningen.', 'rande anordningen (fig. 2) overksam.', 'Medan lindningen 14 är strömförande, kom-', 'Olika modifikationer av sättet och anord-', 'mer det centrala partiet ay de genom lindning-', 'ningen är möjliga. Den vertikala förskjutning-', 'en passerande tabletterna att smältas i kärnan', 'en av tablettstapeln kan vara nedgaende istäl-', 'i enlighet med zonsmältningsprocesser Fram-', 'let för uppgäende, även om den sistnämnda', 'för allt vid genomgang av beröringszonen mel-', 'lösningen är att föredraga. De cylindriska ele-', 'lan tvá pà varandra placerade tabletter genom', 'menten kan ha annan form än tablettform,', 'lindningen kommer den att smältas i det cen-', 'exempelvis formen av en stay med större höjd', 'trala partiet. När därefter detta omrâde stel-', 'än diameter.', 'nar, är de bâda tabletterna hopsvetsade i cen-', 'tralpartiet. Tabletternas sidoyta förblir fast', 'Patentansprak:', 'och bildar saledes en skorpa eller ett slags de-', 'gel för det i flytande form överförda central-', 'Sätt att framställa homogena stavar ay ett', 'partiet. Trots den bristande kontinuiteten i', 'material medelst smältning genom elektrisk', 'skorpan mellan pà varandra följande tabletter', 'induktion av strömmar med sádan styrka och', 'förekommer icke nágon vätskeavgäng i höjd', 'frekvens, att endast materialets invändiga par-', 'med beröringsställena: pa grund av att even-', 'ti smältes, och efterföljande stelning av mate-']"
5,"['5', 'rialet, kännetecknat därav, att man formar', 'Anförda publikationer:', 'materialet till tabletter (6) genom hoppress-', 'ning av materialet i pulverform, att tabletter-', 'Patentskrifter frân', 'na (6), placeras ände mot ände i direkt berö-', 'Danmark 96 609; Frankrike 1 358 438; Stor-', 'ring med varandra för bildande av en höljfri', 'britannien 745 285; Tyskland 1 025 631 (40 a:', 'stapel, som sã förflyttas genom en induktions-', '15/20), 1 095 426, 1102929 (21 h: 29/30),', 'lindning (14), att endast tabletternas innersta,', '1154701 (49h:24).', 'närmast axeln belägna partier smältes succes-', 'sivt och därefter bringas att stelna, varigenom', 'Ombud:', 'tabletterna förenas till en stav (42) av kompri-', 'merat material.', 'Dr L Brann, Stockholm', 'Stockholm 1969. Kungl. Boktr. P. A. Norstedt & Söner. 690006', '2']"
6,"['64', ',D', 'I', 'I', '106', '+', 'A', '-42', '80', '44', '42', '90', '82', '84', '8', 'LF', 'O', '23', '22', '105', '104', '14', 'B', '18,', '16', '9', '103', '67.', '78', 'o', ')', '6', '10,', 'F/ 102', '24', 'C', 'FIG.1', '32,', '28', '30t', '34', 'GENERALSTABENS LITOG']"
7,"['TTL', 'B', 'A', '104', '14', '.42', '12', '18', 'I', 'L103', '20', '36', 'E', '122', '38 40', '10,', '92', '6', ',6', '78', 'III', '26', 'III', 'C', '102', '24', 'FIG.2', '32', 'O', 'II', 'Il', 'o', '30', '28', 'o', 'II', '34', ';R. ANSTALT']"
8,"['PI. II', '65', '7', ',', '42', '64', 'F.', '80', 'Q', '42', 'C', '88', '42', '106', 'A', 'I', '60', '58', '184 82', '6', '86 80', '56', 'D', '105', '54', 'n', '62 6/', 'FIG.5', '00', '1', '52', 'i', '50', '76', '48', ')', '46', '105', '10,', '1', 'F', '44', '80', '72', '2', '70', '26', ')', '74', '78', '--', '6', '-', 'is', 'D', 'FIG.4', 'Li', '42', '66', '18', 'FIG.3', '14', '68', 'd', 'GENERALSTABENS LITOGR ANSTALT']"
9,"['65', ',', '64', 'F.', 'Q', 'K', '106', '84 82', '60', '58', '56', 'D', '105', '54', '62 6/', 'C', 'V', '7', 'IZ', '52', '50', '48', '46', '105', 'D', 'I', '44', '80', 'I', 'FIG.4', '42', '18', '14', 'GENERALSTABENS LITOGR. ANSTALT']"
10,"['227401', '7', ',', '42', 'F.', '80', 'Q', '42', '(o', '6', '88', 'O', '42', '84 82', 'CO', '86 80', '105', 'FIG.5', '9', '76', '10,', 'I', 'F', '72', '70', '26', '74', 'r', '78', '--', 'ill', '6', 'TAIR', '11', '66', 'FIG.3', '68', 'GENERALSTABENS LITOGR. ANSTALT']"
