PageNo,Text
1,"['UTLÄGGNINGSSKRIFT nr 321 558', 'Int CI B 31 b 33/60 Kl. 39 a 2 19/02', 'P.ans. nr', '2302/66', 'Inkom den 22 II 1966', 'Giltighetsdag den', '22 II 1966', 'PATENT-OCH', 'Ans. allmänt tillgänglig den', '1 VII 1968', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '9 III 1970', 'Prioritet', 'begärd frân den 22 II och 20 XI', '1965 (Schweiz, 2 421, 16 063)', 'I', 'CENTRA ANSTALT, VADUZ, LIECHTENSTEIN', 'Uppfinnare: G Bertoglio', 'Ombud: G Lundell', 'Maskin för tillverkning av pâsar av termoplastiskt material', 'Föreliggande uppfinning avser en maskin för tillverkning av pâsar', 'av termoplastiskt material, vilken maskin är av det i patentKravets 1', 'ingress angivna slaget.', 'Frán den tyska utläggningsskriften 1,070,487 är känt en anordning', 'för. tillverkning av termosvetsade plastpasar vid vilken ett av termo-', 'plast bestaende rörformigt band eller slangbana avlindas frân en rulle', 'och anbringas pa ett ändlöst transportband, vilket rör sig i samma', 'riktning som rullens periferi. Backarna för termosvetsning av bandet', 'röra sig tillsammans med transportbandet, varvid de befinna sig pa', 'samma sida av detsamma som slangbanan och trycka vid termosvetsning', 'direkt mot denna. Med andra ord befinner sig slangbanan vid svetsning', 'mellan backarna och det ändlösa bandet. Härigenom kan en allvarlig', 'nackdel uppsta, nämligen att slangbanan vid termosvetsningen häftar', 'fast vid backarna, varigenom produktionen av pasarna blir oregelbunden.', 'Vid maskinen enligt uppfinningen är däremot i stället för sagda', 'rulle och ett ändlöst band anordnat tva ändlösa frammatningsband eller', ""kedjor, mellan vilka' slangbanan frammatas. Svetsbackarna röra sig"", 'icke tillsammans med frammatningsbandet utan ha en fast placering och', 'trycka dessutom ej direkt mot slangbanan utan mot frammatningsbanden,', 'vilka, enär de bestà av tetrafluoretenplast eller medföra stycken av']"
2,"['321558', 'detta material förhindra att svetsbackarna häfta fast vid slangbanan.', 'Dessutom är vid föreliggande uppfinning anordnade särskilda fran svets-', 'backarna skilda kylbackar och slangbanan befinner sig vid sin rörelse', 'frân svetsbackarna till kylbackarna mellan frammatningsbanden, sã att', '.det termosvetsade och ännu varma partiet ej kan deformeras.', 'Uppfinningens ändamál är att uppna de angivna, det beskrivna ut-', 'förandet âtföljande fördelarna, vilket astadkommes genom att utföra', 'maskinen med de i patentkrav 1 angivna kännetecknen.', 'Pa bifogade ritningar äskädliggöres en enligt uppfinningen utförd', 'maskin, varvid fig. 1 är en schematisk vy framifrán av maskinen visande', 'dennas viktigaste delar, fig. 2 är en VY ovanifrán av den i fig. 1 vi-', ""sade maskinen, fig. 3 visar i större skala 'den första och femte gruppen"", 'organ, fig. 4 visar likasà i större skala den andra gruppen organ, fig.', '5 visar en detali av den tredje gruppen organ, fig. 6 visar i detalj', 'den fjärde gruppen organ, fig. 7 och 8 visa detaljer, fig. 9 och 10 äro', 'vyer av svetsningskäftarna; fig. 11 visar ett modifierat utförande av', 'maskinen, närmare bestämt mekanismen för den intermittenta driften av', 'transportbanden för pasarna, fig. 12 är en vy av mekanismer för över-', 'förande av den i fig. 11 visade kuggstängens fram- och atergaede rö-', 'relse till en ensriktad rörelse, fig. 13 är en detalj av den i fig. 12', 'visade mekanismen, fig. 14 är en vy av de pneumatiska organ, som blasa', 'tryckluft mot motstaede sidor av pasen för att frigöra densamma frân', 'transportbanden, fig. 15 är en sidovy av sagda pneumatiska organ, fig.', '16, 17 och 18 visa i plan, fran sidan och framifrân, respektive, en', 'platta som utgör en del av transportbanden och är försedd med rännor', 'och hal för att medgiva fördelning av den tryckluft som blases ut frän', 'de i fig. 14 och 15 visade organen i och för pneumatiskt frigörande av', 'pâsen frân transportbandet, fig. 19, 20 och 21 visa nágra organ läm-', 'pade för pâsarnas mekaniska frigörande fran transportbanden, fig. 22', 'är en delvy av tva transportband nära det ställe där pasarna avlämnas', 'efter avkylning av det termosvetsade partiet visande verkningssättet', 'av de i fig. 14 och 15 visade pneumatiska anordningarna och fig. 23', 'är en vy av anordningen för drift av den det rörformade bandet uppde-', 'lande kniven.', 'Med hänvisning till fig. 1 omfattar maskinen den roterbara valsen', '1,', 'pã vilken är upplindat ett längt, rörformat band 2, varav pâsarna', 'franställas. Bandet föres över rullar 3 och 4 och passerar mellan tva', 'metallstymingar 5, som hálla det fullständigt plant.', 'De olika maskindelarna delgivas en intermittent rörelse av en', 'första grupp av organ omfattande en axel 9 ( fig. 1 och 3), som erhâl-', '1er rörelse frán den apparat, till vilken de framställda pasarna skola']"
3,"['32155S', 'avlämnas, och omformar denna med hjälp av en excenterskiva 10 till en', 'intermittent rörelse för drift av ovannämnda organ.', ""Skivan 10 har en diamentral ränna 10' längs vilken en vevtapp 11"", 'är inställbar. Pa tappen är med sin ena ände lagrad en stang 12, vid', ""vars andra ände är fäst en kedja 12', som är förd över ett kedjehjul 28"", 'och är paverkad av en vid maskinstativet 39 fäst skruvfjäder 13.', 'Den andra gruppen organ (fig. 1 och 4) omfattar rullen 15 och', 'tvenne valsar 13 och 14, som rotera at motsatt hall och tjäna till att', 'i riktning av pilen 16 stegvis draga fram bandet en sträcka motsvarande', 'längden (höjden) av de för franställning avsedda pasarna. Slaglängden', 'kan justeras medelst hastighetsvariatorn 17 (fig. 4) genom inställning', 'medelst inställningsorganen 80.', 'Bandet skäres successivt medelst en tredje grupp organ 18 - 19', '(fig. 1, 5), som ocksà arbeta intermittent och synkront. I samband', 'med avskärningen kunna pasarna pâtryckas text eller dekor medelst stam-', 'parna 20 (fig. 5). Bladet 18, som är svängbart vid 83, är paverkat', 'av kammen 81, som erhäller rörelse över rullen 82 och är vidare paver-', 'kad av fjädern 84.', 'Ett kort transportband 22 är anordnat bakom bladen 18, 19 och har', 'till uppgift att underlätta införandet av en avskuren pâse till den', 'fjärde gruppen organ, som bildar den viktigaste delen av maskinen en-', 'ligt föreliggande uppfinning.', 'Sagda fjärde organgrupp (fig. 6) innefattar tvâ ändlösa transport-', 'band eller tvà par kedjor 23 - 23, 24 - 24, som hava tvâ raka parter,', 'som röra sig tillsammans i omrádet A - B. Sagda band eller kedjor', 'hâllas sträckta av rullar 25 - 26 respektive 27 - 28, som drivas inter-', 'mittent och synkront och äro pâverkade av den första gruppen organ', '10 - 12. Pasen föres genom omrádet A - B, i vilket äro anordnade vär-', 'mesvetsande käftar 29 - 30 och kylningskäftar 31 - 32. De förstnämnda', 'käftarna astadkomma en termosvets till bildande av pasens botten, under', 'det att käftarna 31, 32 kyla ned det termosvetsade partiet, som hâlles', 'konstant pressat mellan tvà remsor 33 av icke adhesivt material ( exem-', 'pelvis en folie av konstharts sãsom teflon eller liknande).', 'Vardera remsan uppbäres och hâlles sträckt av en platta 34 (fig.', ""7, 8) försedd med. en längsträckt öppning 34', genom vilken termosvets-"", 'käftarna och kylningskäftarna kunna passera. Den raka sträckan av', 'varje kedja eller band är en multipel av avstandet mellan en platta', '34 och närmast efterföljande 34"" (se fig. 6), sã att vid varje inter-', 'mittent rörelse av kedjorna, en platta exakt övertager platsen av en', 'föregaende platta.', 'Om man använder band i stället för kedjor 23, 24 kunna desamma']"
4,"['4', 'utföras av teflon eller likmande, varvid de fá den trefaldiga funk-', 'tionen av att dels transportera pasarna, dels förhindra anhäftandet av', 'de termosvetsande käftarna 29 - 30 vid pasens termosvetsade parti och', 'dels förhindra detta att deformeras under passerande genom svräckan', 'A - B frân de termosvetsande käftarna 29 - 30 till kylningskäftarna', '31 - 32.', 'Fran den första gruppen organ föres pasen till den femte gruppen', 'medelst transportorgan 35 - 36 - 37 (fig. 3) försedda med ett kamlik-', 'nande stopporgan 38. Detta stopporgan 38 stoppar den färdiga pâsen i', 'ett exakt läge, sã att den kan övertagas av en arm försedd med icke', 'visade sugkoppar, som transporterar pâsen till den apparat, vari de', 'i maskinen enligt uppfinningen framställda pasarna skola användas.', 'Kammen 38 är fäst i maskinramen 39 och transportbandet 35 är', 'sammansatt av ett flertal smala remmar eller tradar förda över tva', 'parallella axlar 36, 37, av vilka axeln 37 intermittent pâverkas av', 'organen 10 - 12. För varje cykel, varunder en pâsen anländer bringas', 'transportbandet medelst mekanismen 40 - 41 att svänga kring axeln 85', ""till det med streckade linjer antydda läget 35' i fig. 3. Om pasen"", 'icke skulle sugas fast av sugkopparna kommer den att föras vidare', 'framat (sãsom antytts med 2\') av efterföljande pase 2"". När trans-', ""portbandet 31' âtergar till sitt horisontella läge stöter den pase"", '2"", som just anländer, mot stoppet 38, sã att den normala funktionen', 'äterställes.', 'En hastighetsvariator 40 (fig. 3) möjliggör varierande medelst', 'inställningsanordningen 68 av transportbandets 35 hastighet, sã att', 'pâsens hastighet kan accelereras eller redarderas och pasen alltid', 'stöter mot stoppet 38 vid slutet av sin rörelse, även om dess höjd', '(justerad medelst variatorn 17) är reducerad.', ""Lutningen uppât av planet 35' (fig. 7) befordrar sugkopparnas"", 'grepp i pâsen, när denna skall avlägsnas.', 'En urladdningsanordning för i pasen 2"" ackumulerad statisk elek-', 'tricitet är betecknad med 67.', 'Fig. 9 - 10 visa de termosvetsande käftarna 29 - 30 i detalj.', 'En kam 68 erhäller rörelsen frân mekanismen 10 - 12 och âstadkommer', 'ett lyftande och sänkande av de av fjädern 70 pâverkade käftarna.', 'Termoelementen 71 - 72 äro anordnade för kontroll av temperaturen.', 'Värmeelementen äro anbragta i urtagningar 73 - 73 (se fig. 10).', 'Kylningskäftarna 31 - 32 (fig. 1) likna svetsningskäftarna med', 'den skillnaden, att häligheterna 73 - 74 genomströmmas av ett kyl-', 'medium.', 'Den i fig. 11 visade skivan 10 drives synkront med rörelsen av']"
5,"['321558', 'den apparat till vilken de färdiga pásarna skola avlämnas. Stangen', '81 som uppbär kuggstängen 12 är med sin ena ände svängbart lagrad vid', ""skivan 10 medelst tappen 11. Skruvhylsan 81' är avsedd att möjliggöra"", ""injustering av läget av kuggstängen i förhällande till kugghjulet 28'."", 'Under skivans 10 rörelse i riktning av pilen 82 bibringar den', 'kuggstängen 12 en fram- och atergaede rörelse, antydd medelst pilen', '83, vilken rörelse överföres till en fram- och rörelse av', ""kugghjulet 28'. Överförandet av sagda fram- och atergaede rörelse"", 'direkt till transportbanden 23, 24, som föra fram den termosvetsade', 'pâsen 2 i riktning av pilen 85, skulle bibringa dessa transportband', 'en alternerande rörelse i tva motsatta riktningar. Det är därför nöd-', 'vändigt att överföra sagda fram- och atergäende rörelse till ensriktad', 'intermittent rörelse. För detta ändamál bestâr anordningen, som är', 'visad i fig. 12 och 13, av en vinkelhävstäng 80 (se även fig. 11) för-', 'sedd med ett uppätriktat gaffelparti och svängbar vid 86, vilken vin-', 'kelhävstäng drives av kammen 87 (synkroniserad med rörelsen hos skivan', '10) över en rulle eller tapp 88. Pa grund av den rörelse som delgives', 'av kammen 87 kommer hävstangen 80 att bibringas en fram- och atergaede', 'rörelse i de riktningar som antydes av pilarna 89 i fig. 12, varigenom', 'den i fig. 13 visade kopplingen 90 alternerande bringas att intaga tva', ""olika lägen. I ingreppsläge kopplas kugghjulet 28' till ett mellan-"", 'stycke 91, som är fäst vid axeln 92 som kontrollerar rörelsen av trans-', 'portbanden 23, 24. Vid frikoppling ingriper mellanstycket 91 i kopp-', 'lingen 130, som är fäst vid maskinramen 131, och âstadkommer att trans-', 'portbanden stoppas i exakt förutbestämt läge.', 'Rörelsen av transportbanden resulterar sãlunda i en intermittent,', 'ensriktad rörelse, som matar de:t rörformade plastiska bandet eller', 'liknande en sträcka motsvarande längden av en pâse:', 'Vid axeln 92 (fig. 13) är fäst ett tandhjul 132 som medelst en', 'kedja 133 är kopplat till ett tandhjul 134, vilket i sin tur är fäst', 'vid hastighetsvariatorn 135, som kontrollerar hastigheten av trans-', 'portbanden. Genom att hâlla axelns 92 vinkelhastighet konstant och', 'medelst variatorn 135 variera hastigheten av transportbanden är det', 'möjligt att variera storleken av den ensriktade intermittenta rörelsen', 'av transportbanden, dvs. längden (höjden) av de framställda pâsarna.', 'En andra, icke visad variator är anordnad för en motsvarande', 'variation av hastigheten av de anordningar som föra pasen frân trans-', 'portbanden till den maskin, till vilken de färdiga pâsarna skall le-', 'vereras.', 'En ytterligare förbättring enligt uppfinningen bestar i de pneu-', 'matiska organen 93,1 94 (fig. 14), som äro anordnade att rikta en']"
6,"['6', 'strale av komprimerad luft mot varandra motstaende ytor av pâsen 2', '(som rör sig i riktning av pilen 85) vid avlägsnandet av densamma', 'frân transportbanden 23, 24.', 'Strälen av komprimerad luft âstadkommer ett säkert avlägsnande', 'av pâsen frân transportbandet.', 'Var och en av de pneumatiska anordningarna omfattar ett rörfor-', 'mat parti 93 (fig. 14), som är försett med tvenne grenar 931, 93"",', 'vilka uppbära munstycken 95 varigenom den frän en icke visad kompres-', 'sor kommande komprimerade luften utblâses.', 'Den genom munstyckena 95 utströmmande komprimerade luften pas-', 'serar genom öppningarna 97 (fig. 16) upptagna i plattorna 34 (fig. 19),', 'vilka ingâ som länkar i de kedjor, som bilda transportbanden, och ström-', 'mar vidare genom rännorna 98 (fig. 17), sã att luften kommer att spri-', 'da sig över ytan av pasen och fullständigt avlägsna densamma fran', 'transportbanden.', 'En helt mekanisk modifikation för att avlägsna pâsen frân trans-', 'portbanden är visad i fig. 19, 20 och 21.', 'De smá plattorna 34, som bilda länkar i transportbanden (fig. 19),', 'äro försedda med rännor 139 (fig. 19 och 20), vari inskjuta ändarna', 'av tvenne serier stationära övre skenor 140 och nedre skenor 141 (fig.', '21) sträckande sig in i riktning av pasens framätgäende rörelse.', 'De stationära skenorna nã fram till planet Z - W gande genom', 'axlarna till de bada trummorna 26, 28 för transportbanden. Pâsen 2', 'bringas att ga in mellan de bâda serierna av skenor 141 och 140 och', 'att lämna transportbanden.', 'En sista modifikation av stor betydelse bestar av skäranordningen,', 'som är visad i fig. 22 och bestâr av ett blad 100, som skär det rör-', 'formade bandet icke pa konventionellt sätt medelst ett giljotinkniv-', 'system utan är förskjutbart i riktning av pilen 120 längs skärlinjen', 'X - Y för pâsen, vinkelrätt mot det tubformade bandets rörelserikt-', 'ning (fig. 22). För detta ändamal är bladet 100 fäst widplattan 145,', 'som är förskjutbar i armen 105, vilken är svängbar vid 106. Plattan', '145 bringas att förflytta sig av hävarmen 101, som är driven av kam-', 'men 102 under förmedling av tappen 103.', 'Hävarmen 101 är i sin tur driven eller svängbar vid 104.', 'Armen 105, sóm är svängbar vid 106, är pâverkad av en andra', 'arm 107, som samverkar med rullen 108, som under den atergaede fasen', 'lyfter bladet frän skärplanet till utgängsläget.', 'När plattan 101 rör sig frän det till höger belägna läget (fig.', '20) till det läge som är visat med prickade linjer, rör sig bladet 100', 'längs en horisontell bana (x - Y), under det att plattan själv för-']"
7,"['321558', 'skjutes längs horisontella styrningar och &stadkommer avskärandet av', 'pâsen 2.', 'Da bladet natt sitt slutläge X och fullständigt skurit av det', 'rörformade bandet, varvid kammen 107 roterar och lyfter upp armen 105,', 'plattan 145 och bladet 100 (se det prickstreckade läget) och tillater', 'bladet att âtervända till utgängsläget X utan att kontakta ytan, för-', 'skjuter sig det rörformade bandet. Sã snart bladet nätt läget X ástad-', 'kommer kammen 107 sänkande av bladet till verksamt läge Y.', 'Skärandet av pâskanterna längs skärningslinjen har den fördelen,', 'att sagda kanter icke klibba fast vid varandra vilket är en mycket', 'vanlig olägenhet vid skärsystem av giljotintypen.', 'Anhäftande kanter skulle göra det mycket svart att anordna pâ-', 'sarna för ifyllning. Med maskinen enligt uppfinningen äro pâsarna', 'färdiga att omedelbart öppnas utan nágon svârighet.', 'Den beskrivna och visade anordningen av maskinen kan förändras', 'till sina detaljer utan att uppfinningens grundtanke frangas.', 'Patentkrav', '1. Maskin för tillverkning av pasar av termoplastiskt material med', 'en lang slangformad bana som utgängsmaterial, och innefattande en', ""driv- (10, 12, 28') och frammatningsanordning (14, 15, 17) för inter-"", 'mittent synkroniserad rörelse av slangbanan, skärorgan (18, 19) för', 'avskiljande av pasarnas längd motsvarande banavsnitt, i förekommande', 'fall i förbindning med en anordning för samtidig pâtryckning pâ banan', 'av bokstäver eller dekor, en anordning (23 - 32) för termosvetsning', 'tvärs över banavsnittet vid dess ena ände för bildande av pâsbottnen', 'samt organ (35, 36, 37) för automatisk kontrollerad avgivande av de', ""färdiga pâsarna, K ä n n e t e e K n a d d' à r a V, att svetsanord-"", 'ningar (23 - 32) innefattar tvà ändlösa transportband eller kedjepar', '(23, 24) eller likmande transportorgan med ett par jämnlöpande raka', 'parter, vilka band eller liknande löpa över parvis anordnade valsar', '(25 - 28) roterande synkront och drivna intermittent av drivanordning-', ""en (10, 12, 28'), varvid sagda jämnlöpande bandparter mellan sig fram-"", 'föra den för termosvetsning och därefter i en kylanordning (31, 32)', 'för kylning avsedda pasen och ett materialstycke (33) (fig. 8) före-', 'trädesvis ett nät av plast, exempelvis tetrafluoreten, som icke häf-', 'tar vid det termosvetsade paspartiet, placerat över och under det för', 'termosvetsning avsedda paspartiet.', '2. Maskin enligt patentkrav 1, K ä n n e t e c k n a d d ä r a V,', 'att sagda ändlösa transportband (23, 24) äro utförda av det vid det', 'svetsade paspartiet icke anhäftande material och sáledes själva bil-']"
8,"['8', 'da sagda naterialstycken (33), varvid tvenne svetsbackar (29, 30),', 'placerade vid tillförseländer och tvenne kylbackar (31, 32), place-', 'rade vid avlämningsänden av den av transportbandens raka parter be-', 'stande sträckan (A, B), äro sã anordnade att transportbanden (23, 24)', 'äro belägna mellan backarna (29 - 32) och pâsen.', '3. Maskin enligt patentkrav 1, K ä n n e t e C k n a d d ä r a v,', 'att kedjorna (23, 24) i sagda kedjepar äro inbördes förbundna pa re-', 'gelbundna avstand svarande mot förskjutningen mellan en svetsnings-', 'operation och närmast efterföljande med plattor (34), som var och en', ""äro försedda med en längsgäende öppning (34') (fig. 7), som tillâter"", 'passerandet av en svets- respektive kylback, varvid varje platta (34)', 'vid den mot pâsen vända sidan är täckt av en remsa (33) av det icke', 'anhäftande materialet.', '4.', 'Maskin enligt patentkrav 3, K à n n e t e .c K n a d d ä r a V,', 'att varje kedjas (23, 24) lineära längd utgör en multipel av avstán-', 'det mellan en platta (34) och nästföljande platta, sã att vid varje', 'intermittent frammatning av kedjeparet en platta (34) noga intar den', 'framförlöpande plattans tidigare läge.', 'ANFÖRDA PUBLIKATIONER:']"
9,"['26', '23', '25 18', '20', '13', '31', '29', '15', '36 3,8 35', '+', '+', 'BB', '2', '+', '+', 'DA', '7', '+', 'St', '0', '+', '+', '+', 'r', '37', '32', '30', '+', '22', '19 14', '28', '24 27', '5th', ""5'"", '39', '40', '12', '12', '4', '+', '41', '13', '2', '1', '16', '9', '3', '11', '10', 'FIG.- 1', 'FIG.. 2', '38', '35']"
10,"['75', '38 35\' 2""', '+', '26', '4', '67', '37', '+', ""2'"", '#', '+', 'St', '+', '36', '35', '85', '76', '+', '+', '28', '68', '39', 'ns', ""28'"", 'nu', '0', '40', '29', 'no', '73', 'Oe', 'e', 'O', ""12'"", '74', '30', '13', 'FIG.10', '12', '41', '11', '10', '9', 'F1G.3', '71', '29', '+', '#', 'o', '+', '70', '68', '+', '#', 'CER', '30', '72', 'F1G.9']"
