PageNo,Text
1,"['UTLAGGNUNGSSKRIFT nr 337 617', 'Int CI G 21 h 1/10 Kl. 21 b 27/02', 'P.ans. nr', '10202/66', 'Inkom den 26 VII 1966', 'Giltighetsdag den', '26 VII 1966', 'PATENT- OCH', 'Ans. allmänt tillgänglig den', '1 VII 1968', 'REGISTRERINGSVERKET', 'Ans. utlagd och utläggnings-', 'skriften publicerad den', '16 VIII 1971', 'Prioritet', 'begärd frân den 26 VII 1965', '(USA, 474 547)', 'CORPORATION, BALTIMORE, MD. USA', 'Uppfinnare: T R Barkex.II, W L Kershaw, G S Stivers och J L Thomas', 'Ombud: s Lorenz', 'Demonterbart termseleltriskt generatoraggregat försett med en värmekälla i', 'form av en redioisotopkapsel', 'Uppfinningen avser ett nytt och förbättrat demonterbart termo-', 'elektriskt generatoraggregat försett med en värmekälla i form av', 'en radioisotopkapsel, vilket generatoraggregat innefattar ett', 'termoelcktriskt omvandlingsorgan och vilken kapsel är innefattad', '5', 'i', 'ett skälformigt, radioaktiv strâlning avskärmande organ, försett', 'ned ett lock samt innesluten i en skälformig yttre behállare. Ut-', 'förandet möjliggör att antingen det termdelektriska omvandlingsor-', 'ganet eller radioisotopvärmekällan kunna utbytas under fältnässiga', 'förhällanden, utan att betjäningspersonalens säkerhet asidosättes.', '10', 'Huvudnackdelen vid användande av atomkraft sãsom en tillför-', 'litlig energikälla med läng livslängd utgöres därav, att atom-', 'anordningar i personalens omedelbara närhet kunna utgöra en fara', 'för betjäningspersonalen. Även dâ tomelkraftgeneratorer användas i', 'avsides belägna trakter pâ jorden - vilka utmärkas av total eller', '15', 'i det närmaste total otillgänglighet - föreligger givetvis en viss', 'livsfara, speciellt da en begränsad tillsyn kräves under generator-', 'systemets jänförelsevis lânga livslängd.', 'Radioisotopuppvärmda termoelektriska generatorer, i vilka', 'den av radioisotopbränslet avgivna värmeenergin användes för att', '20', 'uppvärma termoelementen, avge elektrisk ström med läg effekt under', 'Dupl. 11. 21 @:21/30', 'noon', 'or']"
2,"['-2-', 'en ytterst láng livslängd. Oavsett avlägsenheten av läget pá jord-', 'klotet fär en radioisotopuppvärmd termoelektrisk generator icke', 'avge en strálning större än 10 mr/h pà 1 meters avstánd frán källan', 'och icke heller fär denna strálning öka med en faktor större än', '5', '100 pá grund av ett normalt provningsförfarande sásom vid fall,', 'punktering, eld, korrosion m.m.', 'Pã jorden belägna radioisotopuppvärmda termoelektriska gene-', 'ratoraggregat erfordra givetvis en kraftig strálningsavskärmning.', 'Anbringandet av en dylik avskärmning icke endast höjer aggregatets', '10', 'pris och ökar dess totalvikt avsevärt utan hindrar ocksà senare', 'tillsyn av antingen den termoelektriska omvandlingsenheten eller av', 'radioisotopbränslekällan. Under det att hittills kända konstruk-', 'tioner uppvisa fördelar sádana som lág bullernivá och fránvaro av', 'rörliga organ, kännetecknades de även av en strävan att utveckla', '15', 'de enskilda termoelektriska stavarna i ett cylindriskt mönster', 'kring den cylindriska radioisotopkapseln, varvid värmeenergin över-', 'gick radiellt frán källan till de periferiskt anordnade termoele-', 'menten. Dessa konstruktioner ha varit tämligen specifika, begrän-', 'sade till ett enda uteffektvärde, och deras skötsel under fält-', '20', 'mässiga förhällanden har varit omöjlig att utföra utan tillgáng', 'till vid högaktiva cellanläggningar förhandenvarande utrustning.', 'Föreliggande uppfinning avser ett prisbilligt, lätt demonter-', 'bart radioisotopuppvärmt termoelektriskt generatoraggregat, vilket', 'medger utbyte i fältet av antingen det termoelektriska omvandlings-', '25', 'organet eller radioisotopbränslekapseln utan användande av dylika', 'högaktiva cellanläggningars utrustning, varvid nämnda aggregat', 'kännetecknas av en ökad smidighet beträffande effektuttaget.', 'Vid kända konstruktioner inom tekniken för radioisotopupp-', 'värmda termoelektriska generatoraggregat har man strävat efter att', '30', 'anordna det termoelektriska omvandlingsorganet i en cylindrisk', 'gruppering, koncentriskt kring radioisotopbränslekapseln. Dessa', 'konstruktioner ha utmärkts av brist pá smidighet samt av att det', 'har varit omöjligt eller mycket komplicerat att utöva tillsyn över', 'eller byta ut omvandlingsorganets komponenter eller radioisotop-', '35', 'värmekällan. Inom tekniken för med fossila bränslen uppvärmda', 'termoelektriska omvandlingssystem liksom inom termoelektrisk kyl-', 'teknik har man försökt att anordna termoelementen enligt ett modul-', 'system. En del termoelektriska moduler äro plan- eller skivformade', 'och omfatta i allmänhet perforerade plattor eller skivor av isole-', '40', 'rande material, anordnade att uppbära resp termoelements elektriskt']"
3,"['-3-', 'âtskilda stavar i termisk kontakt med värmeupptagande och -avledande', 'organ. Oavsett om de samverka med en radioisotopbränslekälla med', 'jämförelsevis hög temperatur, en brännare för flytande bränsle', 'eller inom en avkylande omgivning äro termoelementstavarna tämligen', '5', 'bräckliga och skadas lätt av värme- och mekaniska stötar liksom', 'de lätt kunna förorenas av atmosfärluften, varvid deras termo-', 'elektriska egenskaper mycket lätt kunna förändras. Det föreligger', 'ocksà en mycket stor kriticitet beträffande värmeniván och värme-', 'gradienten över termoelementstavarna för ástadkommande av en maxi-', '10', 'mal energiomvandlingsverkningsgrad Vid alla dylika system máste', 'värmekällans temperatur och värmeöverföringshastigheten noga kon-', 'trolleras. I mânga fall innebär detta ett anordnande av en värme-', 'strálare med jämförelsevis stora värmeavledningsytor. Dá dylika', 'system innefatta onvandling av värmeenergi till elektrisk energi,', '15', 'och dà anordningen omfattar elektriskt ledande metaller, máste', 'ovillkorligen elektriska isoleringsorgan användas för att undvika', 'kortalutning. Tillfogandet av isolerande organ medför ytterligare', 'tendens att minska värmegradienten och att förhindra värmeflödet', 'mellan källan och värmestrélaren genom de termoelektriska omvand-', '20', 'lingsorganen. För att âstadkomma den önskade gradienten och upp-', 'rätthálla värmeflödet är det fördelaktigt att mekaniskt páverka', 'termoelementstavarna till god värmekontakt med den samverkande', 'apparaten. Genom att sálunda även fjäderpáverka termoelementstavar-', 'na ökas deras motständskraft mot mekaniska stötar liksom deras', '25', 'termiska verkningsgrad. Dá smá mängder av atmosfäriska föroreningar', 'kunna avsevärt förändra de termoelektriska stavarnas elektriska', 'karakteristikor, är det av vikt att de termoelektriska omvandlar-', 'organen hállas inneslutna i en hermetiskt tillsluten, förorenings-', 'fri kammare, omfattande organ anordnade att kunna förändra bärorga-', '30', 'nets värmeledningsförmága, sá att en viss kontroll över temperatur-', 'gradienten och värmeflödets hastighet genom stavarna möjliggöres.', 'Dâ fysiska och elektriska fel pá de termoelektriska stavar,', 'vilka utgöraviktiga komponenter för onvandling av värme till', 'elektricitet, kunna förekomma, är det givetvis fördelaktigt att', '35', 'âstadkomma ett generatoraggregat, vid vilket de termoelektriska', 'omvandlingsorganen lätt kunna utbytas och/eller repareras,', 'Det för det demonterbara termoelektriska generatoraggregatet', 'kännetecknande är främst att det termoelektriska omvandlingsorga-', 'net är uppburet av ett värmeavledningsorgan, vilket är försett med', '40', 'en plan skiva, vars ändyta eventuellt över en ytterligare värme-', 'POOR QUALITY']"
4,"['-4-', 'beständig platta är värmeledande ansluten till den ovan nämnda', 'radioisotopkapslens lock, vilket är utfört av ett den radioaktiva', 'strálningen avskärmande, men värmesträlningen genomsläppande mate-', 'rial och anordnat mellan värmekällan och det termoelektriska om-', '5', 'vandlingsorganet samt att värmeavledningsorganets skiva förmedelst', 'bultar eller liknande organ är demonterbart förenad med nämnda be-', 'hállare i och för fränskiljande av det termoelektriska omvandlings-', 'organet frán generatoraggregatets värmekälla vid inspektion eller', 'service i generatoraggregatets báda delar, varvid locket även vid', '10', 'dylik inspektion eller service förhindrar radioaktiv strálning till', 'omgivningen. Tack vare detta utförande medges tillsyn och/eller', 'utbyte av antingen det termoelektriska omvandlingsorganet eller', 'bränslekapseln under fältmässiga förhällanden utan att bryta om-', 'vandlingsorganets försegling.', '15', 'En föredragen utföringsform av nämnda generatoraggregat med', 'en radioisotopkapsel, företrädesvis omfattande strontium 90-bränsle', 'inuti ett förseglat hölje av värmebeständigt nickelmaterial, känne-', 'tecknas av, att kapseln är inpassad i ett inre skärmorgan, bestáen-', 'de av t.ex. volfram, utarmad uran eller en molybdenuranlegering,', '20', 'vilket organ omgives av ovannämnda avskärmande organ, tillslutet', 'vid den mot det termoelektriska omvandlingsorganet vända änden', 'med ett i det skálformiga organet delvis inskjutande lock, demon-', 'terbart tillslutande nämnda avskärmande organ förmedelst ett antal', 'löstagbara sammanhällningsorgan, varjämte det avskärmande organet', '25', 'med undantag för nämnda lock är allsidigt omgivet av en den radi-', 'ella värmeledningen frán kapseln förhindrande värmeisolering', 'skálformigt omslutande nämnda avskärmande organ och inrymt i ovan', 'nämnda yttre behállare, vilken pá i och för sig känt sätt är ut-', 'rustad med anordningar för generatoraggregatets transport och upp-', '30', 'bärning.', 'En annan ändamalsenlig utföringsform av generatoraggregatet', 'kännetecknas av, att värmeisoleringen bestár av ett skálformigt,', 'företrädesvis av fibrer uppbyggt isoleringsmaterial, medan nämnda', 'behállare utgöres av jämförelsevis tjockt gjutjärn, vilken behálla-', '35', 're omfattar av densamma uppburna organ anordnade att medgiva gas-', 'utdrivning ur nämnda isoleringsmaterial efter nämnda behállares', 'hopsättning och tillslutning alternativt anordnade att möjliggöra', 'ett utbyte av den i isoleringsmaterial absorberade gasen under det', 'termoelektriska generatoraggregatets livslängd för att avsiktligt', '40', 'ändra värmeledningsförmágan i radiell riktning inom nämnda isole-']"
5,"['-5-', 'ringsmaterial.', 'En ytterligare, fördelaktig utföringsform av generatoraggre-', 'gatet kännetecknas av, en ledning ansluten till organ anordnade', 'att medgiva gasutdrivning ur en skiva uppbärande pá i och för sig', '5', 'känt sätt ett antal i det termoelektriska omvandlingsorganet in-', 'gande termoelement. För att förhindra en axiell förskjutning av', 'den ovan nämnda kapseln och dess tillhörande, inre skärmorgan kan', 'en cirkulär metallstoppring vara anordnad i generatoraggregatet.', 'Uppfinningen skall nu närmare beskrivas i anslutning till', '10', 'bifogade ritningar, vilkas figurer visa följande:', 'fig. 1 en sprängbild i perspektiv av en förbättrad radioisotop-', 'uppvärmd termoelektrisk generator enligt uppfinningen med', 'vissa delar bortskurna. för att askädliggöra anordningens', 'inre uppbyggnad,', '15', 'fig. 2 en sidovy, delvis i sektion av anordningen enligt fig. 1,', 'fig. 3 i större skala en sidovy i sektion av en del av anordningen', 'enligt fig. 2,', 'fig. 4 en sidovy av en annan utföringsform av uppfinningen och', 'visande en enkel radioisotopkapsel, anordnad att lämna', '20', 'värmeenergi till ett par termoelektriska omvandlingsmoduler,', 'anordnade axiellt mittför kapselns báda ändar.', 'Allmänt avser uppfinningen ett förbättrat termoelektriskt', 'generatoraggregat, omfattande en centralt belägen radioisotopkapsel', 'utgörande värmekällan, vilken uppbäres av antingen en öppen cylin-', '25', 'der eller en skälformad behâllare, varvid skärmorgan mot radioaktiv', 'strälning omgiva nämnda kapsel och värmeisolerande material är', 'anordnat i behällaren mellan kapseln och behällarväggen. Termo-', 'elektriska omvandlingsorgan i plan form äro anordnade mittför be-', 'hállarens öppna ände eller ändar, varvid huvuddelen av den av', '30', 'radioisotopvärmekapseln avgivna värmeenergin ledes axiellt till de', 'termoelektriska omvandlingsorganen, sá att ett dylikt aggregat', 'medger utbyte av antingen de termoelektriska omvandlingsorganen', 'eller av den skärmade radioisotopkapseln under fältnässiga för-', 'hällanden.', '35', 'En föredragen utföringsform av termoelektriska omvandlings-', 'organ omfattar en modul av sandwichtyp, omfattande en metallplatta,', 'vilken tjänstgör bâde som värmestralare och som lock för kapsel-', 'behâllaren. En termoelektrisk .omvandlingsenhet bestáende huvudsak-', 'ligen av en perforerad platta av isoleringsmaterial med termo-', '40', 'elektriska stavar anordnade i perforeringarna uppbäres av metall-']"
6,"['-6-', 'plattan mellan denna och den skärmade radioisotopvärmekapseln.', 'Grundmodulen innefattar ocksà en bälganordning, omfattande ett', 'värmeledande lock, anordnat mittför det termoelektriska omvand-', 'lingsorganet och en bälgformad sidovägg, vilken omgiver det termo-', '5', 'elektriska organet och är tätt ansluten till värmestrálaren vid sin', 'ena ände och till locket vid sin andra ände. Vid hopmontering ut-', 'vidgas den bälgformiga väggen, sá att de termoelektriska stavarna', 'sammanpressas mellan locket och den metalliska plattan, sã att', 'överföring av värmeenergi frán locket till värmestrlaren genom', '10', 'det termoelektriska organet ökas. Dá den metalliska värmesträlnings-', 'plattan är ansluten till kapselbehällaren, sammantryckes bälgväggen', 'nágot, sá att ledningsförmägan för värmeenergi genom modulen upp-', 'rätthälles, medan den samtidigt trycker locket mot den skärmade', 'radioisotopvärmekapseln.', '15', 'Med hänvisning till den i fig. 1 och 2 visade utföringsformen,', 'vari enskilda komponenter visas báde i sprängbild och hopsatta,', 'omfattar det förbättrade radioisotopuppvärmda termoelektriska', 'generatoraggregatet enligt uppfinningen tvâ huvudkonstruktions-', 'delar, nämligen ett termoelektriskt omvandlingsorgan allmänt beteck-', '20', 'nat med 12, och en förbättrad radioisotopenhet utgörande värme-', 'energikällan, allmänt betecknad med 14. Uppfinningens ändamál upp-', 'nás i stor utsträckning tack vare den nya axiella anordningen av', 'det termoelektriska omvandlingsorganet och radioisotopvärmekällan', 'med organ sá anordnade, att mer än 70 % av den av radioisotopkap-', '25', 'seln avgivna värmeenergin ledes axiellt mot det skivformiga termo-', 'elektriska organet 12.', 'Vidare är det uppenbart att anordnandet av báda huvudkon-', 'struktionsdelarna i axiell anliggning lätt medger, att antingen', 'det termoelektriska omvandlingsorganet 12 eller radioisotopenergi-', '30', 'källan jämförelsevis bekvämt och snabbt kunna avlägsnas och utbytas,', 'samtidigt som betjäningspersonalen âtnjuter maximal säkerhet.', 'Radioisotopvärmekällan omfattar en centralt belägen gas- och', 'vätsketät radioisotopvärmekapsel 16 av känd form och konstruktion', 'vilken huvudsakligen bestár av en lämplig, vid báda ändar herme-', '35', 'tiskt tillsluten metallcylinder, innehallande ett bränsle, sásom', 'exempelvis strontium 90, plutonium 238, gerium 144, cesium 137', 'eller andra kända radioisotopbränslen. I den föredragna utförings-', 'formen är strontium 90-bränsle myclet lämpligt pá grund av den lánga', 'livslängd, under vilken generatorn kommer att användas. Kapslens', '40', '16 hölje varierar beroende pá det använda bränslet, dà höljet máste']"
7,"['-7-', 'vara förenligt med bränslet. Da bränslet exempelvis utgöres av', 'i', 'strontium 90, utgöres kapselhöljet av en värmebeständig nickel-', 'legering t.ex. Hastelloy C. Inom ramen för uppfinningen är radio-', 'isotopkällan icke kritisk och användande av strontium 90-bränsle', '5', 'inuti en förseglad behâllare av nämnda material anges endast sãsom', 'exempel pa en lämplig kombination för ett dylikt ändamál. Strontium', '90, som har en lâng sönderfallstid, säkerställer i detta fall den', 'önskade värmeavgiviningen under en lâng tidsperiod. Bränslekapseln', '16 är inpassad i ett inre skärmorgan 18, som enligt en föredragen', '10', 'utföringsform bestär av volfram, ehuru utarmad uran eller andra', 'uranlegeringar, sâsom exempelvis en molybdenuranlegering likväl', 'kunna användas. Innerskärmen 18 minskar värmesträlningen till en', 'godtagbar nivà, dâ strälningen frän kapseln, om densamma vore', 'oskärmad, skulle kunna doda en i omedelbar närhet stâende person', '15', 'inom loppet av nágra minuter, särskilt dà bränslet utgöres av', 'strontium 90 pa grund av dess bromssträlning. Enligt den visade', 'utföringsformen omfattar innerskärmen ett skälformat organ 20 och', 'ett T-format lock 22, varvid det T-formade lockets tjocklek är', 'större än tjockleken av det skälformade organets 20 sidovägg. Ett', '20', 'flertal bultar 24 sträcka sig genom öppningar 26 i locket och äro', 'inskruvade i gängade hâl 23, anordnade i kanten 30 av den skäl-', 'formade skärmen. Kanten 30 och lockets ringformiga yta 32 tryckas', 'sâledes mot varandra av bultarna 24. Bränslekapseln 16 och dess', 'innerskärm 18 kunna avlägsnas som en enhet för att lätt kunna', '25', 'utbytas i värmedelen 14.', 'Da det termoelektriska organet är axiellt anordnat vid värme-', 'källans 14 ena ände, mâste en maximal värmeöverföring ledas mot', 'organet, varvid värmeledningen i andra riktningar minskas. För att', 'âstadkomma detta, är den inre skärmen omgiven av en värmeisolering.', '30', 'Isoleringen är i stort sett ocksà skälformad med en innerdiameter', 'motsvarande den skâlformade skärmens diameter. Värmeisoleringen 34', 'omfattar en rad ihâliga och massiva skivor 36, vilka kunna utgöras', 'av formbart, härdat fiberisoleringsmaterial t.ex. sâdan värme-', 'isolering som tillverkas under märkesnamnet ""Min-K"" av Johns-', '35', 'Manville Corporation. De pa varandra staplade skivorna kunna givet-', 'vis ersättas av ett enda element gjutet i ett stycke av samma', 'material eller av likvärdigt värmeisoleringsmaterial. De hittills', 'omnämnda organen äro inneslutna i en yttre behállare 38 av gjut-', 'järn- vilken ocksà är skälformad och omfattar flera monteringshál', '40', '40 för att underlätta generatoraggregatets transport och montage.']"
8,"['-8-', 'Medan mätten för innerskärmen, värmeisoleringen och ytterbehálla-', 'ren kunna variera, beroende pá aggregatets specifika användning,', 'kan för en 25W-generator med en bränslekapsel av ca 75 mm diameter', 'innerskölden av volfram ha en tjocklek av mellan 50 och 100 mm för', '5', 'högsta möjliga skydd och isoleringens tjocklek uppgá till mellan', '75 och 150 mm, medan det yttre gjutjärnskärlet kan ha en tjocklek', 'av mellan 125 och 175 mm. Vid en kapsel med strontium 90 som bränsle', 'och värmebeständig nickellegering som höljesmaterial kan med dylika', 'mátt värmekällan vara tillräckligt styv, korrosionsbeständig, eld-', '10', 'härdig, slagtálig m.m. och den radioaktiva strälskärmningen uppfylla', 'normala fordringar. Det yttre gjutjärnskärlet, förutom att det', 'tjänstgör som behállare, verkar ocksà som strálskärm och i före-', 'liggande fall dämpas strälningen med faktorn 100. Medan ett gjutet', 'ytterkärl av detta mátt skulle väga ca 1100 kg eller mera vid ett', '15', '25W-generatoraggregat, innebär användande av gjutjärn med en dylik', 'tjocklek en minskning av den volframmängd, som erfordras för inner-', 'skärmen och dá gjutjärnet är avsevärt billigare än volfram, skulle', 'en dylik konstruktion minska anordningens totala pris.', 'Det yttre gjutjärnskärlet 38, vars yttre form är nágot oregel-', '20', 'bunden, har vid sin öppna ände en plan, ringformig yta 42, vilken', 'anligger mot kontaktytan 44 till värmesträlaren 46, vilken utgör', 'en del av den termoelektriska modulen 12. Vid skeppning eller av', 'annan orsak kan värmestrálaren givetvis ersättas av en pá ritningen', 'icke visad enkel, plan metallskiva. I hopmonterat skick kopplas', '25', 'värmesträlaren till det yttre gjutjärnskärlet 38 medelst ett fler-', 'tal bultar 48, vilka sträcka sig genom värmestrálarens ringfläns', '50 och äro inskruvade i gjutjärnskärlet 38. Gjutjärnskärlets', 'frontyta 44 är försedd med spár 52 och 54, avsedda för ett par', 'koncentriska 0-ringar 56 resp 58 eller liknande tätningsorgan,', '30', 'varvid metalltätningarna eller de eftergivliga O-ringarna bidraga', 'till att âstadkomma en hermetisk tillslutning.', 'En ringformig metallstoppring 60 är anordnad för att hindra', 'axiell förskjutning av bränslekapseln 16 och dess inre skärm 18', 'inuti värmedelen 14. Ringen är nágot bockad och har en innerdiame-', '35', 'ter, som är mindre än lockets 22 ytterdiameter och en ytterdiameter,', 'som är avsevärt större än lockets ytterdiameter. Stoppringens inner-', 'kant upptages av ett ringformigt urtag 62, anordnat vid lockets 22', 'yttre periferi, medan ringens övriga del är inspänd mellan en iso-', 'leringsring 36a och en nágot större isoleringsring 36b. Med', '40', 'antingen värmestrálaren 46 eller ett icke visat skeppningslock']"
9,"['-9-', 'pâsatt medelst skruvar 48 förhindras skärmens 18 och bränsle-', 'kapselns 16 förskjutning även vid höga tröghetskrafter pá grund', 'av den mittför locket 22 anordnade stoppringen 60, vilken är in-', 'spänd mellan de ringformiga isoleringsorganen.', '5', 'Gjutjärnsbehällaren 38 med en tjocklek av storleksordningen', '140 mm för det visade 25W-exemplet tjänstgör som en behállare med', 'hög mekanisk hâllfasthet. Behállaren utgör sáledes ett mycket lämp-', 'ligt tryckkärl för undervattensanvändning. I detta fall torde det', 'icke visade locket bestâ av ett material med mycket större häll-', '10', 'fasthet, sãsom exempelvis gjutjärn eller stâl. Ersättandet av', 'värmesträlaren 46 med ett lock skulle icke försämra värmeavledningen', 'dã det omgivande vattnet skulle medföra en tendens att effektivt', 'kyla teromelementen.', 'Det bör observeras, att vid den beskrivna utföringsformen', '15', 'den till förfogande stande värmeavgivningsytan hos kapseln 16 är', 'mycket större än den termoelektriska stavyta, som erfordras för', 'alstrande av en elkraft med 25W effekt, sã att behovet att, sásom', 'vid nágra hittills kända radioisotopuppvärmda termoelektriska', 'generatorer, placera termoelementen radiellt kring bränslekapselns', '20', 'periferi undvikes. Detta delvis tack vare de enskilda termoelektris-', 'ka stavarnas ökade diameter. Sáledes kan den termoelektriska om-', 'vandlingsmodulen lämpligen placeras axiellt mittför gjutjärns-', 'kärlets öppna ände och dess skâlformiga isolering, varigenom ca 3/4', 'av värmeenergin ledes inom en sluten bana .direkt mot de termo-', '25', 'elektriska mvandlingsstavarna.', 'Vid användande av den ovannämnda Min-K-värmeisoleringen', 'antingen i en sãsom skäl formad enhet i ett stycke, eller som en', 'rad av pá varandra staplade skivor 36 har detta material i obe-', 'handlat tillständ en benägenhet att âstadkomma en gasutveckling', '30', 'pá grund av den höga temperaturen kring den aktiverade bränsle-', 'kapseln. Temperaturer av storleksordningen överstigande 480° C', 'under en viss tid ha en benägenhet att ástadkomma gasutveckling i', 'värmeisoleringen, varvid värmeledningsförmágan hos den gasimpreg-', 'nerade värmeisoleringen förändras. Om de utdrivna gaserna ha en', '35', 'högre värmeledningsförmága än den adsorberade gasen, ökas iso-', 'leringens totala värmeledningsförmága, medan om de gaser, som ut-', 'drivas ur värmeisoleringen pá grund av den oavbrutna uppvärmningen,', 'ha en lägre värmeledningsförmaga än den adsorberade gasen isole-', 'ringens totala värmeledningsförmâga minskas. Den adsorberade gasen', '40', 'kan givetvis utbytas under generatorns aysevärda livslängd för att']"
10,"['-10-', 'avsiktlig ändra aggregatets värmeledningsförmága i radiell riktning.', 'För att undvika en förändring av isoleringens totala värmelednings-', 'förmága förbehandlas Min-K-värmeisoleringen eller motsvarande mate-', 'rial genom uppvärmning, sá att restgaserna utdrivas ur isoleringen,', '5', 'innan denna placeras i gjutjärnskärlet. Efter avslutad hopsättning,', 'varvid järnkärlet sammanbygges med hermetisk tillslutning antingen', 'medelst värmestrálaren 46 eller med ett tillfälligt lock, kan rest-', 'gas ytterligare avlägsnas genom ett andra gasutdrivningsförlopp', 'medelst ett rör 64, vilket mynnar vid det yttre järnkärlets 38', '10', 'inre yta. Röret 64 kan omfatta en lämplig ventilanordning 68, vilken', 'möjliggör aggregatets anslutning till en icke visad gasutdrivnings-', 'apparat. Behállaren kan därefter laddas med godtyckligt lämplig gas,', 'sásom inert gas, exempelvis argon etc.', 'Samtliga fördelar hos ett radioisotopuppvärmt termoelektriskt', '15', 'aggregat, bildat av ett öppet kärl med ett termoelektriskt omvand-', 'lingsorgan i plan form anordnat mittför kärlets öppna ände, erhálles', 'vid en andra utföringsform, i vilken den uttagna elektriska effek-', 'ten är fördubblad. Fig. 4 visar denna utföringsform, vilken istället', 'för ett öppet skálformigt kärl omfattar en öppen cylinder med tvá', '20', 'termoelektriska modulformiga omvandlingsorgan, anordnade mittför', 'vardera änden av cylindern.', 'Detta aggregat omfattar en isotopvärmekälla, utgörande en', ""centralkonstruktionsdel, betecknad med 14' med termoelektriska om-"", 'vandlingsorgan 12\' och 12"", vilka äro axiellt anordnade mittför', '25', 'och i anliggning mot den cylindriska värmedelens 12"" öppna ändar.', 'Den i fig. 4 visade utföringsformen är huvudsakligen en replik av', 'den i fig. 2 visade utföringsformens vänstra del med det undan-', ""taget, att radioisotopbränslekapseln 16' avgiver tillräcklig värme-"", 'energi för att ástadkomma en lämplig värmegradient genom báda om-', '30', 'vandlingsorganen 12\' och 12"". Därför ha samma organ betecknats med', 'samma hänvisningssiffror, ehuru med tillägg av ett - och ""-tecken.', ""Det yttre gjutjärnshuset 38' har formen av en tämligen tjock öppen"", 'cylinder, vilken omgiver den cylindriska bränslekapseln 16 och dess', ""radioaktiva strälningsskärm 18' i form av ett cylindriskt organ 20'"", '35', 'med ändgavlar 22\' resp 22"". Värmeisoleringsorgan 34\' omfatta en', ""rad iháliga värmeisolerande skivor 36', anordnade att minska den"", 'radiella värmeöverföringen i aggregatet och öka den axiella värme-', 'överföringen genom gavlarna 22\' och 22"" till de termoelektriska', 'omvandlingsorganen. Stoppringar 60\' och 60"" kunna vara inspända', '40', ""mellan isoleringsringar 36a' och 36b' vid aggregatets vänstra ände"", 'och ringar 36a"" och 36"" vid aggregatets högra ände, sá att de för-']"
